feature,tree_feature_importance,kind
DOM+,0.11445754762062411,base
Y/RR,0.1017378682264412,base
Draft Capital,0.1,base
Breakout Age,0.053002118477621554,base
YAC/R,0.019581243023694305,base
SpeedxBMI,0.018106607307111253,interaction
REC%,0.013604838909859012,base
aDOT,0.013352665213540255,base
Drop%,0.013065437467017745,base
MTF,0.009940591838113159,base
Wide%xSlot%,0.009455445891326759,interaction
Slot%,0.00906872564138577,base
Y/REC,0.006628609358508154,base
