feature,tree_feature_importance,kind
DOM+,0.11526104523839997,base
Y/RR,0.11208328795703262,base
Draft Capital,0.1,base
Breakout Age,0.05745003736108388,base
REC%,0.02062274187355834,base
YAC/R,0.01906106866748347,base
SpeedxBMI,0.016797727130827014,interaction
Wide%xSlot%,0.014607241828589223,interaction
Y/REC,0.010166594191576984,base
CC%,0.008475561106022286,base
