feature,shap_mean_abs,kind
DOM+,23.81957320586766,base
Y/RR,18.316828833699148,base
YAC/R,7.639507314028179,base
SpeedxBMI,6.09108097951595,interaction
aDOT,5.096652844412066,base
REC%,4.807289418686122,base
Drop%,3.5947870047790347,base
Slot%,3.230194057743037,base
Y/REC,2.352485551401102,base
Wide%xSlot%,1.8828957260515404,interaction
MTF,1.7586249262639349,base
Draft Capital,0.1,base
Breakout Age,0.1,base
