position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
QB,34,30,15,300,0,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,1,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,2,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,3,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,5,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,12,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,15,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,16,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,24,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,25,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,26,GB,0.4976517277242228,0.6944620145338238,17.374904592443126,22.586002160835527,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-10.3474048077013
QB,34,30,15,300,9,GB,0.5548631604783318,0.6932425604120652,16.23068488275146,22.63102956765366,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-15.623175975536835
QB,34,30,15,300,10,GB,0.5548631604783318,0.6932425604120652,16.23068488275146,22.63102956765366,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-15.623175975536835
QB,34,30,15,300,11,GB,0.5548631604783318,0.6932425604120652,16.23068488275146,22.63102956765366,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-15.623175975536835
QB,34,30,15,300,14,GB,0.5548631604783318,0.6932425604120652,16.23068488275146,22.63102956765366,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-15.623175975536835
