feature,tree_feature_importance,kind
Draft Capital,0.1,base
PYPA,0.08024003605060562,base
Breakout Age,0.07563323655533304,base
10+,0.04152043812693621,base
Comp%,0.03975463318370982,base
YCO/A,0.03848846107349856,base
PDOM+,0.020309728450335927,base
RDOM+,0.016748463771126626,base
TWP%,0.007934509036535857,base
SpeedxBMI,0.006552854012709079,interaction
ADJ%,0.003960927932252595,base
Y/REC,0.0020185123059834726,base
YAC/R,0.001320528607336787,base
