feature,shap_mean_abs,kind
Comp%,6.0885572577612495,base
PYPA,5.870331604126736,base
YCO/A,4.417974642724243,base
10+,3.6606616804207666,base
PDOM+,1.6930408582467884,base
ADJ%,1.4618447766808984,base
SpeedxBMI,1.2983680885111302,interaction
RDOM+,0.9209956112761605,base
TWP%,0.774428721734438,base
Y/REC,0.5445153523273757,base
YAC/R,0.5028079323696643,base
Draft Capital,0.1,base
Breakout Age,0.1,base
