Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Melvin Gordon,Wisconsin,Big Ten,14.0,343.0,2587.0,7.5,29.0,184.8,19.0,153.0,8.1,3.0,10.9,362.0,2740.0,7.6,32.0,"H-2,AA"
2.0,Tevin Coleman,Indiana,Big Ten,12.0,270.0,2036.0,7.5,15.0,169.7,25.0,141.0,5.6,0.0,11.8,295.0,2177.0,7.4,15.0,"H-7,AA"
3.0,Ezekiel Elliott,Ohio State,Big Ten,15.0,273.0,1878.0,6.9,18.0,125.2,28.0,220.0,7.9,0.0,14.7,301.0,2098.0,7.0,18.0,
4.0,Donnel Pumphrey,San Diego State,MWC,13.0,276.0,1867.0,6.8,20.0,143.6,23.0,160.0,7.0,0.0,12.3,299.0,2027.0,6.8,20.0,
5.0,Jay Ajayi,Boise State,MWC,14.0,347.0,1823.0,5.3,28.0,130.2,50.0,535.0,10.7,4.0,38.2,397.0,2358.0,5.9,32.0,
6.0,Devon Johnson,Marshall,CUSA,13.0,206.0,1767.0,8.6,17.0,135.9,6.0,121.0,20.2,2.0,9.3,212.0,1888.0,8.9,19.0,
7.0,James Conner,Pitt,ACC,13.0,298.0,1765.0,5.9,26.0,135.8,5.0,70.0,14.0,0.0,5.4,303.0,1835.0,6.1,26.0,
8.0,Samaje Perine,Oklahoma,Big 12,13.0,263.0,1713.0,6.5,21.0,131.8,15.0,108.0,7.2,0.0,8.3,278.0,1821.0,6.6,21.0,
9.0,Duke Johnson,Miami (FL),ACC,13.0,242.0,1652.0,6.8,10.0,127.1,38.0,421.0,11.1,3.0,32.4,280.0,2073.0,7.4,13.0,
10.0,Kareem Hunt,Toledo,MAC,10.0,205.0,1631.0,8.0,16.0,163.1,9.0,39.0,4.3,0.0,3.9,214.0,1670.0,7.8,16.0,
11.0,David Cobb,Minnesota,Big Ten,13.0,314.0,1626.0,5.2,13.0,125.1,16.0,162.0,10.1,0.0,12.5,330.0,1788.0,5.4,13.0,
12.0,Ameer Abdullah,Nebraska,Big Ten,13.0,264.0,1611.0,6.1,19.0,123.9,22.0,269.0,12.2,3.0,20.7,286.0,1880.0,6.6,22.0,
13.0,Cameron Artis-Payne,Auburn,SEC,13.0,303.0,1608.0,5.3,13.0,123.7,13.0,147.0,11.3,0.0,11.3,316.0,1755.0,5.6,13.0,
14.0,Jordan Howard,UAB,CUSA,12.0,306.0,1587.0,5.2,13.0,132.3,9.0,72.0,8.0,1.0,6.0,315.0,1659.0,5.3,14.0,
15.0,Paul Perkins,UCLA,Pac-12,13.0,251.0,1575.0,6.3,9.0,121.2,26.0,201.0,7.7,2.0,15.5,277.0,1776.0,6.4,11.0,
16.0,Jarvion Franklin,Western Michigan,MAC,13.0,306.0,1551.0,5.1,24.0,119.3,15.0,168.0,11.2,1.0,12.9,321.0,1719.0,5.4,25.0,
17.0,Nick Chubb,Georgia,SEC,13.0,219.0,1547.0,7.1,14.0,119.0,18.0,213.0,11.8,2.0,16.4,237.0,1760.0,7.4,16.0,
18.0,Leon Allen,Western Kentucky,CUSA,13.0,272.0,1542.0,5.7,13.0,118.6,51.0,476.0,9.3,3.0,36.6,323.0,2018.0,6.2,16.0,
19.0,Jeremy Langford,Michigan State,Big Ten,13.0,276.0,1522.0,5.5,22.0,117.1,11.0,62.0,5.6,0.0,4.8,287.0,1584.0,5.5,22.0,
20.0,Devontae Booker,Utah,Pac-12,13.0,292.0,1512.0,5.2,10.0,116.3,43.0,306.0,7.1,2.0,23.5,335.0,1818.0,5.4,12.0,
21.0,Javorius Allen,USC,Pac-12,13.0,276.0,1489.0,5.4,11.0,114.5,41.0,458.0,11.2,1.0,35.2,317.0,1947.0,6.1,12.0,
22.0,Matt Breida,Georgia Southern,Sun Belt,12.0,171.0,1485.0,8.7,17.0,123.8,8.0,97.0,12.1,1.0,8.1,179.0,1582.0,8.8,18.0,
23.0,Marcus Cox,Appalachian State,Sun Belt,12.0,255.0,1415.0,5.5,19.0,117.9,16.0,180.0,11.3,0.0,15.0,271.0,1595.0,5.9,19.0,
