Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Rashard Higgins,Colorado State,MWC,12.0,96.0,1750.0,18.2,17.0,145.8,0.0,0.0,,0.0,0.0,96.0,1750.0,18.2,17.0,AA
2.0,Amari Cooper,Alabama,SEC,14.0,124.0,1727.0,13.9,16.0,123.4,5.0,23.0,4.6,0.0,1.6,129.0,1750.0,13.6,16.0,"H-3,AA"
3.0,Tyler Lockett,Kansas State,Big 12,13.0,106.0,1515.0,14.3,11.0,116.5,3.0,17.0,5.7,0.0,1.3,109.0,1532.0,14.1,11.0,AA
4.0,Justin Hardy,East Carolina,American,13.0,121.0,1494.0,12.3,10.0,114.9,1.0,7.0,7.0,1.0,0.5,122.0,1501.0,12.3,11.0,
5.0,Vince Mayle,Washington State,Pac-12,12.0,106.0,1483.0,14.0,9.0,123.6,0.0,0.0,,0.0,0.0,106.0,1483.0,14.0,9.0,
6.0,Kevin White,West Virginia,Big 12,13.0,109.0,1447.0,13.3,10.0,111.3,0.0,0.0,,0.0,0.0,109.0,1447.0,13.3,10.0,
7.0,Corey Davis,Western Michigan,MAC,12.0,78.0,1408.0,18.1,15.0,117.3,0.0,0.0,,0.0,0.0,78.0,1408.0,18.1,15.0,
8.0,Rashad Greene,Florida State,ACC,14.0,99.0,1365.0,13.8,7.0,97.5,1.0,-2.0,-2.0,0.0,-0.1,100.0,1363.0,13.6,7.0,
9.0,Nelson Agholor,USC,Pac-12,13.0,104.0,1313.0,12.6,12.0,101.0,4.0,3.0,0.8,0.0,0.2,108.0,1316.0,12.2,12.0,
10.0,Tajae Sharpe,Massachusetts,MAC,12.0,85.0,1281.0,15.1,7.0,106.8,3.0,14.0,4.7,0.0,1.2,88.0,1295.0,14.7,7.0,
11.0,Tyler Boyd,Pitt,ACC,13.0,78.0,1261.0,16.2,8.0,97.0,12.0,63.0,5.3,0.0,4.8,90.0,1324.0,14.7,8.0,
12.0,Keevan Lucas,Tulsa,American,12.0,101.0,1219.0,12.1,11.0,101.6,7.0,66.0,9.4,0.0,5.5,108.0,1285.0,11.9,11.0,
13.0,Nelson Spruce,Colorado,Pac-12,12.0,106.0,1198.0,11.3,12.0,99.8,1.0,2.0,2.0,0.0,0.2,107.0,1200.0,11.2,12.0,
14.0,Tony Lippett,Michigan State,Big Ten,13.0,65.0,1198.0,18.4,11.0,92.2,2.0,51.0,25.5,1.0,3.9,67.0,1249.0,18.6,12.0,
15.0,Jaelen Strong,Arizona State,Pac-12,12.0,82.0,1165.0,14.2,10.0,97.1,0.0,0.0,,0.0,0.0,82.0,1165.0,14.2,10.0,
16.0,Joshua McCain,Idaho,Sun Belt,11.0,76.0,1162.0,15.3,9.0,105.6,1.0,3.0,3.0,0.0,0.3,77.0,1165.0,15.1,9.0,
17.0,Tommy Shuler,Marshall,CUSA,14.0,92.0,1138.0,12.4,9.0,81.3,0.0,0.0,,0.0,0.0,92.0,1138.0,12.4,9.0,
18.0,Pharoh Cooper,South Carolina,SEC,13.0,69.0,1136.0,16.5,9.0,87.4,27.0,200.0,7.4,2.0,15.4,96.0,1336.0,13.9,11.0,
19.0,Corey Coleman,Baylor,Big 12,10.0,64.0,1119.0,17.5,11.0,111.9,11.0,53.0,4.8,1.0,5.3,75.0,1172.0,15.6,12.0,
20.0,Josh Harper,Fresno State,MWC,14.0,90.0,1097.0,12.2,7.0,78.4,2.0,-4.0,-2.0,0.0,-0.3,92.0,1093.0,11.9,7.0,
21.0,William Fuller,Notre Dame,Ind,13.0,76.0,1094.0,14.4,15.0,84.2,0.0,0.0,,0.0,0.0,76.0,1094.0,14.4,15.0,
22.0,Roger Lewis,Bowling Green,MAC,14.0,73.0,1093.0,15.0,7.0,78.1,1.0,-3.0,-3.0,0.0,-0.2,74.0,1090.0,14.7,7.0,
23.0,Leonte Carroo,Rutgers,Big Ten,13.0,55.0,1086.0,19.7,10.0,83.5,0.0,0.0,,0.0,0.0,55.0,1086.0,19.7,10.0,
24.0,Curry Sexton,Kansas State,Big 12,13.0,79.0,1059.0,13.4,5.0,81.5,0.0,0.0,,0.0,0.0,79.0,1059.0,13.4,5.0,
25.0,John Harris,Texas,Big 12,13.0,68.0,1051.0,15.5,7.0,80.8,0.0,0.0,,0.0,0.0,68.0,1051.0,15.5,7.0,
26.0,Breshad Perriman,UCF,American,13.0,50.0,1044.0,20.9,9.0,80.3,1.0,0.0,0.0,0.0,0.0,51.0,1044.0,20.5,9.0,
27.0,Jamison Crowder,Duke,ACC,13.0,85.0,1044.0,12.3,6.0,80.3,2.0,9.0,4.5,0.0,0.7,87.0,1053.0,12.1,6.0,
28.0,Mike Dudek,Illinois,Big Ten,13.0,76.0,1038.0,13.7,6.0,79.8,6.0,73.0,12.2,0.0,5.6,82.0,1111.0,13.5,6.0,
29.0,K.D. Cannon,Baylor,Big 12,13.0,58.0,1030.0,17.8,8.0,79.2,2.0,12.0,6.0,0.0,0.9,60.0,1042.0,17.4,8.0,
30.0,Mike Williams,Clemson,ACC,13.0,57.0,1030.0,18.1,6.0,79.2,0.0,0.0,,0.0,0.0,57.0,1030.0,18.1,6.0,
31.0,Antonio Vaughan,Old Dominion,CUSA,12.0,63.0,1019.0,16.2,12.0,84.9,6.0,31.0,5.2,0.0,2.6,69.0,1050.0,15.2,12.0,
32.0,Cayleb Jones,Arizona,Pac-12,14.0,73.0,1019.0,14.0,9.0,72.8,0.0,0.0,,0.0,0.0,73.0,1019.0,14.0,9.0,
33.0,Josh Doctson,Texas Christian,Big 12,13.0,65.0,1018.0,15.7,11.0,78.3,0.0,0.0,,0.0,0.0,65.0,1018.0,15.7,11.0,
34.0,Cam Worthy,East Carolina,American,11.0,55.0,1016.0,18.5,4.0,92.4,0.0,0.0,,0.0,0.0,55.0,1016.0,18.5,4.0,
35.0,Bud Sasser,Missouri,SEC,14.0,77.0,1003.0,13.0,12.0,71.6,0.0,0.0,,0.0,0.0,77.0,1003.0,13.0,12.0,
36.0,Byron Marshall,Oregon,Pac-12,15.0,74.0,1003.0,13.6,6.0,66.9,52.0,392.0,7.5,1.0,26.1,126.0,1395.0,11.1,7.0,
37.0,Daniel Braverman,Western Michigan,MAC,13.0,86.0,997.0,11.6,6.0,76.7,6.0,58.0,9.7,1.0,4.5,92.0,1055.0,11.5,7.0,
38.0,Devonte Boyd,Nevada-Las Vegas,MWC,13.0,65.0,980.0,15.1,4.0,75.4,1.0,5.0,5.0,0.0,0.4,66.0,985.0,14.9,4.0,
