Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Brandon Doughty,Western Kentucky,CUSA,13.0,375.0,552.0,67.9,4830.0,49.0,8.9,10.0,1.8,8.8,9.71,12.9,371.5,167.1,
2.0,Shane Carden,East Carolina,American,13.0,392.0,617.0,63.5,4736.0,30.0,4.9,10.0,1.6,7.7,7.92,12.1,364.3,140.8,
3.0,Marcus Mariota,Oregon,Pac-12,15.0,304.0,445.0,68.3,4454.0,42.0,9.4,4.0,0.9,10.0,11.49,14.7,296.9,181.7,"H-1,Maxwell,AA,Camp"
4.0,Garrett Grayson,Colorado State,MWC,13.0,270.0,420.0,64.3,4006.0,32.0,7.6,7.0,1.7,9.5,10.31,14.8,308.2,166.2,
5.0,Jared Goff,California,Pac-12,12.0,316.0,509.0,62.1,3973.0,35.0,6.9,7.0,1.4,7.8,8.56,12.6,331.1,147.6,
6.0,Jameis Winston,Florida State,ACC,13.0,305.0,467.0,65.3,3907.0,25.0,5.4,18.0,3.9,8.4,7.7,12.8,300.5,145.5,H-6
7.0,Rakeem Cato,Marshall,CUSA,14.0,267.0,451.0,59.2,3903.0,40.0,8.9,13.0,2.9,8.7,9.13,14.6,278.8,155.4,
8.0,Trevone Boykin,Texas Christian,Big 12,13.0,301.0,492.0,61.2,3901.0,33.0,6.7,10.0,2.0,7.9,8.36,13.0,300.1,145.9,H-4
9.0,Connor Halliday,Washington State,Pac-12,9.0,354.0,526.0,67.3,3873.0,32.0,6.1,11.0,2.1,7.4,7.64,10.9,430.3,145.0,
10.0,Bryce Petty,Baylor,Big 12,12.0,270.0,428.0,63.1,3855.0,29.0,6.8,7.0,1.6,9.0,9.63,14.3,321.3,157.8,H-10
11.0,Cody Kessler,USC,Pac-12,13.0,315.0,452.0,69.7,3826.0,39.0,8.6,5.0,1.1,8.5,9.69,12.1,294.3,167.1,
12.0,Anu Solomon,Arizona,Pac-12,14.0,313.0,540.0,58.0,3793.0,28.0,5.2,9.0,1.7,7.0,7.31,12.1,270.9,130.7,
13.0,Grant Hedrick,Boise State,MWC,14.0,294.0,415.0,70.8,3696.0,23.0,5.5,14.0,3.4,8.9,8.5,12.6,264.0,157.2,
