feature,shap_mean_abs,kind
Comp%,6.8562030712731,base
BTT%,4.896716246592253,base
YCO/A,4.1986411701148745,base
RDOM+,3.0689309908475058,base
BMI,2.795867036327539,base
TWP%,2.174877702409493,base
MTF,2.1266801628067853,base
aDOT,1.5362189285739678,base
PDOM+,1.4045806691382376,base
Speed,1.2206299262722553,base
Draft Capital,0.1,base
Breakout Age,0.1,base
