feature,shap_mean_abs,kind
BTT%,4.588585915708319,base
YCO/A,4.080277364714035,base
Comp%,4.008059443665146,base
RDOM+,2.917226196454004,base
ADJ%,2.7054814316362115,base
MTF,2.0531150338246946,base
BMI,1.8859959407870626,base
aDOT,1.8667223986736483,base
TWP%,1.6658275283623662,base
PDOM+,1.254670148611063,base
ATT,1.0597549096880983,base
Speed,0.9028496367019319,base
SpeedxBMI,0.8953677407806743,interaction
Draft Capital,0.1,base
Breakout Age,0.1,base
Y/RR,0.08014883467399642,base
