feature,tree_feature_importance,kind
Draft Capital,0.3,base
Breakout Age,0.1053954947859285,base
RDOM+,0.07905577761771708,base
PDOM+,0.04006814968205518,base
SpeedxBMI,0.015638115745855424,interaction
DOM+,0.011084732036572896,base
