position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
QB,56,30,15,200,8,GB,0.39108929732723874,0.5950618139465271,22.93144087443424,30.17827823120717,5,PDOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,10.619699516621623
QB,56,30,15,200,24,GB,0.39108929732723874,0.5950618139465271,22.93144087443424,30.17827823120717,5,PDOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,10.619699516621623
QB,56,30,15,200,1,GB,0.4531419816285103,0.5930311454718101,22.614294146441562,30.253852039280986,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-2.6547377434974933
QB,56,30,15,200,10,GB,0.4531419816285103,0.5930311454718101,22.614294146441562,30.253852039280986,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-2.6547377434974933
QB,56,30,15,200,29,GB,0.4531419816285103,0.5930311454718101,22.614294146441562,30.253852039280986,5,PDOM+|RDOM+|Draft Capital|Breakout Age,SpeedxBMI,-2.6547377434974933
QB,56,30,15,200,18,GB,0.36175721190498533,0.5867938648870032,23.478335516250667,30.484808573542413,6,PDOM+|RDOM+|Draft Capital|ELU|DOM+,SpeedxBMI,6.422273161283909
QB,56,30,15,200,5,GB,0.3772126197680579,0.5862205300728094,23.51583115314926,30.50595049518341,6,PDOM+|RDOM+|Draft Capital|DOM+|ELU,SpeedxBMI,6.807527550325584
QB,56,30,15,200,6,GB,0.3772126197680579,0.5862205300728094,23.51583115314926,30.50595049518341,6,PDOM+|RDOM+|Draft Capital|DOM+|ELU,SpeedxBMI,6.807527550325584
QB,56,30,15,200,27,GB,0.3772126197680579,0.5862205300728094,23.51583115314926,30.50595049518341,6,PDOM+|RDOM+|Draft Capital|DOM+|ELU,SpeedxBMI,6.807527550325584
QB,56,30,15,200,9,GB,0.513303080849677,0.5859760432004913,24.026179740336328,30.51496157908491,6,PDOM+|RDOM+|Draft Capital|Breakout Age|ELU,SpeedxBMI,8.086677766553128
QB,56,30,15,200,15,GB,0.513303080849677,0.5859760432004913,24.026179740336328,30.51496157908491,6,PDOM+|RDOM+|Draft Capital|Breakout Age|ELU,SpeedxBMI,8.086677766553128
QB,56,30,15,200,20,GB,0.513303080849677,0.5859760432004913,24.026179740336328,30.51496157908491,6,PDOM+|RDOM+|Draft Capital|Breakout Age|ELU,SpeedxBMI,8.086677766553128
QB,56,30,15,200,25,GB,0.513303080849677,0.5859760432004913,24.026179740336328,30.51496157908491,6,PDOM+|RDOM+|Draft Capital|Breakout Age|ELU,SpeedxBMI,8.086677766553128
QB,56,30,15,200,0,GB,0.38463451994841347,0.5843418182387669,22.07791417094452,30.57512621236783,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-4.559025539844679
QB,56,30,15,200,7,GB,0.38463451994841347,0.5843418182387669,22.07791417094452,30.57512621236783,4,PDOM+|RDOM+|Draft Capital,SpeedxBMI,-4.559025539844679
