position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
RB,56,20,15,15,10,GB,0.44256644479776935,0.5930986723845642,34.28039169018775,46.52552886331067,8,DOM+|RDOM+|Draft Capital|ELU|FUM|Breakout Age|MTF,SpeedxBMI,-15.817187211966052
RB,56,20,15,15,15,GB,0.4354239609065295,0.566887180075728,35.72556453848778,48.00066835908241,8,DOM+|RDOM+|Draft Capital|ELU|Breakout Age|FUM|10+,SpeedxBMI,-11.924401000130734
RB,56,20,15,15,2,GB,0.49424442417914205,0.5375653748229243,39.49737385601555,49.59888773957519,12,DOM+|RDOM+|Draft Capital|ELU|MTF|FUM|10+|YCO/A|Y/RR|Breakout Age|Break%,SpeedxBMI,-17.15168379164026
RB,56,20,15,15,7,GB,0.438834065977025,0.5361850885372041,37.16289128293436,49.67285457849476,7,DOM+|RDOM+|Draft Capital|ELU|Breakout Age|Y/RR,SpeedxBMI,-7.776687720442874
RB,56,20,15,15,18,GB,0.44328629858345064,0.5327460635181389,37.04388778863349,49.85666788407756,8,DOM+|RDOM+|Draft Capital|ELU|FUM|Breakout Age|Break%,SpeedxBMI,-13.526241696308961
RB,56,20,15,15,12,GB,0.43854594329403646,0.5324122774794026,38.78373251774878,49.87447243044358,8,DOM+|RDOM+|Draft Capital|ELU|Breakout Age|Break%|YCO/A,SpeedxBMI,-10.664590714653892
RB,56,20,15,15,14,GB,0.49083120059292024,0.5103754438415469,39.87087922585956,51.036203509747104,12,DOM+|RDOM+|Draft Capital|ELU|YCO/A|Break%|10+|MTF|Y/RR|Breakout Age|FUM,SpeedxBMI,-13.124795178925648
RB,56,20,15,15,11,GB,0.48404119157410663,0.5077365091591683,40.67937738745382,51.17355387343436,12,DOM+|RDOM+|Draft Capital|ELU|FUM|Y/RR|10+|Break%|YCO/A|MTF|Breakout Age,SpeedxBMI,-11.702711634192072
RB,56,20,15,15,1,GB,0.45207305187567903,0.5053964216343722,38.555358072325106,51.29504228260982,7,DOM+|RDOM+|Draft Capital|ELU|Breakout Age|MTF,SpeedxBMI,-10.890723500311262
RB,56,20,15,15,4,GB,0.49567160105788066,0.4767091133870529,38.13107818828286,52.761647827605096,12,DOM+|RDOM+|Draft Capital|ELU|MTF|Y/RR|Break%|YCO/A|FUM|10+|Breakout Age,SpeedxBMI,-11.946463449477996
RB,56,20,15,15,0,GB,0.43169995156016294,0.4665044488836694,42.72254005240362,53.273614799868774,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-8.968609621423408
RB,56,20,15,15,9,GB,0.43169995156016294,0.4665044488836694,42.72254005240362,53.273614799868774,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-8.968609621423408
RB,56,20,15,15,16,GB,0.4790647453935818,0.4660231195375757,39.79114096213182,53.297641591681455,12,DOM+|RDOM+|Draft Capital|ELU|10+|Y/RR|Break%|YCO/A|MTF|Breakout Age|FUM,SpeedxBMI,-16.623147437706763
RB,56,20,15,15,8,GB,0.49077165465054695,0.46202506771624485,41.35341869123893,53.496797552665505,12,DOM+|RDOM+|Draft Capital|ELU|Break%|Y/RR|MTF|FUM|10+|YCO/A|Breakout Age,SpeedxBMI,-15.75192474342982
RB,56,20,15,15,5,GB,0.4519356350955635,0.4467881509270305,40.12803864714407,54.24909554133589,7,DOM+|RDOM+|Draft Capital|ELU|Break%|MTF,SpeedxBMI,-0.5755801785060108
