feature,tree_feature_importance,kind
Draft Capital,0.1,base
MTF,0.0938463442558532,base
ELU,0.06602645790291853,base
Breakout Age,0.06030826271460341,base
RDOM+,0.05134357496242057,base
SpeedxBMI,0.041253080668013635,interaction
Break%,0.0402448861313035,base
DOM+,0.03257069085806616,base
Y/RR,0.018617408664777194,base
10+,0.015361587836161263,base
