feature,tree_feature_importance,kind
Draft Capital,0.1,base
RDOM+,0.05781328696321509,base
DOM+,0.057742205473819586,base
MTF,0.05573809260193243,base
YCO/A,0.05447224038640446,base
Breakout Age,0.04112016366714895,base
SpeedxBMI,0.03291135935188506,interaction
FUM,0.03212948096989648,base
ELU,0.028447370851749976,base
Y/RR,0.019013983307122572,base
Break%,0.012959711820665144,base
10+,0.012761858459128311,base
