feature,shap_mean_abs,kind
YCO/A,13.672567826800895,base
RDOM+,8.20185047536861,base
DOM+,6.012806877915231,base
FUM,5.173822175229744,base
ELU,3.9934590687535305,base
SpeedxBMI,3.230538817706443,interaction
Y/RR,3.069271676278389,base
10+,2.3789034915483254,base
Draft Capital,0.1,base
Breakout Age,0.1,base
