feature,shap_mean_abs,kind
MTF,11.094637343317052,base
YCO/A,9.100274620416865,base
FUM,6.641562377787266,base
DOM+,5.445765374062633,base
ELU,4.681356986024752,base
SpeedxBMI,4.4548893901189155,interaction
RDOM+,4.1062255770582485,base
Y/RR,3.889268233118786,base
Break%,3.2001213500453534,base
10+,2.560430181127306,base
Draft Capital,0.1,base
Breakout Age,0.1,base
