feature,tree_feature_importance,kind
Draft Capital,0.1,base
DOM+,0.07728967756659628,base
MTF,0.06972225478586822,base
RDOM+,0.06511373391920611,base
YCO/A,0.06291856820057855,base
SpeedxBMI,0.04511755037771201,interaction
ELU,0.03741786206994837,base
10+,0.020756794056582154,base
Break%,0.01786813384640298,base
