feature,shap_mean_abs,kind
MTF,14.757260336718309,base
YCO/A,9.486778920835116,base
ELU,6.440437261018766,base
RDOM+,6.255250745096824,base
DOM+,5.733510641631963,base
SpeedxBMI,5.350076204333741,interaction
10+,4.59641717923577,base
Break%,2.8258406528919235,base
Draft Capital,0.1,base
