feature,shap_mean_abs,kind
YCO/A,13.974745396224735,base
MTF,12.656843065000862,base
FUM,9.143332880075375,base
RDOM+,6.829797115611666,base
DOM+,5.791086041970301,base
ELU,4.9053600866958496,base
SpeedxBMI,4.1323325980287375,interaction
10+,3.9816378584018377,base
Break%,2.074551110981032,base
Draft Capital,0.1,base
