position,seed,n_subsets,max_base_feats,n_iter_per_model,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
RB,34,20,15,50,5,GB,0.6129015368547893,0.5085982614795792,40.033905926454565,52.75936752674948,12,DOM+|RDOM+|Draft Capital|ELU|10+|Breakout Age|YCO/A|Y/RR|Break%|MTF|FUM,SpeedxBMI,-15.146223383049053
RB,34,20,15,50,6,GB,0.6124891234318877,0.5085982614795792,40.03390592645456,52.75936752674948,12,DOM+|RDOM+|Draft Capital|ELU|10+|FUM|Y/RR|Breakout Age|Break%|MTF|YCO/A,SpeedxBMI,-15.14622338304904
RB,34,20,15,50,19,GB,0.6130875306809945,0.5085982614795791,40.033905926454565,52.759367526749486,12,DOM+|RDOM+|Draft Capital|ELU|10+|Y/RR|MTF|FUM|Breakout Age|YCO/A|Break%,SpeedxBMI,-15.14622338304903
RB,34,20,15,50,8,GB,0.612768143272872,0.5085982614795791,40.03390592645456,52.759367526749486,12,DOM+|RDOM+|Draft Capital|ELU|10+|Break%|FUM|MTF|Y/RR|YCO/A|Breakout Age,SpeedxBMI,-15.146223383049023
RB,34,20,15,50,4,GB,0.6156207097483825,0.5064212788636648,40.184276926169794,52.876104292621875,11,DOM+|RDOM+|Draft Capital|ELU|10+|FUM|Y/RR|YCO/A|MTF|Breakout Age,SpeedxBMI,-8.37121021154451
RB,34,20,15,50,17,GB,0.6197194573805527,0.5055197980669973,39.99762145414955,52.92436918489708,11,DOM+|RDOM+|Draft Capital|ELU|MTF|YCO/A|Break%|FUM|Breakout Age|10+,SpeedxBMI,-10.040264483321405
RB,34,20,15,50,9,GB,0.6132598491110303,0.4944480693582515,40.682241582145615,53.51359443759133,11,DOM+|RDOM+|Draft Capital|ELU|YCO/A|Y/RR|FUM|Break%|Breakout Age|MTF,SpeedxBMI,-16.428480320768735
RB,34,20,15,50,18,GB,0.5842396058806031,0.4867665286233185,42.53172944251882,53.91861428527513,7,DOM+|RDOM+|Draft Capital|ELU|YCO/A|MTF,SpeedxBMI,-15.879664665620385
RB,34,20,15,50,15,GB,0.5897619968611297,0.48056990399857624,41.67788888212967,54.24313614352421,8,DOM+|RDOM+|Draft Capital|ELU|MTF|Breakout Age|Y/RR,SpeedxBMI,-2.050378484597083
RB,34,20,15,50,10,GB,0.5489590807221848,0.46784107661708363,43.061342172653625,54.903737663268316,8,DOM+|RDOM+|Draft Capital|ELU|YCO/A|10+|Break%,SpeedxBMI,-25.049576106530754
RB,34,20,15,50,16,GB,0.5745832285855006,0.41667558628934465,45.157663640663024,57.48258800981413,10,DOM+|RDOM+|Draft Capital|ELU|10+|FUM|Break%|MTF|Y/RR,SpeedxBMI,-12.420100757885832
RB,34,20,15,50,13,GB,0.5697173373167138,0.37667791121440697,45.87222155997094,59.42066323979611,8,DOM+|RDOM+|Draft Capital|ELU|MTF|10+|Y/RR,SpeedxBMI,-1.571648726818298
RB,34,20,15,50,0,GB,0.5963038749287958,0.37070442652182034,47.558863130972576,59.70470746396416,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-19.61866488614464
RB,34,20,15,50,1,GB,0.5963038749287958,0.37070442652182034,47.558863130972576,59.70470746396416,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-19.61866488614464
RB,34,20,15,50,2,GB,0.5963038749287958,0.37070442652182034,47.558863130972576,59.70470746396416,5,DOM+|RDOM+|Draft Capital|ELU,SpeedxBMI,-19.61866488614464
