feature,tree_feature_importance,kind
YCO/A,0.1189062387522384,base
MTF,0.1079701606984017,base
Draft Capital,0.1,base
RDOM+,0.059860632096512455,base
ELU,0.03896369198833127,base
DOM+,0.02953576501358442,base
SpeedxBMI,0.027538554902741978,interaction
10+,0.022333163632411314,base
Y/RR,0.016367755101402214,base
