feature,tree_feature_importance,kind
YCO/A,0.11110547639608015,base
MTF,0.10053561677219906,base
Draft Capital,0.1,base
RDOM+,0.056211617359002694,base
FUM,0.03468367594943279,base
ELU,0.02829326065004012,base
Break%,0.027964430506848856,base
DOM+,0.024025637005244894,base
SpeedxBMI,0.023179189678003864,interaction
10+,0.020902772109344724,base
