feature,shap_mean_abs,kind
YCO/A,15.025270049935688,base
MTF,15.00864376898415,base
RDOM+,8.07082136861394,base
DOM+,6.37039037534666,base
ELU,5.926893589398783,base
SpeedxBMI,4.1806925247119375,interaction
10+,3.729264699737922,base
Y/RR,2.05726052510876,base
Draft Capital,0.1,base
