Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Garrett Wolfe,Northern Illinois,MAC,13.0,309.0,1928.0,6.2,18.0,148.3,28.0,249.0,8.9,1.0,19.2,337.0,2177.0,6.5,19.0,
2.0,Ray Rice,Rutgers,Big East,13.0,335.0,1794.0,5.4,20.0,138.0,4.0,30.0,7.5,0.0,2.3,339.0,1824.0,5.4,20.0,H-7
3.0,Steve Slaton,West Virginia,Big East,13.0,248.0,1744.0,7.0,16.0,134.2,27.0,360.0,13.3,2.0,27.7,275.0,2104.0,7.7,18.0,"H-4,AA"
4.0,Ian Johnson,Boise State,WAC,12.0,277.0,1713.0,6.2,25.0,142.8,8.0,55.0,6.9,0.0,4.6,285.0,1768.0,6.2,25.0,H-8
5.0,Darren McFadden,Arkansas,SEC,14.0,284.0,1647.0,5.8,14.0,117.6,11.0,149.0,13.5,1.0,10.6,295.0,1796.0,6.1,15.0,"H-2,AA"
6.0,P.J. Hill,Wisconsin,Big Ten,13.0,311.0,1569.0,5.0,15.0,120.7,18.0,197.0,10.9,1.0,15.2,329.0,1766.0,5.4,16.0,
7.0,Michael Hart,Michigan,Big Ten,13.0,318.0,1562.0,4.9,14.0,120.2,17.0,125.0,7.4,0.0,9.6,335.0,1687.0,5.0,14.0,H-5
8.0,Ahmad Bradshaw,Marshall,CUSA,12.0,249.0,1523.0,6.1,19.0,126.9,17.0,129.0,7.6,2.0,10.8,266.0,1652.0,6.2,21.0,
9.0,Tashard Choice,Georgia Tech,ACC,14.0,297.0,1473.0,5.0,12.0,105.2,12.0,98.0,8.2,0.0,7.0,309.0,1571.0,5.1,12.0,
10.0,Dwayne Wright,Fresno State,WAC,12.0,261.0,1462.0,5.6,11.0,121.8,29.0,221.0,7.6,1.0,18.4,290.0,1683.0,5.8,12.0,
11.0,Jon Cornish,Kansas,Big 12,12.0,250.0,1457.0,5.8,8.0,121.4,24.0,194.0,8.1,1.0,16.2,274.0,1651.0,6.0,9.0,
12.0,Damion Fletcher,Southern Mississippi,CUSA,13.0,276.0,1388.0,5.0,11.0,106.8,18.0,142.0,7.9,0.0,10.9,294.0,1530.0,5.2,11.0,
13.0,Tony Hunt,Penn State,Big Ten,13.0,277.0,1386.0,5.0,11.0,106.6,27.0,259.0,9.6,3.0,19.9,304.0,1645.0,5.4,14.0,
14.0,Marshawn Lynch,California,Pac-10,13.0,223.0,1356.0,6.1,11.0,104.3,34.0,328.0,9.6,4.0,25.2,257.0,1684.0,6.6,15.0,
15.0,Yvenson Bernard,Oregon State,Pac-10,13.0,296.0,1307.0,4.4,12.0,100.5,43.0,276.0,6.4,1.0,21.2,339.0,1583.0,4.7,13.0,
16.0,Amir Pinnix,Minnesota,Big Ten,13.0,252.0,1272.0,5.0,10.0,97.8,16.0,138.0,8.6,0.0,10.6,268.0,1410.0,5.3,10.0,
17.0,Darius Walker,Notre Dame,Ind,13.0,255.0,1267.0,5.0,7.0,97.5,56.0,391.0,7.0,1.0,30.1,311.0,1658.0,5.3,8.0,
18.0,Kalvin McRae,Ohio,MAC,14.0,258.0,1252.0,4.9,15.0,89.4,29.0,280.0,9.7,1.0,20.0,287.0,1532.0,5.3,16.0,
19.0,Rodney Ferguson,New Mexico,MWC,13.0,252.0,1234.0,4.9,7.0,94.9,28.0,291.0,10.4,2.0,22.4,280.0,1525.0,5.4,9.0,
20.0,Antonio Pittman,Ohio State,Big Ten,13.0,242.0,1233.0,5.1,14.0,94.8,14.0,127.0,9.1,0.0,9.8,256.0,1360.0,5.3,14.0,
21.0,Ryan Torain,Arizona State,Pac-10,13.0,223.0,1229.0,5.5,7.0,94.5,18.0,205.0,11.4,3.0,15.8,241.0,1434.0,6.0,10.0,
22.0,Pat White,West Virginia,Big East,12.0,165.0,1219.0,7.4,18.0,101.6,0.0,0.0,,0.0,0.0,165.0,1219.0,7.4,18.0,
23.0,Calvin Dawson,Louisiana-Monroe,Sun Belt,12.0,213.0,1210.0,5.7,11.0,100.8,21.0,155.0,7.4,0.0,12.9,234.0,1365.0,5.8,11.0,
24.0,Tyrell Fenroy,Louisiana,Sun Belt,12.0,223.0,1197.0,5.4,10.0,99.8,15.0,176.0,11.7,1.0,14.7,238.0,1373.0,5.8,11.0,
25.0,James Davis,Clemson,ACC,13.0,203.0,1187.0,5.8,17.0,91.3,6.0,115.0,19.2,0.0,8.8,209.0,1302.0,6.2,17.0,
26.0,Felix Jones,Arkansas,SEC,14.0,154.0,1168.0,7.6,6.0,83.4,15.0,107.0,7.1,3.0,7.6,169.0,1275.0,7.5,9.0,
27.0,Branden Ore,Virginia Tech,ACC,12.0,241.0,1137.0,4.7,16.0,94.8,18.0,214.0,11.9,1.0,17.8,259.0,1351.0,5.2,17.0,
28.0,Jalen Parmele,Toledo,MAC,12.0,207.0,1131.0,5.5,8.0,94.3,16.0,128.0,8.0,0.0,10.7,223.0,1259.0,5.6,8.0,
29.0,Chris Markey,UCLA,Pac-10,13.0,227.0,1107.0,4.9,2.0,85.2,35.0,261.0,7.5,0.0,20.1,262.0,1368.0,5.2,2.0,
30.0,Quinton Smith,Rice,CUSA,13.0,211.0,1096.0,5.2,10.0,84.3,40.0,410.0,10.3,2.0,31.5,251.0,1506.0,6.0,12.0,
31.0,Mark Bonds,Western Michigan,MAC,12.0,252.0,1082.0,4.3,7.0,90.2,26.0,164.0,6.3,0.0,13.7,278.0,1246.0,4.5,7.0,
32.0,Reggie Arnold,Arkansas State,Sun Belt,12.0,209.0,1076.0,5.1,4.0,89.7,4.0,16.0,4.0,0.0,1.3,213.0,1092.0,5.1,4.0,
33.0,Tony Temple,Missouri,Big 12,13.0,193.0,1063.0,5.5,7.0,81.8,6.0,34.0,5.7,0.0,2.6,199.0,1097.0,5.5,7.0,
34.0,Adrian Peterson,Oklahoma,Big 12,7.0,188.0,1012.0,5.4,12.0,144.6,10.0,136.0,13.6,1.0,19.4,198.0,1148.0,5.8,13.0,
35.0,Curtis Brown,BYU,MWC,13.0,201.0,1010.0,5.0,7.0,77.7,62.0,566.0,9.1,3.0,43.5,263.0,1576.0,6.0,10.0,
36.0,Yonus Davis,San Jose State,WAC,13.0,163.0,1007.0,6.2,6.0,77.5,7.0,86.0,12.3,1.0,6.6,170.0,1093.0,6.4,7.0,
37.0,BenJarvus Green-Ellis,Ole Miss,SEC,12.0,234.0,1000.0,4.3,7.0,83.3,8.0,43.0,5.4,0.0,3.6,242.0,1043.0,4.3,7.0,
38.0,Tyrell Sutton,Northwestern,Big Ten,12.0,189.0,1000.0,5.3,5.0,83.3,40.0,261.0,6.5,2.0,21.8,229.0,1261.0,5.5,7.0,
39.0,Robert Hubbard,Nevada,WAC,12.0,209.0,996.0,4.8,6.0,83.0,24.0,243.0,10.1,2.0,20.3,233.0,1239.0,5.3,8.0,
