Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Colt Brennan,Hawaii,WAC,14.0,406.0,559.0,72.6,5549.0,58.0,10.4,12.0,2.1,9.9,11.04,13.7,396.4,186.0,H-6
2.0,Chase Holbrook,New Mexico State,WAC,12.0,396.0,566.0,70.0,4619.0,34.0,6.0,9.0,1.6,8.2,8.65,11.7,384.9,155.2,
3.0,Graham Harrell,Texas Tech,Big 12,13.0,412.0,617.0,66.8,4555.0,38.0,6.2,11.0,1.8,7.4,7.81,11.1,350.4,145.5,
4.0,Curtis Painter,Purdue,Big Ten,14.0,315.0,530.0,59.4,3985.0,22.0,4.2,19.0,3.6,7.5,6.74,12.7,284.6,129.1,
5.0,John Beck,BYU,MWC,12.0,289.0,417.0,69.3,3885.0,32.0,7.7,8.0,1.9,9.3,9.99,13.4,323.8,169.1,
6.0,Kevin Kolb,Houston,CUSA,14.0,292.0,432.0,67.6,3809.0,30.0,6.9,4.0,0.9,8.8,9.79,13.0,272.1,162.7,
7.0,Jordan Palmer,UTEP,CUSA,12.0,282.0,429.0,65.7,3595.0,26.0,6.1,14.0,3.3,8.4,8.12,12.7,299.6,149.6,
8.0,Chase Daniel,Missouri,Big 12,13.0,287.0,452.0,63.5,3527.0,28.0,6.2,10.0,2.2,7.8,8.05,12.3,271.3,145.1,
9.0,Andre Woodson,Kentucky,SEC,13.0,264.0,419.0,63.0,3515.0,31.0,7.4,7.0,1.7,8.4,9.12,13.3,270.4,154.5,
10.0,Brady Quinn,Notre Dame,Ind,13.0,289.0,467.0,61.9,3426.0,37.0,7.9,7.0,1.5,7.3,8.25,11.9,263.5,146.7,"H-3,Maxwell"
11.0,John David Booty,USC,Pac-10,13.0,269.0,436.0,61.7,3347.0,29.0,6.7,9.0,2.1,7.7,8.08,12.4,257.5,144.0,
12.0,Zac Taylor,Nebraska,Big 12,14.0,233.0,391.0,59.6,3197.0,26.0,6.6,8.0,2.0,8.2,8.59,13.7,228.4,146.1,
13.0,JaMarcus Russell,LSU,SEC,13.0,232.0,342.0,67.8,3129.0,28.0,8.2,8.0,2.3,9.1,9.73,13.5,240.7,167.0,
14.0,Brian Brohm,Louisville,Big East,11.0,199.0,313.0,63.6,3049.0,16.0,5.1,5.0,1.6,9.7,10.04,15.3,277.2,159.1,
15.0,Dan Lefevour,Central Michigan,MAC,14.0,247.0,388.0,63.7,3031.0,26.0,6.7,10.0,2.6,7.8,7.99,12.3,216.5,146.2,
16.0,Matt Moore,Oregon State,Pac-10,14.0,229.0,378.0,60.6,3022.0,18.0,4.8,7.0,1.9,8.0,8.11,13.2,215.9,139.7,
17.0,Nate Longshore,California,Pac-10,13.0,227.0,377.0,60.2,3021.0,24.0,6.4,13.0,3.4,8.0,7.73,13.3,232.4,141.6,
18.0,Erik Ainge,Tennessee,SEC,12.0,233.0,348.0,67.0,2989.0,19.0,5.5,9.0,2.6,8.6,8.52,12.8,249.1,151.9,
19.0,Chris Leak,Florida,SEC,14.0,232.0,365.0,63.6,2942.0,23.0,6.3,13.0,3.6,8.1,7.72,12.7,210.1,144.9,
20.0,Matt Ryan,Boston College,ACC,12.0,263.0,427.0,61.6,2942.0,15.0,3.5,10.0,2.3,6.9,6.54,11.2,245.2,126.4,
21.0,Alex Brink,Washington State,Pac-10,12.0,241.0,396.0,60.9,2899.0,19.0,4.8,10.0,2.5,7.3,7.14,12.0,241.6,133.1,
22.0,Tyler Palko,Pitt,Big East,12.0,220.0,322.0,68.3,2871.0,25.0,7.8,9.0,2.8,8.9,9.21,13.1,239.3,163.2,
23.0,Bryan Cupito,Minnesota,Big Ten,13.0,214.0,359.0,59.6,2819.0,22.0,6.1,9.0,2.5,7.9,7.95,13.2,216.8,140.8,
24.0,Brett Ratliff,Utah,MWC,13.0,228.0,391.0,58.3,2796.0,23.0,5.9,9.0,2.3,7.2,7.29,12.3,215.1,133.2,
25.0,Lester Ricard,Tulane,CUSA,12.0,229.0,400.0,57.3,2795.0,18.0,4.5,10.0,2.5,7.0,6.76,12.2,232.9,125.8,
26.0,James Pinkney,East Carolina,CUSA,13.0,232.0,397.0,58.4,2783.0,12.0,3.0,10.0,2.5,7.0,6.48,12.0,214.1,122.3,
27.0,Paul Smith,Tulsa,CUSA,13.0,233.0,350.0,66.6,2727.0,15.0,4.3,9.0,2.6,7.8,7.49,11.7,209.8,141.0,
28.0,John Parker Wilson,Alabama,SEC,13.0,216.0,379.0,57.0,2707.0,17.0,4.5,10.0,2.6,7.1,6.85,12.5,208.2,126.5,
29.0,Paul Thompson,Oklahoma,Big 12,14.0,204.0,336.0,60.7,2667.0,22.0,6.5,11.0,3.3,7.9,7.77,13.1,190.5,142.4,
30.0,Luke Getsy,Akron,MAC,12.0,199.0,380.0,52.4,2662.0,18.0,4.7,11.0,2.9,7.0,6.65,13.4,221.8,121.1,
31.0,Drew Tate,Iowa,Big Ten,11.0,207.0,352.0,58.8,2623.0,18.0,5.1,13.0,3.7,7.5,6.81,12.7,238.5,130.9,
32.0,Jared Zabransky,Boise State,WAC,13.0,191.0,288.0,66.3,2587.0,23.0,8.0,8.0,2.8,9.0,9.33,13.5,199.0,162.6,
33.0,Shawn Bell,Baylor,Big 12,9.0,241.0,383.0,62.9,2582.0,19.0,5.0,10.0,2.6,6.7,6.56,10.7,286.9,130.7,
34.0,Matt Grothe,South Florida,Big East,13.0,202.0,317.0,63.7,2576.0,15.0,4.7,14.0,4.4,8.1,7.09,12.8,198.2,138.8,
