Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Chris Williams,New Mexico State,WAC,12.0,92.0,1425.0,15.5,12.0,118.8,5.0,53.0,10.6,0.0,4.4,97.0,1478.0,15.2,12.0,
2.0,Johnnie Lee Higgins Jr.,UTEP,CUSA,12.0,82.0,1319.0,16.1,13.0,109.9,1.0,-2.0,-2.0,0.0,-0.2,83.0,1317.0,15.9,13.0,
3.0,Joel Filani,Texas Tech,Big 12,13.0,91.0,1300.0,14.3,13.0,100.0,4.0,34.0,8.5,0.0,2.6,95.0,1334.0,14.0,13.0,
4.0,Robert Meachem,Tennessee,SEC,13.0,71.0,1298.0,18.3,11.0,99.8,4.0,3.0,0.8,0.0,0.2,75.0,1301.0,17.3,11.0,
5.0,Sammie Stroughter,Oregon State,Pac-10,14.0,74.0,1293.0,17.5,5.0,92.4,3.0,8.0,2.7,0.0,0.6,77.0,1301.0,16.9,5.0,
6.0,Harry Douglas,Louisville,Big East,13.0,70.0,1265.0,18.1,6.0,97.3,7.0,49.0,7.0,0.0,3.8,77.0,1314.0,17.1,6.0,
7.0,Jarett Dillard,Rice,CUSA,13.0,91.0,1247.0,13.7,21.0,95.9,2.0,5.0,2.5,0.0,0.4,93.0,1252.0,13.5,21.0,
8.0,Davone Bess,Hawaii,WAC,14.0,96.0,1220.0,12.7,15.0,87.1,0.0,0.0,,0.0,0.0,96.0,1220.0,12.7,15.0,
9.0,Calvin Johnson,Georgia Tech,ACC,14.0,76.0,1202.0,15.8,15.0,85.9,7.0,30.0,4.3,0.0,2.1,83.0,1232.0,14.8,15.0,"H-10,AA"
10.0,Adarius Bowman,Oklahoma State,Big 12,13.0,60.0,1181.0,19.7,12.0,90.8,1.0,1.0,1.0,0.0,0.1,61.0,1182.0,19.4,12.0,
11.0,Jason Rivers,Hawaii,WAC,14.0,72.0,1178.0,16.4,10.0,84.1,0.0,0.0,,0.0,0.0,72.0,1178.0,16.4,10.0,
12.0,Mike Walker,UCF,CUSA,12.0,90.0,1178.0,13.1,7.0,98.2,0.0,0.0,,0.0,0.0,90.0,1178.0,13.1,7.0,
13.0,Ryne Robinson,Miami (OH),MAC,12.0,91.0,1178.0,12.9,8.0,98.2,3.0,11.0,3.7,0.0,0.9,94.0,1189.0,12.6,8.0,
14.0,Earl Bennett,Vanderbilt,SEC,12.0,82.0,1146.0,14.0,6.0,95.5,5.0,11.0,2.2,0.0,0.9,87.0,1157.0,13.3,6.0,
15.0,Sidney Rice,South Carolina,SEC,13.0,72.0,1090.0,15.1,10.0,83.8,1.0,6.0,6.0,0.0,0.5,73.0,1096.0,15.0,10.0,
16.0,Steve Smith,USC,Pac-10,13.0,71.0,1083.0,15.3,9.0,83.3,0.0,0.0,,0.0,0.0,71.0,1083.0,15.3,9.0,
17.0,Dorien Bryant,Purdue,Big Ten,14.0,87.0,1068.0,12.3,6.0,76.3,19.0,150.0,7.9,2.0,10.7,106.0,1218.0,11.5,8.0,
18.0,Desean Jackson,California,Pac-10,13.0,59.0,1060.0,18.0,9.0,81.5,5.0,19.0,3.8,0.0,1.5,64.0,1079.0,16.9,9.0,AA
19.0,D.J. Hall,Alabama,SEC,12.0,62.0,1056.0,17.0,5.0,88.0,6.0,48.0,8.0,0.0,4.0,68.0,1104.0,16.2,5.0,
20.0,Keenan Burton,Kentucky,SEC,13.0,77.0,1036.0,13.5,12.0,79.7,1.0,-7.0,-7.0,0.0,-0.5,78.0,1029.0,13.2,12.0,
21.0,Jeff Samardzija,Notre Dame,Ind,13.0,78.0,1017.0,13.0,12.0,78.2,4.0,6.0,1.5,1.0,0.5,82.0,1023.0,12.5,13.0,
22.0,Dwayne Jarrett,USC,Pac-10,12.0,70.0,1015.0,14.5,12.0,84.6,1.0,-3.0,-3.0,0.0,-0.3,71.0,1012.0,14.3,12.0,"H-9,AA"
23.0,Malcolm Kelly,Oklahoma,Big 12,14.0,62.0,993.0,16.0,10.0,70.9,0.0,0.0,,0.0,0.0,62.0,993.0,16.0,10.0,
24.0,Dwayne Bowe,LSU,SEC,13.0,65.0,990.0,15.2,12.0,76.2,0.0,0.0,,0.0,0.0,65.0,990.0,15.2,12.0,
25.0,Jaison Williams,Oregon,Pac-10,12.0,68.0,984.0,14.5,6.0,82.0,2.0,5.0,2.5,0.0,0.4,70.0,989.0,14.1,6.0,
26.0,Vincent Marshall,Houston,CUSA,14.0,80.0,979.0,12.2,8.0,69.9,8.0,59.0,7.4,1.0,4.2,88.0,1038.0,11.8,9.0,
27.0,Mario Urrutia,Louisville,Big East,13.0,58.0,973.0,16.8,6.0,74.8,0.0,0.0,,0.0,0.0,58.0,973.0,16.8,6.0,
28.0,Marcus Monk,Arkansas,SEC,14.0,50.0,962.0,19.2,11.0,68.7,0.0,0.0,,0.0,0.0,50.0,962.0,19.2,11.0,
29.0,Jonny Harline,BYU,MWC,13.0,58.0,935.0,16.1,12.0,71.9,0.0,0.0,,0.0,0.0,58.0,935.0,16.1,12.0,
30.0,Dallas Baker,Florida,SEC,14.0,60.0,920.0,15.3,10.0,65.7,0.0,0.0,,0.0,0.0,60.0,920.0,15.3,10.0,
31.0,David Harvey,Akron,MAC,12.0,43.0,914.0,21.3,10.0,76.2,2.0,7.0,3.5,0.0,0.6,45.0,921.0,20.5,10.0,
32.0,Ryan Wolfe,Nevada-Las Vegas,MWC,12.0,55.0,911.0,16.6,5.0,75.9,1.0,0.0,0.0,0.0,0.0,56.0,911.0,16.3,5.0,
33.0,Rhema McKnight,Notre Dame,Ind,13.0,67.0,907.0,13.5,15.0,69.8,1.0,5.0,5.0,0.0,0.4,68.0,912.0,13.4,15.0,
34.0,Travis Beckum,Wisconsin,Big Ten,13.0,61.0,903.0,14.8,5.0,69.5,4.0,19.0,4.8,0.0,1.5,65.0,922.0,14.2,5.0,
35.0,Eric Deslauriers,Eastern Michigan,MAC,12.0,74.0,898.0,12.1,5.0,74.8,0.0,0.0,,0.0,0.0,74.0,898.0,12.1,5.0,
36.0,James Jones,San Jose State,WAC,13.0,70.0,893.0,12.8,10.0,68.7,11.0,76.0,6.9,1.0,5.8,81.0,969.0,12.0,11.0,
37.0,Kenny McKinley,South Carolina,SEC,13.0,51.0,880.0,17.3,5.0,67.7,1.0,0.0,0.0,0.0,0.0,52.0,880.0,16.9,5.0,
38.0,Robert Johnson,Texas Tech,Big 12,12.0,89.0,871.0,9.8,11.0,72.6,0.0,0.0,,0.0,0.0,89.0,871.0,9.8,11.0,
39.0,Bryan Anderson,Central Michigan,MAC,14.0,73.0,867.0,11.9,5.0,61.9,9.0,14.0,1.6,0.0,1.0,82.0,881.0,10.7,5.0,
40.0,Travis Brown,New Mexico,MWC,13.0,64.0,867.0,13.5,4.0,66.7,7.0,29.0,4.1,0.0,2.2,71.0,896.0,12.6,4.0,
41.0,Marcus Smith,New Mexico,MWC,13.0,53.0,859.0,16.2,9.0,66.1,7.0,22.0,3.1,0.0,1.7,60.0,881.0,14.7,9.0,
42.0,Donnie Avery,Houston,CUSA,14.0,57.0,852.0,14.9,5.0,60.9,0.0,0.0,,0.0,0.0,57.0,852.0,14.9,5.0,
43.0,Tony Burks,Mississippi State,SEC,12.0,35.0,850.0,24.3,5.0,70.8,0.0,0.0,,0.0,0.0,35.0,850.0,24.3,5.0,
44.0,Derek Kinder,Pitt,Big East,12.0,57.0,847.0,14.9,6.0,70.6,0.0,0.0,,0.0,0.0,57.0,847.0,14.9,6.0,
45.0,John Broussard,San Jose State,WAC,13.0,52.0,844.0,16.2,7.0,64.9,3.0,16.0,5.3,0.0,1.2,55.0,860.0,15.6,7.0,
46.0,Nate Ilaoa,Hawaii,WAC,13.0,67.0,837.0,12.5,5.0,64.4,131.0,990.0,7.6,13.0,76.2,198.0,1827.0,9.2,18.0,
47.0,Craig Davis,LSU,SEC,12.0,56.0,836.0,14.9,4.0,69.7,4.0,15.0,3.8,0.0,1.3,60.0,851.0,14.2,4.0,
48.0,William Franklin,Missouri,Big 12,11.0,48.0,829.0,17.3,6.0,75.4,0.0,0.0,,0.0,0.0,48.0,829.0,17.3,6.0,
49.0,Dicky Lyons,Kentucky,SEC,13.0,50.0,822.0,16.4,9.0,63.2,0.0,0.0,,0.0,0.0,50.0,822.0,16.4,9.0,
50.0,Casey Flair,Nevada-Las Vegas,MWC,12.0,67.0,816.0,12.2,4.0,68.0,0.0,0.0,,0.0,0.0,67.0,816.0,12.2,4.0,
51.0,Damien Linson,Central Michigan,MAC,14.0,55.0,812.0,14.8,5.0,58.0,8.0,3.0,0.4,0.0,0.2,63.0,815.0,12.9,5.0,
52.0,Najah Pruden,Kent State,MAC,12.0,39.0,808.0,20.7,6.0,67.3,0.0,0.0,,0.0,0.0,39.0,808.0,20.7,6.0,
53.0,Logan Payne,Minnesota,Big Ten,13.0,59.0,804.0,13.6,9.0,61.8,11.0,70.0,6.4,0.0,5.4,70.0,874.0,12.5,9.0,
54.0,Idris Moss,Tulsa,CUSA,13.0,58.0,803.0,13.8,1.0,61.8,14.0,63.0,4.5,0.0,4.8,72.0,866.0,12.0,1.0,
55.0,Trent Shelton,Baylor,Big 12,12.0,53.0,802.0,15.1,8.0,66.8,1.0,-11.0,-11.0,0.0,-0.9,54.0,791.0,14.6,8.0,
56.0,Limas Sweed,Texas,Big 12,13.0,46.0,801.0,17.4,12.0,61.6,0.0,5.0,,0.0,0.4,46.0,806.0,17.5,12.0,
57.0,Derek Dubois,New Mexico State,WAC,12.0,54.0,800.0,14.8,7.0,66.7,0.0,0.0,,0.0,0.0,54.0,800.0,14.8,7.0,
58.0,Lagregory Sapp,Louisiana-Monroe,Sun Belt,12.0,43.0,796.0,18.5,3.0,66.3,1.0,0.0,0.0,0.0,0.0,44.0,796.0,18.1,3.0,
59.0,Quentily Harmon,Texas Christian,MWC,13.0,52.0,791.0,15.2,3.0,60.8,1.0,1.0,1.0,0.0,0.1,53.0,792.0,14.9,3.0,
60.0,Greg Orton,Purdue,Big Ten,14.0,58.0,790.0,13.6,5.0,56.4,0.0,0.0,,0.0,0.0,58.0,790.0,13.6,5.0,
61.0,A.J. Harris,New Mexico State,WAC,12.0,70.0,789.0,11.3,7.0,65.8,3.0,23.0,7.7,0.0,1.9,73.0,812.0,11.1,7.0,
62.0,Ted Ginn Jr.,Ohio State,Big Ten,13.0,59.0,781.0,13.2,9.0,60.1,3.0,17.0,5.7,0.0,1.3,62.0,798.0,12.9,9.0,
63.0,Kerry Reed,Michigan State,Big Ten,12.0,64.0,775.0,12.1,5.0,64.6,2.0,11.0,5.5,0.0,0.9,66.0,786.0,11.9,5.0,
64.0,Early Doucet,LSU,SEC,13.0,59.0,772.0,13.1,8.0,59.4,8.0,59.0,7.4,2.0,4.5,67.0,831.0,12.4,10.0,
65.0,Dustin Keller,Purdue,Big Ten,14.0,56.0,771.0,13.8,4.0,55.1,0.0,0.0,,0.0,0.0,56.0,771.0,13.8,4.0,
66.0,Ryan Grice-Mullen,Hawaii,WAC,10.0,46.0,770.0,16.7,11.0,77.0,2.0,24.0,12.0,0.0,2.4,48.0,794.0,16.5,11.0,
67.0,Darius Hill,Ball State,MAC,12.0,42.0,741.0,17.6,10.0,61.8,0.0,0.0,,0.0,0.0,42.0,741.0,17.6,10.0,
68.0,Dominique Zeigler,Baylor,Big 12,11.0,54.0,741.0,13.7,3.0,67.4,3.0,-16.0,-5.3,0.0,-1.5,57.0,725.0,12.7,3.0,
69.0,Dante Love,Ball State,MAC,12.0,52.0,735.0,14.1,4.0,61.3,19.0,83.0,4.4,1.0,6.9,71.0,818.0,11.5,5.0,
70.0,Anthony Gonzalez,Ohio State,Big Ten,13.0,51.0,734.0,14.4,8.0,56.5,2.0,28.0,14.0,0.0,2.2,53.0,762.0,14.4,8.0,
71.0,Brandon Gibson,Washington State,Pac-10,12.0,49.0,731.0,14.9,4.0,60.9,0.0,0.0,,0.0,0.0,49.0,731.0,14.9,4.0,
72.0,Britt Davis,Northern Illinois,MAC,13.0,57.0,731.0,12.8,3.0,56.2,7.0,17.0,2.4,0.0,1.3,64.0,748.0,11.7,3.0,
73.0,Jabari Arthur,Akron,MAC,12.0,45.0,730.0,16.2,4.0,60.8,0.0,0.0,,0.0,0.0,45.0,730.0,16.2,4.0,
74.0,Ross Dickerson,Hawaii,WAC,14.0,54.0,726.0,13.4,7.0,51.9,4.0,13.0,3.3,0.0,0.9,58.0,739.0,12.7,7.0,
75.0,Andy Brodell,Iowa,Big Ten,12.0,39.0,724.0,18.6,5.0,60.3,0.0,0.0,,0.0,0.0,39.0,724.0,18.6,5.0,
76.0,Damon Morton,Colorado State,MWC,12.0,48.0,722.0,15.0,4.0,60.2,8.0,17.0,2.1,0.0,1.4,56.0,739.0,13.2,4.0,
77.0,James Hardy,Indiana,Big Ten,10.0,51.0,722.0,14.2,10.0,72.2,0.0,0.0,,0.0,0.0,51.0,722.0,14.2,10.0,
78.0,Willie Edwards,UAB,CUSA,12.0,39.0,719.0,18.4,2.0,59.9,0.0,0.0,,0.0,0.0,39.0,719.0,18.4,2.0,
79.0,Derrek Richards,Utah,MWC,13.0,60.0,717.0,12.0,6.0,55.2,1.0,4.0,4.0,0.0,0.3,61.0,721.0,11.8,6.0,
80.0,Aundrae Allison,East Carolina,CUSA,11.0,62.0,708.0,11.4,4.0,64.4,5.0,-10.0,-2.0,0.0,-0.9,67.0,698.0,10.4,4.0,
81.0,Lavelle Hawkins,California,Pac-10,13.0,46.0,705.0,15.3,5.0,54.2,3.0,36.0,12.0,0.0,2.8,49.0,741.0,15.1,5.0,
82.0,Courtney Taylor,Auburn,SEC,13.0,54.0,704.0,13.0,2.0,54.2,8.0,70.0,8.8,0.0,5.4,62.0,774.0,12.5,2.0,
83.0,Mario Manningham,Michigan,Big Ten,10.0,38.0,703.0,18.5,9.0,70.3,6.0,19.0,3.2,0.0,1.9,44.0,722.0,16.4,9.0,
84.0,Chansi Stuckey,Clemson,ACC,10.0,50.0,700.0,14.0,3.0,70.0,8.0,34.0,4.3,0.0,3.4,58.0,734.0,12.7,3.0,
