Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,James Washington,Oklahoma State,Big 12,13.0,74.0,1549.0,20.9,13.0,119.2,3.0,12.0,4.0,1.0,0.9,77.0,1561.0,20.3,14.0,AA
2.0,Cedrick Wilson Jr.,Boise State,MWC,14.0,83.0,1511.0,18.2,7.0,107.9,9.0,13.0,1.4,0.0,0.9,92.0,1524.0,16.6,7.0,
3.0,Anthony Miller,Memphis,American,13.0,96.0,1462.0,15.2,18.0,112.5,10.0,25.0,2.5,0.0,1.9,106.0,1487.0,14.0,18.0,AA
4.0,Keke Coutee,Texas Tech,Big 12,13.0,93.0,1429.0,15.4,10.0,109.9,5.0,15.0,3.0,0.0,1.2,98.0,1444.0,14.7,10.0,
5.0,Michael Gallup,Colorado State,MWC,13.0,100.0,1413.0,14.1,7.0,108.7,0.0,0.0,,0.0,0.0,100.0,1413.0,14.1,7.0,AA
6.0,Anthony Johnson,Buffalo,MAC,12.0,76.0,1356.0,17.8,14.0,113.0,4.0,-5.0,-1.3,0.0,-0.4,80.0,1351.0,16.9,14.0,
7.0,Steve Ishmael,Syracuse,ACC,12.0,105.0,1347.0,12.8,7.0,112.3,0.0,0.0,,0.0,0.0,105.0,1347.0,12.8,7.0,
8.0,Diontae Johnson,Toledo,MAC,14.0,74.0,1278.0,17.3,13.0,91.3,2.0,9.0,4.5,0.0,0.6,76.0,1287.0,16.9,13.0,
9.0,Jordan Lasley,UCLA,Pac-12,9.0,69.0,1264.0,18.3,9.0,140.4,4.0,-6.0,-1.5,0.0,-0.7,73.0,1258.0,17.2,9.0,
10.0,A.J. Brown,Ole Miss,SEC,12.0,75.0,1252.0,16.7,11.0,104.3,0.0,0.0,,0.0,0.0,75.0,1252.0,16.7,11.0,
11.0,Trey Quinn,SMU,American,13.0,114.0,1236.0,10.8,13.0,95.1,1.0,0.0,0.0,0.0,0.0,115.0,1236.0,10.7,13.0,
12.0,Tre'Quan Smith,UCF,American,13.0,59.0,1171.0,19.8,13.0,90.1,5.0,23.0,4.6,1.0,1.8,64.0,1194.0,18.7,14.0,
13.0,Marcell Ateman,Oklahoma State,Big 12,13.0,59.0,1156.0,19.6,8.0,88.9,0.0,0.0,,0.0,0.0,59.0,1156.0,19.6,8.0,
14.0,N'Keal Harry,Arizona State,Pac-12,13.0,82.0,1142.0,13.9,8.0,87.8,13.0,65.0,5.0,0.0,5.0,95.0,1207.0,12.7,8.0,
15.0,Penny Hart,Georgia State,Sun Belt,12.0,74.0,1121.0,15.1,8.0,93.4,6.0,27.0,4.5,0.0,2.3,80.0,1148.0,14.4,8.0,
16.0,Deontay Burnett,USC,Pac-12,14.0,86.0,1114.0,13.0,9.0,79.6,2.0,-2.0,-1.0,0.0,-0.1,88.0,1112.0,12.6,9.0,
17.0,Korey Robertson,Southern Mississippi,CUSA,13.0,76.0,1106.0,14.6,12.0,85.1,0.0,0.0,,0.0,0.0,76.0,1106.0,14.6,12.0,
18.0,Gary Jennings,West Virginia,Big 12,13.0,97.0,1096.0,11.3,1.0,84.3,0.0,0.0,,0.0,0.0,97.0,1096.0,11.3,1.0,
19.0,Marquise Brown,Oklahoma,Big 12,13.0,57.0,1095.0,19.2,7.0,84.2,1.0,0.0,0.0,0.0,0.0,58.0,1095.0,18.9,7.0,
20.0,Denzel Mims,Baylor,Big 12,12.0,61.0,1087.0,17.8,8.0,90.6,1.0,-6.0,-6.0,0.0,-0.5,62.0,1081.0,17.4,8.0,
21.0,Courtland Sutton,SMU,American,13.0,68.0,1085.0,16.0,12.0,83.5,1.0,2.0,2.0,1.0,0.2,69.0,1087.0,15.8,13.0,
22.0,J'Mon Moore,Missouri,SEC,13.0,65.0,1082.0,16.6,10.0,83.2,0.0,0.0,,0.0,0.0,65.0,1082.0,16.6,10.0,
23.0,Jaleel Scott,New Mexico State,Sun Belt,13.0,76.0,1079.0,14.2,9.0,83.0,0.0,0.0,,0.0,0.0,76.0,1079.0,14.2,9.0,
24.0,Steven Dunbar,Houston,American,12.0,76.0,1070.0,14.1,3.0,89.2,0.0,0.0,,0.0,0.0,76.0,1070.0,14.1,3.0,
25.0,Trevon Brown,East Carolina,American,12.0,60.0,1069.0,17.8,7.0,89.1,2.0,16.0,8.0,0.0,1.3,62.0,1085.0,17.5,7.0,
26.0,D.J. Moore,Maryland,Big Ten,12.0,80.0,1033.0,12.9,8.0,86.1,5.0,61.0,12.2,1.0,5.1,85.0,1094.0,12.9,9.0,
27.0,Andy Isabella,Massachusetts,Ind,12.0,65.0,1020.0,15.7,10.0,85.0,14.0,135.0,9.6,1.0,11.3,79.0,1155.0,14.6,11.0,
28.0,Kelvin Harmon,North Carolina State,ACC,13.0,69.0,1017.0,14.7,4.0,78.2,0.0,0.0,,0.0,0.0,69.0,1017.0,14.7,4.0,
29.0,KeeSean Johnson,Fresno State,MWC,14.0,77.0,1013.0,13.2,8.0,72.4,1.0,0.0,0.0,0.0,0.0,78.0,1013.0,13.0,8.0,
30.0,Ka'Raun White,West Virginia,Big 12,13.0,61.0,1004.0,16.5,12.0,77.2,0.0,0.0,,0.0,0.0,61.0,1004.0,16.5,12.0,
31.0,Stanley Morgan Jr.,Nebraska,Big Ten,11.0,61.0,986.0,16.2,10.0,89.6,1.0,2.0,2.0,0.0,0.2,62.0,988.0,15.9,10.0,
32.0,Darren Carrington,Utah,Pac-12,12.0,70.0,980.0,14.0,6.0,81.7,0.0,0.0,,0.0,0.0,70.0,980.0,14.0,6.0,
33.0,David Sills,West Virginia,Big 12,13.0,60.0,980.0,16.3,18.0,75.4,0.0,0.0,,0.0,0.0,60.0,980.0,16.3,18.0,
34.0,Jaylen Smith,Louisville,ACC,10.0,60.0,980.0,16.3,7.0,98.0,0.0,0.0,,0.0,0.0,60.0,980.0,16.3,7.0,
35.0,Calvin Ridley,Alabama,SEC,14.0,63.0,967.0,15.3,5.0,69.1,2.0,17.0,8.5,0.0,1.2,65.0,984.0,15.1,5.0,
36.0,Cam Phillips,Virginia Tech,ACC,12.0,71.0,964.0,13.6,7.0,80.3,1.0,10.0,10.0,0.0,0.8,72.0,974.0,13.5,7.0,
37.0,Mark Andrews,Oklahoma,Big 12,14.0,62.0,958.0,15.5,8.0,68.4,0.0,0.0,,0.0,0.0,62.0,958.0,15.5,8.0,AA
38.0,Ty Lee,Middle Tennessee State,CUSA,13.0,79.0,955.0,12.1,5.0,73.5,39.0,109.0,2.8,1.0,8.4,118.0,1064.0,9.0,6.0,
39.0,Teddy Veal,Louisiana Tech,CUSA,13.0,74.0,950.0,12.8,7.0,73.1,4.0,6.0,1.5,0.0,0.5,78.0,956.0,12.3,7.0,
40.0,Tyre Brady,Marshall,CUSA,11.0,62.0,942.0,15.2,8.0,85.6,0.0,0.0,,0.0,0.0,62.0,942.0,15.2,8.0,
