Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Danario Alexander,Missouri,Big 12,13.0,113.0,1781.0,15.8,14.0,137.0,1.0,10.0,10.0,0.0,0.8,114.0,1791.0,15.7,14.0,
2.0,Freddie Barnes,Bowling Green,MAC,13.0,155.0,1770.0,11.4,19.0,136.2,25.0,78.0,3.1,2.0,6.0,180.0,1848.0,10.3,21.0,
3.0,Greg Salas,Hawaii,WAC,13.0,106.0,1590.0,15.0,8.0,122.3,0.0,0.0,,0.0,0.0,106.0,1590.0,15.0,8.0,
4.0,Golden Tate,Notre Dame,Ind,12.0,93.0,1496.0,16.1,15.0,124.7,25.0,186.0,7.4,2.0,15.5,118.0,1682.0,14.3,17.0,"H-10,AA"
5.0,Jordan Shipley,Texas,Big 12,14.0,116.0,1485.0,12.8,13.0,106.1,1.0,0.0,0.0,0.0,0.0,117.0,1485.0,12.7,13.0,AA
6.0,Emmanuel Sanders,SMU,CUSA,13.0,98.0,1339.0,13.7,7.0,103.0,1.0,6.0,6.0,0.0,0.5,99.0,1345.0,13.6,7.0,
7.0,Dezmon Briscoe,Kansas,Big 12,11.0,84.0,1337.0,15.9,9.0,121.5,2.0,19.0,9.5,1.0,1.7,86.0,1356.0,15.8,10.0,
8.0,James Cleveland,Houston,CUSA,12.0,104.0,1214.0,11.7,14.0,101.2,0.0,0.0,,0.0,0.0,104.0,1214.0,11.7,14.0,
9.0,Antonio Brown,Central Michigan,MAC,14.0,110.0,1198.0,10.9,9.0,85.6,42.0,341.0,8.1,3.0,24.4,152.0,1539.0,10.1,12.0,
10.0,Mardy Gilyard,Cincinnati,Big East,13.0,87.0,1191.0,13.7,11.0,91.6,5.0,16.0,3.2,1.0,1.2,92.0,1207.0,13.1,12.0,H-9
11.0,David Reed,Utah,MWC,13.0,81.0,1188.0,14.7,5.0,91.4,4.0,4.0,1.0,0.0,0.3,85.0,1192.0,14.0,5.0,
12.0,Eric Page,Toledo,MAC,12.0,82.0,1159.0,14.1,7.0,96.6,11.0,55.0,5.0,1.0,4.6,93.0,1214.0,13.1,8.0,
13.0,Demaryius Thomas,Georgia Tech,ACC,14.0,46.0,1154.0,25.1,8.0,82.4,1.0,3.0,3.0,0.0,0.2,47.0,1157.0,24.6,8.0,
14.0,Tim Brown,Rutgers,Big East,13.0,55.0,1150.0,20.9,9.0,88.5,8.0,-4.0,-0.5,0.0,-0.3,63.0,1146.0,18.2,9.0,
15.0,Shay Hodge,Ole Miss,SEC,13.0,70.0,1135.0,16.2,8.0,87.3,0.0,0.0,,0.0,0.0,70.0,1135.0,16.2,8.0,
16.0,Damaris Johnson,Tulsa,CUSA,12.0,78.0,1131.0,14.5,3.0,94.3,26.0,175.0,6.7,0.0,14.6,104.0,1306.0,12.6,3.0,
17.0,Ryan Broyles,Oklahoma,Big 12,12.0,89.0,1120.0,12.6,15.0,93.3,11.0,83.0,7.5,1.0,6.9,100.0,1203.0,12.0,16.0,
18.0,Jeremy Williams,Tulane,CUSA,12.0,84.0,1113.0,13.3,7.0,92.8,38.0,167.0,4.4,0.0,13.9,122.0,1280.0,10.5,7.0,
19.0,Jonathan Baldwin,Pitt,Big East,13.0,57.0,1111.0,19.5,8.0,85.5,1.0,61.0,61.0,0.0,4.7,58.0,1172.0,20.2,8.0,
20.0,Jerrel Jernigan,Troy,Sun Belt,13.0,71.0,1101.0,15.5,4.0,84.7,40.0,266.0,6.7,1.0,20.5,111.0,1367.0,12.3,5.0,
21.0,Keith Smith,Purdue,Big Ten,12.0,91.0,1100.0,12.1,6.0,91.7,1.0,6.0,6.0,0.0,0.5,92.0,1106.0,12.0,6.0,
22.0,Stephen Williams,Toledo,MAC,12.0,79.0,1065.0,13.5,5.0,88.8,0.0,0.0,,0.0,0.0,79.0,1065.0,13.5,5.0,
23.0,Max Komar,Idaho,WAC,13.0,63.0,1052.0,16.7,11.0,80.9,8.0,28.0,3.5,0.0,2.2,71.0,1080.0,15.2,11.0,
24.0,Donovan Varner,Duke,ACC,12.0,65.0,1047.0,16.1,8.0,87.3,0.0,0.0,,0.0,0.0,65.0,1047.0,16.1,8.0,
25.0,Titus Young,Boise State,WAC,14.0,79.0,1041.0,13.2,10.0,74.4,15.0,138.0,9.2,3.0,9.9,94.0,1179.0,12.5,13.0,
