Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Case Keenum,Houston,CUSA,14.0,492.0,700.0,70.3,5671.0,44.0,6.3,15.0,2.1,8.1,8.39,11.5,405.1,154.8,H-8
2.0,Levi Brown,Troy,Sun Belt,13.0,321.0,504.0,63.7,4254.0,23.0,4.6,9.0,1.8,8.4,8.55,13.3,327.2,146.1,
3.0,Tyler Sheehan,Bowling Green,MAC,13.0,373.0,575.0,64.9,4051.0,27.0,4.7,7.0,1.2,7.0,7.44,10.9,311.6,137.1,
4.0,Jimmy Clausen,Notre Dame,Ind,12.0,289.0,425.0,68.0,3722.0,28.0,6.6,4.0,0.9,8.8,9.65,12.9,310.2,161.4,
5.0,Ryan Mallett,Arkansas,SEC,13.0,225.0,403.0,55.8,3624.0,30.0,7.4,7.0,1.7,9.0,9.7,16.1,278.8,152.5,
6.0,Todd Reesing,Kansas,Big 12,12.0,313.0,496.0,63.1,3616.0,22.0,4.4,10.0,2.0,7.3,7.27,11.6,301.3,134.9,
7.0,Blaine Gabbert,Missouri,Big 12,13.0,262.0,445.0,58.9,3593.0,24.0,5.4,9.0,2.0,8.1,8.24,13.7,276.4,140.5,
8.0,Jerrod Johnson,Texas A&M,Big 12,13.0,296.0,497.0,59.6,3579.0,30.0,6.0,8.0,1.6,7.2,7.68,12.1,275.3,136.7,
9.0,Max Hall,BYU,MWC,13.0,275.0,409.0,67.2,3560.0,33.0,8.1,14.0,3.4,8.7,8.78,12.9,273.8,160.1,
10.0,Kellen Moore,Boise State,WAC,14.0,277.0,431.0,64.3,3536.0,39.0,9.0,3.0,0.7,8.2,9.7,12.8,252.6,161.7,H-7
11.0,Colt McCoy,Texas,Big 12,14.0,332.0,470.0,70.6,3521.0,27.0,5.7,12.0,2.6,7.5,7.49,10.6,251.5,147.4,"H-3,Maxwell,AA,Camp"
12.0,Taylor Potts,Texas Tech,Big 12,12.0,309.0,470.0,65.7,3440.0,22.0,4.7,13.0,2.8,7.3,7.01,11.1,286.7,137.1,
13.0,Dan Lefevour,Central Michigan,MAC,14.0,318.0,456.0,69.7,3438.0,28.0,6.1,7.0,1.5,7.5,8.08,10.8,245.6,150.3,
14.0,Mike Kafka,Northwestern,Big Ten,13.0,319.0,492.0,64.8,3430.0,16.0,3.3,12.0,2.4,7.0,6.52,10.8,263.8,129.3,
15.0,Jacory Harris,Miami (FL),ACC,13.0,242.0,406.0,59.6,3352.0,24.0,5.9,17.0,4.2,8.3,7.55,13.9,257.8,140.1,
16.0,Thaddeus Lewis,Duke,ACC,12.0,274.0,449.0,61.0,3330.0,20.0,4.5,8.0,1.8,7.4,7.51,12.2,277.5,134.5,
17.0,Trevor Vittatoe,UTEP,CUSA,12.0,224.0,409.0,54.8,3308.0,17.0,4.2,13.0,3.2,8.1,7.49,14.8,275.7,130.1,
18.0,Sean Canfield,Oregon State,Pac-10,13.0,303.0,446.0,67.9,3271.0,21.0,4.7,7.0,1.6,7.3,7.57,10.8,251.6,141.9,
19.0,Tim Hiller,Western Michigan,MAC,12.0,309.0,514.0,60.1,3249.0,23.0,4.5,13.0,2.5,6.3,6.08,10.5,270.8,122.9,
20.0,Landry Jones,Oklahoma,Big 12,13.0,261.0,449.0,58.1,3198.0,26.0,5.8,14.0,3.1,7.1,6.88,12.3,246.0,130.8,
21.0,Riley Skinner,Wake Forest,ACC,12.0,264.0,400.0,66.0,3160.0,26.0,6.5,12.0,3.0,7.9,7.85,12.0,263.3,147.8,
22.0,Ryan Lindley,San Diego State,MWC,12.0,239.0,437.0,54.7,3054.0,23.0,5.3,16.0,3.7,7.0,6.39,12.8,254.5,123.4,
23.0,Russell Wilson,North Carolina State,ACC,12.0,224.0,378.0,59.3,3027.0,31.0,8.2,11.0,2.9,8.0,8.34,13.5,252.3,147.8,
24.0,Joey Elliott,Purdue,Big Ten,12.0,267.0,433.0,61.7,3026.0,22.0,5.1,13.0,3.0,7.0,6.65,11.3,252.2,131.1,
25.0,Daryll Clark,Penn State,Big Ten,13.0,232.0,381.0,60.9,3003.0,24.0,6.3,10.0,2.6,7.9,7.96,12.9,231.0,142.6,
26.0,Patrick Pinkney,East Carolina,CUSA,14.0,259.0,440.0,58.9,2947.0,15.0,3.4,12.0,2.7,6.7,6.15,11.4,210.5,120.9,
27.0,Ben Chappell,Indiana,Big Ten,12.0,268.0,428.0,62.6,2941.0,17.0,4.0,15.0,3.5,6.9,6.09,11.0,245.1,126.4,
28.0,Nathan Enderle,Idaho,WAC,11.0,192.0,312.0,61.5,2906.0,22.0,7.1,9.0,2.9,9.3,9.43,15.1,264.2,157.3,
29.0,Tim Tebow,Florida,SEC,14.0,213.0,314.0,67.8,2895.0,21.0,6.7,5.0,1.6,9.2,9.84,13.6,206.8,164.2,H-5
30.0,Diondre Borel,Utah State,WAC,12.0,214.0,366.0,58.5,2885.0,17.0,4.6,4.0,1.1,7.9,8.32,13.5,240.4,137.8,
31.0,Stephen Garcia,South Carolina,SEC,13.0,239.0,432.0,55.3,2862.0,17.0,3.9,10.0,2.3,6.6,6.37,12.0,220.2,119.3,
32.0,Kevin Riley,California,Pac-10,13.0,209.0,382.0,54.7,2850.0,18.0,4.7,8.0,2.1,7.5,7.46,13.6,219.2,128.7,
33.0,Jake Locker,Washington,Pac-10,12.0,230.0,394.0,58.4,2800.0,21.0,5.3,11.0,2.8,7.1,6.92,12.2,233.3,130.1,
34.0,Jonathan Crompton,Tennessee,SEC,13.0,224.0,384.0,58.3,2800.0,27.0,7.0,13.0,3.4,7.3,7.17,12.5,215.4,136.0,
35.0,Dwight Dasher,Middle Tennessee State,Sun Belt,13.0,219.0,399.0,54.9,2789.0,23.0,5.8,14.0,3.5,7.0,6.56,12.7,214.5,125.6,
36.0,Andy Dalton,Texas Christian,MWC,13.0,199.0,323.0,61.6,2756.0,23.0,7.1,8.0,2.5,8.5,8.84,13.8,212.0,151.8,
37.0,Matt Barkley,USC,Pac-10,12.0,211.0,352.0,59.9,2735.0,15.0,4.3,14.0,4.0,7.8,6.83,13.0,227.9,131.3,
38.0,G.J. Kinne,Tulsa,CUSA,12.0,210.0,345.0,60.9,2732.0,22.0,6.4,10.0,2.9,7.9,7.89,13.0,227.7,142.6,
39.0,Christian Ponder,Florida State,ACC,9.0,227.0,330.0,68.8,2717.0,14.0,4.2,7.0,2.1,8.2,8.13,12.0,301.9,147.7,
40.0,Scott Tolzien,Wisconsin,Big Ten,13.0,211.0,328.0,64.3,2705.0,16.0,4.9,11.0,3.4,8.2,7.71,12.8,208.1,143.0,
41.0,Zach Maynard,Buffalo,MAC,12.0,218.0,379.0,57.5,2694.0,18.0,4.7,15.0,4.0,7.1,6.28,12.4,224.5,125.0,
42.0,Kirk Cousins,Michigan State,Big Ten,13.0,198.0,328.0,60.4,2680.0,19.0,5.8,9.0,2.7,8.2,8.09,13.5,206.2,142.6,
43.0,Brian Anderson,Marshall,CUSA,13.0,231.0,398.0,58.0,2646.0,14.0,3.5,13.0,3.3,6.6,5.88,11.5,203.5,119.0,
44.0,Bill Stull,Pitt,Big East,13.0,209.0,321.0,65.1,2633.0,21.0,6.5,8.0,2.5,8.2,8.39,12.6,202.5,150.6,
45.0,Jevan Snead,Ole Miss,SEC,13.0,191.0,351.0,54.4,2632.0,20.0,5.7,20.0,5.7,7.5,6.07,13.8,202.5,124.8,
46.0,Chris Todd,Auburn,SEC,13.0,198.0,328.0,60.4,2612.0,22.0,6.7,6.0,1.8,8.0,8.48,13.2,200.9,145.7,
47.0,Zac Dysert,Miami (OH),MAC,11.0,247.0,401.0,61.6,2611.0,12.0,3.0,16.0,4.0,6.5,5.31,10.6,237.4,118.2,
