Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Dwayne Haskins,Ohio State,Big Ten,14.0,373.0,533.0,70.0,4831.0,50.0,9.4,8.0,1.5,9.1,10.26,13.0,345.1,174.1,H-3
2.0,Gardner Minshew,Washington State,Pac-12,13.0,468.0,662.0,70.7,4779.0,38.0,5.7,9.0,1.4,7.2,7.76,10.2,367.6,147.6,H-5
3.0,Kyler Murray,Oklahoma,Big 12,14.0,260.0,377.0,69.0,4361.0,42.0,11.1,7.0,1.9,11.6,12.96,16.8,311.5,199.2,H-1
4.0,Taylor Cornelius,Oklahoma State,Big 12,13.0,288.0,485.0,59.4,3978.0,32.0,6.6,13.0,2.7,8.2,8.32,13.8,306.0,144.7,
5.0,Tua Tagovailoa,Alabama,SEC,15.0,245.0,355.0,69.0,3966.0,43.0,12.1,6.0,1.7,11.2,12.83,16.2,264.4,199.4,"H-2,Maxwell,AA,Camp"
6.0,Ryan Finley,North Carolina State,ACC,13.0,326.0,484.0,67.4,3928.0,25.0,5.2,11.0,2.3,8.1,8.13,12.0,302.2,148.0,
7.0,Jordan Ta'amu,Ole Miss,SEC,12.0,266.0,418.0,63.6,3918.0,19.0,4.5,8.0,1.9,9.4,9.42,14.7,326.5,153.5,
8.0,Cole McDonald,Hawaii,MWC,13.0,285.0,484.0,58.9,3875.0,36.0,7.4,10.0,2.1,8.0,8.56,13.6,298.1,146.5,
9.0,Will Grier,West Virginia,Big 12,11.0,266.0,397.0,67.0,3864.0,37.0,9.3,8.0,2.0,9.7,10.69,14.5,351.3,175.5,H-4
10.0,Mason Fine,North Texas,CUSA,13.0,303.0,469.0,64.6,3793.0,27.0,5.8,5.0,1.1,8.1,8.76,12.5,291.8,149.4,
11.0,Brett Rypien,Boise State,MWC,13.0,301.0,447.0,67.3,3705.0,30.0,6.7,7.0,1.6,8.3,8.93,12.3,285.0,156.0,
12.0,David Blough,Purdue,Big Ten,13.0,305.0,462.0,66.0,3705.0,25.0,5.4,10.0,2.2,8.0,8.13,12.1,285.0,146.9,
13.0,Marcus McMaryion,Fresno State,MWC,14.0,293.0,427.0,68.6,3629.0,25.0,5.9,5.0,1.2,8.5,9.14,12.4,259.2,157.0,
