player_name,pos,rank,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
Isaac Nauta,TE,107.0,1997-05-21,Georgia,SEC,2019,7,,,0.166,0.166,0.0,0.0,0.0,0.0,,,,9.1,,2.0,,,,,,64.4,,,,0.0,0.0,,,14.7,,5.0,,,,,,0.0,,,1.0,,,,,29.0,80.8,181.0,,,,,,33.5,75.0,45.0,,,,11.2,25.0,169.0,5.8,,12.4,,,1.99,,4.91,30.495,149.73045000000002
Tommy Sweeney,TE,137.0,1995-07-01,Boston College,ACC,2019,7,2016.0,21.172,0.243,0.231,0.0,0.0,0.0,0.0,,,,9.9,,6.0,,,,,,56.3,,,23.5,4.0,17.0,,,5.3,,2.0,,,,,,1.0,,,1.0,,,,,36.0,87.0,347.0,,,,,,48.9,195.0,64.0,,,,1.5,6.0,300.0,8.3,,14.2,,,1.48,,4.83,30.549,147.55167
Caleb Wilson,TE,41.0,1996-07-15,UCLA,Pac-12,2019,7,2018.0,22.13,0.323,0.307,0.0,0.0,0.001,0.001,,,,10.5,,8.0,,,,,,63.8,,,17.6,3.0,17.0,,,10.4,,7.0,,,,,,1.0,,,3.0,,,,,60.0,89.5,377.0,,,,,,29.7,125.0,94.0,,,,2.6,11.0,467.0,7.8,,16.1,,,2.56,,4.56,29.211,133.20216
Cole Kmet,TE,37.0,1999-03-10,Notre Dame,Ind,2020,2,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.5,,0.0,,,,,,50.0,,,0.0,0.0,1.0,,,33.3,,1.0,,,,,,0.0,,,0.0,,,,,2.0,88.9,16.0,,,,,,5.6,1.0,4.0,,,,11.1,2.0,2.0,1.0,,7.0,,,0.88,,4.7,30.274,142.2878
Devin Asiasi,TE,64.0,1997-08-14,UCLA,Pac-12,2020,3,,,0.195,0.186,0.0,0.0,0.0,0.0,,,,11.4,,6.0,,,,,,64.7,,,40.9,9.0,22.0,,,2.2,,1.0,,,,113.6,,0.0,,,2.0,,,,,44.0,85.9,360.0,,,,,,45.3,190.0,68.0,,,,2.1,9.0,248.0,5.6,,14.6,,,1.78,,4.73,32.119,151.92287000000002
Josiah Deguara,TE,98.0,1997-02-14,Cincinnati,American,2020,3,2019.0,22.543,0.283,0.241,0.0,0.0,0.0,0.0,,,,11.4,,3.0,,,,,,54.9,,,27.3,3.0,11.0,,,7.1,,3.0,,,,,,1.0,,,3.0,,,,,39.0,86.0,344.0,,,,,,58.3,233.0,71.0,,,,2.8,11.0,231.0,5.9,,12.9,,,1.47,,4.72,31.068,146.64096
Dalton Keene,TE,113.0,1999-04-14,Virginia Tech,ACC,2020,3,,,0.148,0.141,0.0,0.0,0.007,0.007,,,,4.2,,3.0,,,,,,80.8,,,40.0,2.0,5.0,,,4.5,,1.0,,,,,,0.0,,,0.0,,,,,21.0,62.1,185.0,,,,,,30.5,91.0,26.0,,,,2.0,6.0,179.0,8.5,,11.4,,,1.3,,4.71,30.793,145.03503
Adam Trautman,TE,54.0,1997-02-05,NOR,,2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,30.235,145.128
Harrison Bryant,TE,44.0,1998-04-23,Florida Atlantic,CUSA,2020,4,2018.0,20.359,0.251,0.176,0.0,0.0,0.0,0.0,,,,8.25,,9.5,,,,,,69.45,,,27.1,6.5,15.0,,,6.6,,4.5,,,,,,0.5,,,2.0,,,,,54.5,80.6,291.0,,,,,,42.0,154.0,78.5,,,,5.85,21.5,418.0,8.05,,15.2,,,2.83,,4.73,28.812,136.28076
Albert Okwuegbunam,TE,50.0,1998-04-25,Missouri,SEC,2020,4,2019.0,21.352,0.234,0.234,0.0,0.0,0.0,0.0,,,,9.4,,4.0,,,,,,59.1,,,31.3,5.0,16.0,,,13.3,,4.0,,,,15.6,,0.0,,,2.0,,,,,26.0,83.1,231.0,,,,,,49.3,137.0,44.0,,,,3.2,9.0,133.0,5.1,,11.8,,,1.32,,4.49,30.591,137.35359000000005
Colby Parkinson,TE,92.0,1999-01-08,Stanford,Pac-12,2020,4,,,0.189,0.18,0.0,0.0,0.0,0.0,,,,13.7,,1.0,,,,,,54.7,,,42.9,9.0,21.0,,,6.5,,2.0,,,,,,0.0,,,0.0,,,,,29.0,93.1,337.0,,,,,,72.7,263.0,53.0,,,,14.6,53.0,154.0,5.3,,16.7,,,1.44,,4.77,28.386,135.40122
Brycen Hopkins,TE,49.0,1997-03-27,Purdue,Big Ten,2020,4,2019.0,22.431,0.232,0.232,0.0,0.0,0.0,0.0,,,,8.6,,6.0,,,,,,68.5,,,55.6,10.0,18.0,,,11.6,,8.0,,,,,,0.0,,,2.0,,,,,61.0,86.0,454.0,,,,,,61.6,325.0,89.0,,,,1.9,10.0,383.0,6.3,,13.6,,,1.83,,4.66,29.819,138.95654
Charlie Woerner,TE,203.0,1997-10-16,Georgia,SEC,2020,6,,,0.032,0.032,0.0,0.0,0.0,0.0,,,,8.9,,0.0,,,,,,45.0,,,0.0,0.0,5.0,,,10.0,,1.0,,,,3.9,,1.0,,,0.0,,,,,9.0,76.5,221.0,,,,,,57.1,165.0,20.0,,,,6.6,19.0,19.0,2.1,,8.7,,,0.35,,4.78,28.931,138.29018000000002
Tyler Davis,TE,193.0,1997-04-02,Clemson,ACC,2020,6,2018.0,21.415,0.205,0.195,0.004,0.004,0.0,0.0,,,,8.5,,0.0,,,,,,73.3,,,75.0,3.0,4.0,,,8.3,,2.0,,,,,,0.0,,,1.0,,,,,22.0,78.4,156.0,,,,,,32.7,65.0,30.0,,,,4.0,8.0,63.0,2.9,,10.3,,,1.45,,,,
Stephen Sullivan,TE,178.0,1996-11-28,LSU,SEC,2020,7,,,0.12,0.12,0.0,0.0,0.004,0.004,,,,16.7,,1.0,,,,,,52.3,,,35.7,5.0,14.0,,,11.5,,3.0,,,,108.0,,0.0,,,1.0,,,,,23.0,94.5,189.0,,,,,,42.0,84.0,44.0,,,,57.5,115.0,96.0,4.2,,15.8,,,1.92,,4.66,29.405,137.0273
Kyle Pitts,TE,2.0,2000-10-06,Florida,SEC,2021,1,2020.0,19.904,0.215,0.215,0.0,0.0,0.0,0.0,,,,13.8,,5.0,,,,,,66.2,,,57.9,11.0,19.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,43.0,84.9,236.0,,,,,,24.1,67.0,65.0,,,,21.2,59.0,260.0,6.0,,17.9,,,3.26,,4.44,29.05,128.98200000000003
Pat Freiermuth,TE,13.0,1998-10-25,Penn State,Big Ten,2021,2,2018.0,19.852,0.242,0.242,0.0,0.0,0.0,0.0,,,,9.6,,5.0,,,,,,64.15,,,48.7,4.5,9.0,,,9.2,,3.0,,,,,,0.5,,,0.5,,,,,34.5,85.2,294.5,,,,,,52.05,181.0,53.0,,,,0.55,2.0,181.0,4.9,,13.0,,,1.475,,4.738,29.761,141.007618
Hunter Long,TE,25.0,1998-08-19,Boston College,ACC,2021,3,2020.0,22.037,0.218,0.207,0.0,0.0,0.0,0.0,,,,10.1,,3.0,,,,,,64.0,,,45.8,11.0,24.0,,,5.0,,3.0,,,,,,0.0,,,3.0,,,,,57.0,83.3,393.0,,,,,,32.8,155.0,89.0,,,,8.9,42.0,176.0,3.1,,12.0,,,1.74,,,,
Tommy Tremble,TE,146.0,2000-06-02,Notre Dame,ACC,2021,3,,,0.037,0.036,0.0,0.0,0.001,0.001,,,,8.8,,2.0,,,,,,67.9,,,80.0,4.0,5.0,,,9.5,,2.0,,,,20.0,,0.0,,,1.0,,,,,19.0,87.0,174.0,,,,,,42.0,84.0,28.0,,,,3.5,7.0,63.0,3.3,,11.5,,,1.25,,4.6,30.12,138.552
Tre' McKitty,TE,86.0,1999-01-12,Georgia,SEC,2021,3,,,0.09,0.09,0.0,0.0,0.0,0.0,,,,7.5,,1.0,,,,,,56.5,,,44.4,4.0,9.0,,,13.3,,4.0,,,,,,1.0,,,3.0,,,,,26.0,82.2,318.0,,,,,,44.4,172.0,46.0,,,,4.4,17.0,126.0,4.8,,9.7,,,0.79,,4.727,30.062,142.10307400000002
John Bates,TE,166.0,1997-11-06,Boise State,MWC,2021,4,,,0.053,0.041,0.0,0.0,0.0,0.0,,,,8.4,,0.0,,,,,,66.7,,,25.0,1.0,4.0,,,12.0,,3.0,,,,,,0.0,,,0.0,,,,,22.0,73.2,265.0,,,,,,19.3,70.0,33.0,,,,2.5,9.0,115.0,5.2,,12.4,,,1.03,,4.84,29.642,143.46728
Kylen Granson,TE,43.0,1998-03-27,SMU,American,2021,4,2019.0,21.432,0.208,0.176,0.0,0.0,0.001,0.001,,,,12.35,,6.0,,,,,,65.4,,,59.8,4.5,7.5,,,10.5,,4.5,,,,44.3,,0.0,,,1.5,,,,,39.0,83.0,367.0,,,,,,61.75,276.5,59.5,,,,4.9,23.5,257.5,6.55,,16.05,,,1.71,,,,
Brevin Jordan,TE,26.0,2000-07-16,Miami (FL),ACC,2021,5,2020.0,20.129,0.229,0.218,0.002,0.002,0.0,0.0,,,,8.2,,9.0,,,,,,73.1,,,25.0,2.0,8.0,,,7.3,,3.0,,,,,,0.0,,,0.0,,,,,38.0,79.2,213.0,,,,,,61.7,166.0,52.0,,,,5.6,15.0,353.0,9.3,,15.2,,,2.7,,4.64,31.709,147.12975999999998
Noah Gray,TE,131.0,1999-04-30,Duke,ACC,2021,5,,,0.174,0.166,0.0,0.0,0.0,0.0,,,,6.7,,4.0,,,,,,72.5,,,64.3,9.0,14.0,,,0.0,,0.0,,,,32.7,,0.0,,,2.0,,,,,50.0,82.7,306.0,,,,,,74.1,274.0,69.0,,,,0.0,0.0,156.0,3.1,,7.8,,,1.27,,4.55,29.995,136.47725
Zach Davidson,TE,73.0,1998-07-15,Kansas State,Big 12,2021,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,28.31,129.6598
Trey McBride,TE,11.0,1999-11-22,Colorado State,MWC,2022,2,2020.0,20.778,0.463,0.352,0.0,0.0,0.027,0.02,,,,8.85,,4.0,,,,,,69.65,,,51.55,9.5,18.0,,,3.75,,2.0,,,,27.4,,1.0,,,2.0,,,,,56.5,92.1,266.0,,,,,,31.8,74.5,78.0,,,,10.75,31.0,307.5,6.1,,13.7,,,2.69,,4.721,29.941,141.351461
Jelani Woods,TE,55.0,1998-10-09,Virginia,ACC,2022,3,,,0.193,0.183,0.0,0.0,0.0,0.0,,,,11.1,,11.0,,,,,,62.0,,,61.1,11.0,18.0,,,10.2,,5.0,,,,224.0,,1.0,,,2.0,,,,,44.0,89.8,333.0,,,,,,17.3,64.0,71.0,,,,7.0,26.0,233.0,5.3,,13.6,,,1.8,,4.61,29.174,134.49214
Greg Dulcich,TE,24.0,2000-03-26,UCLA,Pac-12,2022,3,2020.0,20.435,0.273,0.259,0.0,0.0,0.0,0.0,,,,13.75,,4.0,,,,,,64.0,,,47.8,4.5,9.5,,,4.35,,2.0,,,,29.4,,0.0,,,2.5,,,,,34.0,90.05,294.0,,,,,,39.4,126.5,53.0,,,,5.85,22.0,235.0,6.9,,18.6,,,2.185,,4.69,29.576,138.71144
Jeremy Ruckert,TE,147.0,2000-08-11,Ohio State,Big Ten,2022,3,,,0.15,0.15,0.0,0.0,0.0,0.0,,,,7.5,,1.0,,,,,,86.7,,,100.0,1.0,1.0,,,7.1,,1.0,,,,86.8,,0.0,,,0.0,,,,,13.0,75.6,124.0,,,,,,28.0,46.0,15.0,,,,8.5,14.0,64.0,4.9,,11.6,,,1.22,,4.732,29.642,140.265944
Cade Otton,TE,83.0,1999-04-15,Washington,Pac-12,2022,4,2020.0,21.383,0.517,0.492,0.0,0.0,0.0,0.0,,,,8.5,,3.0,,,,,,90.0,,,100.0,2.0,2.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,18.0,76.6,95.0,,,,,,27.4,34.0,20.0,,,,7.3,9.0,107.0,5.9,,14.3,,,2.72,,4.719,29.287,138.205353
Daniel Bellinger,TE,62.0,2000-09-22,San Diego State,MWC,2022,4,,,0.138,0.105,0.0,0.0,0.0,0.0,,,,3.7,,5.0,,,,,,72.1,,,60.0,3.0,5.0,,,0.0,,0.0,,,,138.0,,0.0,,,0.0,,,,,31.0,75.0,213.0,,,,,,35.2,100.0,43.0,,,,7.0,20.0,282.0,9.1,,11.4,,,1.66,,4.63,29.998,138.89074
Charlie Kolar,TE,82.0,1999-02-10,Iowa State,Big 12,2022,4,2019.0,20.556,0.262,0.249,0.0,0.0,0.0,0.0,,,,11.35,,2.5,,,,,,66.5,,,61.15,14.0,22.5,,,2.65,,1.5,,,,,,1.0,,,2.5,,,,,53.5,89.6,318.0,,,,,,58.0,206.0,80.5,,,,11.4,40.5,186.5,3.45,,12.75,,,2.14,,4.728,28.386,134.20900799999998
Jake Ferguson,TE,69.0,1999-01-18,Wisconsin,Big Ten,2022,4,2018.0,19.619,0.282,0.282,0.0,0.0,0.0,0.0,,,,6.45,,7.5,,,,,,72.6,,,59.05,5.0,8.5,,,6.65,,2.5,,,,,,0.5,,,1.0,,,,,38.0,85.85,223.5,,,,,,27.05,71.5,52.0,,,,3.05,8.0,199.5,5.25,,10.0,,,1.68,,4.81,29.642,142.57801999999998
Isaiah Likely,TE,35.0,2000-04-18,Coastal Carolina,Sun Belt,2022,4,2019.0,19.37,0.314,0.238,0.0,0.0,0.002,0.001,,,,9.4,,10.0,,,,,,76.6,,,40.0,4.0,10.0,,,1.7,,1.0,,,,0.0,,1.0,,,3.0,,,,,59.0,88.2,305.0,,,,,,40.2,139.0,77.0,,,,4.3,15.0,406.0,6.9,,15.5,,,2.99,,4.711,29.05,136.85455000000002
Chigoziem Okonkwo,TE,81.0,1999-09-08,Maryland,Big Ten,2022,4,,,0.149,0.149,0.0,0.0,0.0,0.0,,,,5.0,,10.0,,,,,,78.5,,,100.0,5.0,5.0,,,8.9,,5.0,,,,,,0.0,,,0.0,,,,,51.0,81.7,309.0,,,,,,18.3,69.0,65.0,,,,1.6,6.0,264.0,5.2,,8.8,,,1.45,,4.52,29.745,134.4474
Cole Turner,TE,143.0,2000-03-16,Clemson,ACC,2022,5,2020.0,20.463,0.239,0.227,0.0,0.0,0.0,0.0,,,,10.85,,5.0,,,,,,70.45,,,62.65,15.5,25.0,,,6.05,,3.5,,,,66.9,,0.0,,,1.5,,,,,55.5,92.5,399.0,,,,,,73.4,307.5,79.5,,,,18.2,83.5,158.5,2.85,,11.6,,,1.62,,4.76,28.425,135.303
James Mitchell,TE,87.0,1999-08-11,Virginia Tech,ACC,2022,5,,,0.108,0.103,0.0,0.0,0.092,0.088,,,,7.0,,1.0,,,,,,75.0,,,71.4,5.0,7.0,,,4.5,,1.0,,,,23.1,,0.0,,,1.0,,,,,21.0,78.5,227.0,,,,,,49.5,143.0,28.0,,,,12.5,36.0,248.0,11.8,,17.2,,,1.59,,4.734,30.306,143.468604
Andrew Ogletree,TE,144.0,1998-07-28,Georgia,SEC,2022,6,,,0.003,0.003,0.0,0.0,0.018,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Calcaterra,TE,121.0,1998-12-04,SMU,American,2022,6,,,0.115,0.098,0.0,0.0,0.0,0.0,,,,10.0,,2.0,,,,,,62.3,,,36.4,4.0,11.0,,,5.0,,2.0,,,,72.2,,0.0,,,3.0,,,,,38.0,93.3,336.0,,,,,,66.4,239.0,61.0,,,,5.0,18.0,144.0,3.8,,12.2,,,1.38,,4.62,29.332,135.51384000000002
Ko Kieft,TE,176.0,1998-01-20,Minnesota,Big Ten,2022,6,,,0.082,0.082,0.0,0.0,-0.001,-0.001,,,,13.0,,0.0,,,,,,40.0,,,100.0,1.0,1.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,2.0,55.3,21.0,,,,,,5.3,2.0,5.0,,,,10.5,4.0,1.0,0.5,,14.5,,,1.38,,,,
Nick Muse,TE,139.0,1998-11-25,South Carolina,SEC,2022,7,,,0.176,0.176,0.0,0.0,0.0,0.0,,,,10.2,,4.0,,,,,,75.0,,,50.0,2.0,4.0,,,9.1,,3.0,,,,,,0.0,,,0.0,,,,,30.0,82.0,260.0,,,,,,38.5,122.0,40.0,,,,5.7,18.0,171.0,5.7,,14.2,,,1.63,,,,
Dalton Kincaid,TE,18.0,1999-10-18,Utah,Pac-12,2023,1,2021.0,21.873,0.257,0.244,0.0,0.0,0.0,0.0,,,,8.7,,16.0,,,,,,75.3,,,50.0,9.0,18.0,,,2.8,,2.0,,,,47.2,,0.0,,,4.0,,,,,70.0,92.0,369.0,,,,,,55.1,221.0,93.0,,,,9.5,38.0,397.0,5.7,,12.7,,,2.41,,4.72,29.941,141.32152
Sam LaPorta,TE,15.0,2001-01-12,Iowa,Big Ten,2023,2,2021.0,20.635,0.245,0.245,0.0,0.0,0.001,0.001,,,,7.7,,14.5,,,,,,64.9,,,40.95,7.0,17.0,,,9.0,,5.5,,,,13.2,,0.5,,,2.5,,,,,55.5,89.3,320.0,,,,,,32.65,118.5,85.5,,,,12.65,42.5,333.5,5.95,,11.9,,,2.065,,4.59,30.62,140.5458
Michael Mayer,TE,21.0,2001-07-06,Notre Dame,Ind,2023,2,,,0.146,0.087,0.0,0.0,0.0,0.0,,,,7.6,,11.0,,,,,,71.2,,,50.0,3.0,6.0,,,10.6,,5.0,,,,,,1.0,,,1.0,,,,,42.0,92.6,323.0,,,,,,51.9,181.0,59.0,,,,9.5,33.0,217.0,5.2,,10.7,,,1.39,,4.7,29.524,138.7628
Luke Musgrave,TE,27.0,2000-09-02,Oregon State,Pac-12,2023,2,,,0.08,0.076,0.0,0.0,-0.0,-0.0,,,,13.0,,2.0,,,,,,59.5,,,25.0,1.0,4.0,,,12.0,,3.0,,,,,,0.0,,,3.0,,,,,22.0,81.5,247.0,,,,,,37.3,113.0,37.0,,,,4.3,13.0,100.0,4.5,,13.8,,,1.23,,4.61,29.234,134.76874
Luke Schoonmaker,TE,57.0,1998-09-28,Michigan,Big Ten,2023,2,,,0.13,0.13,0.0,0.0,0.0,0.0,,,,7.8,,1.0,,,,,,77.8,,,28.6,2.0,7.0,,,5.4,,2.0,,,,78.5,,0.0,,,0.0,,,,,35.0,89.4,194.0,,,,,,25.8,56.0,45.0,,,,5.5,12.0,191.0,5.5,,11.9,,,2.15,,4.63,29.761,137.79343
Brenton Strange,TE,104.0,2000-12-27,Penn State,Big Ten,2023,2,,,0.141,0.141,0.0,0.0,0.0,0.0,,,,5.2,,6.0,,,,,,84.2,,,62.5,5.0,8.0,,,3.0,,1.0,,,,,,0.0,,,1.0,,,,,32.0,83.9,250.0,,,,,,43.6,130.0,38.0,,,,9.1,27.0,232.0,7.3,,11.3,,,1.45,,4.7,30.793,144.7271
Tucker Kraft,TE,40.0,2000-11-03,Wisconsin,Big Ten,2023,3,,,0.053,0.053,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,30.117,141.24873000000002
Darnell Washington,TE,48.0,2001-08-17,Georgia,SEC,2023,3,,,0.083,0.083,0.0,0.0,0.0,0.0,,,,10.8,,5.0,,,,,,65.1,,,40.0,2.0,5.0,,,6.7,,2.0,,,,127.9,,0.0,,,1.0,,,,,28.0,86.2,257.0,,,,,,28.9,86.0,43.0,,,,5.0,15.0,201.0,7.2,,16.2,,,1.77,,4.64,29.738,137.98432
Cameron Latu,TE,126.0,2000-02-24,Alabama,SEC,2023,3,,,0.124,0.124,0.0,0.0,0.0,0.0,,,,8.3,,4.0,,,,,,68.4,,,50.0,3.0,6.0,,,13.3,,4.0,,,,,,1.0,,,0.0,,,,,26.0,85.8,313.0,,,,,,19.2,70.0,38.0,,,,16.4,60.0,197.0,7.6,,15.7,,,1.31,,4.703,29.454,138.522162
Josh Whyle,TE,163.0,1999-09-08,Cincinnati,American,2023,5,2020.0,20.983,0.188,0.16,0.0,0.0,0.0,0.0,,,,8.5,,2.5,,,,,,73.7,,,68.75,3.0,5.5,,,5.15,,1.5,,,,52.4,,0.5,,,0.5,,,,,27.0,84.8,164.5,,,,,,42.15,79.5,37.0,,,,6.9,12.5,194.5,7.2,,12.65,,,2.26,,4.69,27.935,131.01515
Will Mallory,TE,71.0,1999-06-22,Miami (FL),ACC,2023,5,,,0.177,0.168,0.0,0.0,0.0,0.0,,,,6.9,,6.0,,,,,,71.2,,,38.5,5.0,13.0,,,4.5,,2.0,,,,,,1.0,,,1.0,,,,,42.0,83.0,322.0,,,,,,36.6,142.0,59.0,,,,3.6,14.0,301.0,7.2,,12.9,,,1.68,,4.54,28.338,128.65452000000002
Payne Durham,TE,159.0,2000-06-15,Purdue,Big Ten,2023,5,2022.0,22.212,0.226,0.226,0.0,0.0,0.001,0.001,,,,7.2,,9.0,,,,,,72.7,,,57.1,8.0,14.0,,,3.4,,2.0,,,,,,0.0,,,2.0,,,,,56.0,85.2,454.0,,,,,,57.2,305.0,77.0,,,,2.8,15.0,263.0,4.7,,10.0,,,1.23,,4.87,29.234,142.36958
Davis Allen,TE,181.0,2001-02-03,Clemson,ACC,2023,5,,,0.172,0.164,0.0,0.0,0.0,0.0,,,,9.1,,2.0,,,,,,76.5,,,91.7,11.0,12.0,,,2.5,,1.0,,,,90.6,,1.0,,,1.0,,,,,39.0,81.9,281.0,,,,,,45.5,156.0,51.0,,,,12.0,41.0,194.0,5.0,,11.4,,,1.58,,4.84,28.31,137.0204
Zack Kuntz,TE,141.0,1999-06-06,Old Dominion,Sun Belt,2023,7,2021.0,22.24,0.291,0.221,0.0,0.0,0.0,0.0,,,,10.1,,7.0,,,,,,65.2,,,44.4,8.0,18.0,,,5.2,,4.0,,,,127.8,,1.0,,,5.0,,,,,73.0,92.0,321.0,,,,,,66.5,232.0,112.0,,,,6.6,23.0,263.0,3.6,,9.5,,,2.16,,4.55,28.724,130.6942
Brayden Willis,TE,172.0,1999-11-11,Oklahoma,Big 12,2023,7,,,0.207,0.197,0.022,0.021,0.005,0.004,,,,6.8,,15.0,,,,,,66.1,,,37.5,3.0,8.0,,,7.1,,3.0,,,,68.6,,1.0,,,2.0,,,,,39.0,87.6,366.0,,,,,,48.8,204.0,59.0,,,,4.3,18.0,282.0,7.2,,12.9,,,1.37,,4.699,29.332,137.831068
Brock Bowers,TE,1.0,2002-12-13,Georgia,SEC,2024,1,2021.0,18.719,0.235,0.235,0.0,0.0,0.022,0.022,,,,7.65,,14.5,,,,,,78.9,,,41.85,5.0,11.0,,,4.25,,2.5,,,,85.6,,1.0,,,1.0,,,,,56.0,86.4,282.0,,,,,,47.15,154.0,71.0,,,,10.1,33.0,504.0,9.0,,14.3,,,2.83,,4.712,30.37,143.10344
Ben Sinnott,TE,28.0,2002-06-14,Kansas State,Big 12,2024,2,2023.0,21.216,0.208,0.197,0.0,0.0,0.0,0.0,,,,10.1,,13.0,,,,,,65.8,,,35.7,5.0,14.0,,,4.0,,2.0,,,,132.9,,1.0,,,3.0,,,,,48.0,87.8,332.0,,,,,,34.4,130.0,73.0,,,,6.1,23.0,326.0,6.8,,13.9,,,2.02,,4.68,30.428,142.40304
Tip Reiman,TE,140.0,2001-09-17,Illinois,Big Ten,2024,3,,,0.097,0.097,0.0,0.0,0.0,0.0,,,,6.0,,2.0,,,,,,79.2,,,25.0,1.0,4.0,,,0.0,,0.0,,,,100.3,,0.0,,,0.0,,,,,19.0,71.5,243.0,,,,,,32.6,111.0,24.0,,,,4.7,16.0,105.0,5.5,,10.7,,,0.84,,4.64,32.132,149.09247999999997
Ja'Tavion Sanders,TE,32.0,2003-03-27,Texas,Big 12,2024,4,2022.0,19.433,0.211,0.201,0.0,0.0,0.0,0.0,,,,8.2,,7.0,,,,,,75.0,,,53.3,8.0,15.0,,,6.9,,4.0,,,,0.0,,0.0,,,1.0,,,,,54.0,79.1,349.0,,,,,,26.1,115.0,72.0,,,,12.7,56.0,287.0,5.3,,11.4,,,1.76,,4.69,29.819,139.85111
Theo Johnson,TE,117.0,2001-02-26,Penn State,Big Ten,2024,4,,,0.178,0.178,0.0,0.0,0.0,0.0,,,,7.2,,2.0,,,,,,75.6,,,75.0,3.0,4.0,,,5.6,,2.0,,,,,,0.0,,,0.0,,,,,34.0,84.9,270.0,,,,,,38.1,121.0,45.0,,,,9.7,31.0,170.0,5.0,,10.0,,,1.26,,,,
Erick All,TE,47.0,2000-09-13,Iowa,Big Ten,2024,4,,,0.257,0.257,0.0,0.0,0.0,0.0,,,,8.7,,4.0,,,,,,61.8,,,33.3,2.0,6.0,,,16.0,,4.0,,,,,,1.0,,,0.0,,,,,21.0,94.2,114.0,,,,,,56.2,68.0,34.0,,,,0.0,0.0,128.0,6.1,,14.2,,,2.62,,4.743,30.671,145.472553
AJ Barner,TE,168.0,2002-05-03,Michigan,Big Ten,2024,4,,,0.132,0.132,0.0,0.0,0.0,0.0,,,,7.4,,3.0,,,,,,57.1,,,46.2,6.0,13.0,,,3.4,,1.0,,,,,,0.0,,,0.0,,,,,28.0,85.0,351.0,,,,,,49.2,203.0,49.0,,,,7.0,29.0,85.0,3.0,,7.1,,,0.57,,4.726,29.003,137.068178
Cade Stover,TE,70.0,2000-06-12,Ohio State,Big Ten,2024,4,,,0.178,0.178,0.0,0.0,0.0,0.0,,,,8.2,,8.0,,,,,,80.4,,,60.0,6.0,10.0,,,0.0,,0.0,,,,126.7,,1.0,,,1.0,,,,,41.0,84.7,282.0,,,,,,44.1,147.0,51.0,,,,8.1,27.0,284.0,6.9,,14.0,,,2.04,,4.65,30.062,139.78830000000002
Jared Wiley,TE,123.0,2000-11-02,Texas Christian,Big 12,2024,4,,,0.218,0.207,0.0,0.0,0.0,0.0,,,,6.8,,3.0,,,,,,72.3,,,40.0,2.0,5.0,,,2.1,,1.0,,,,,,0.0,,,4.0,,,,,47.0,86.3,322.0,,,,,,32.4,121.0,65.0,,,,6.2,23.0,301.0,6.4,,11.1,,,1.61,,4.62,28.772,132.92664
Tanner McLachlan,TE,154.0,1999-03-15,Arizona,Pac-12,2024,6,,,0.121,0.115,0.0,0.0,0.0,0.0,,,,6.9,,11.0,,,,,,81.8,,,44.4,4.0,9.0,,,0.0,,0.0,,,,,,0.0,,,3.0,,,,,45.0,78.7,389.0,,,,,,22.3,110.0,55.0,,,,7.5,37.0,282.0,6.3,,11.8,,,1.36,,4.61,28.931,133.37191
Jaheim Bell,TE,80.0,2001-06-14,Florida State,ACC,2024,7,2021.0,20.216,0.209,0.198,0.0,0.0,0.011,0.011,,,,6.8,,13.0,,,,,,73.2,,,50.0,1.0,2.0,,,3.2,,1.0,,,,167.6,,1.0,,,3.0,,,,,30.0,79.6,133.0,,,,,,36.5,61.0,41.0,,,,15.0,25.0,354.0,11.8,,16.3,,,3.67,,4.61,30.939,142.62879
