player_name,pos,rank,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
Devin Fuller,WR,533.0,1994-01-24,UCLA,Pac-12,2016,7,,,0.152,0.144,0.025,0.024,0.015,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charone Peake,WR,508.0,1992-10-16,Clemson,ACC,2016,7,,,0.153,0.146,0.0,0.0,0.0,0.0,,,,12.6,,4.0,,,,,,61.7,,,,0.0,0.0,,,9.1,,5.0,,,,,,0.0,,,3.0,,,,,50.0,95.4,370.0,,,,,,4.4,17.0,81.0,,,,95.6,371.0,269.0,5.4,,14.5,,,1.95,,4.45,26.831,119.39795
Kenny Lawler,WR,575.0,1994-06-25,California,Pac-12,2016,7,2014.0,20.186,0.215,0.204,0.0,0.0,0.001,0.001,,,,12.1,,3.0,,,,,,59.8,,,,0.0,0.0,,,10.3,,6.0,,,,0.0,,1.0,,,5.0,,,,,52.0,94.7,395.0,,,,,,1.2,5.0,87.0,,,,98.8,412.0,179.0,3.4,,12.7,,,1.67,,4.64,26.061,120.92304
Corey Davis,WR,47.0,1995-01-11,Western Michigan,MAC,2017,1,2013.0,18.639,0.442,0.309,0.003,0.002,0.001,0.001,,,,11.5,,15.0,,,,,,66.75,,,,0.0,0.0,,,8.2,,7.5,,,,33.0,,0.5,,,2.0,,,,,84.0,95.65,392.0,,,,,,20.45,83.5,126.0,,,,79.55,326.5,717.5,8.55,,17.05,,,3.64,,4.519,26.12,118.03628
Mike Williams,WR,32.0,1980-01-11,Nebraska,Big Ten,2017,1,2000.0,20.641,0.371,0.371,0.002,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,29.154,132.06762
John Ross,WR,111.0,1995-11-27,Washington,Pac-12,2017,1,2016.0,20.764,0.34,0.323,0.0,0.0,0.039,0.037,,,,12.2,,18.0,,,,,,65.9,,,,0.0,0.0,,,4.7,,4.0,,,,118.0,,3.0,,,1.0,,,,,81.0,95.4,374.0,,,,,,10.5,41.0,123.0,,,,89.3,350.0,385.0,4.8,,14.1,,,3.05,,4.22,26.218,110.63996
Zay Jones,WR,105.0,1995-03-30,East Carolina,American,2017,2,2015.0,20.424,0.371,0.316,0.019,0.017,0.008,0.006,,,,8.5,,24.0,,,,,,73.1,,,,0.0,0.0,,,3.7,,6.0,,,,40.1,,0.0,,,5.0,,,,,158.0,95.5,589.0,,,,,,30.8,190.0,216.0,,,,68.7,424.0,790.0,5.0,,11.0,,,2.96,,4.45,25.804,114.8278
Curtis Samuel,WR,53.0,1996-08-11,Ohio State,Big Ten,2017,2,2016.0,20.057,0.29,0.29,0.0,0.0,0.242,0.242,,,,9.0,,8.0,,,,,,75.5,,,,0.0,0.0,,,7.5,,6.0,,,,52.8,,0.0,,,3.0,,,,,74.0,91.8,313.0,,,,,,73.0,249.0,98.0,,,,7.3,25.0,455.0,6.1,,11.7,,,2.76,,4.31,27.333,117.80522999999998
JuJu Smith-Schuster,WR,35.0,1996-11-22,USC,Pac-12,2017,2,2015.0,18.773,0.319,0.303,0.0,0.0,0.003,0.003,,,,12.35,,10.5,,,,,,67.05,,,,0.0,0.0,,,7.3,,6.5,,,,17.45,,0.5,,,2.0,,,,,79.5,95.65,428.0,,,,,,15.65,70.0,118.5,,,,83.15,372.0,490.5,6.1,,14.7,,,2.77,,4.54,28.363,128.76802
Cooper Kupp,WR,87.0,1993-06-15,LAR,,2017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62,26.189,120.99318
Taywan Taylor,WR,126.0,1995-03-02,Western Kentucky,CUSA,2017,3,2015.0,20.501,0.386,0.27,0.0,0.0,0.007,0.005,,,,14.4,,12.0,,,,,,67.1,,,,0.0,0.0,,,7.5,,8.0,,,,51.6,,2.0,,,4.0,,,,,98.0,96.3,442.0,,,,,,16.6,76.0,146.0,,,,81.3,373.0,665.0,6.8,,17.7,,,3.91,,4.5,28.31,127.395
ArDarius Stewart,WR,134.0,1993-12-08,Alabama,SEC,2017,3,2016.0,22.732,0.291,0.291,0.006,0.006,0.009,0.009,,,,9.3,,18.0,,,,,,70.1,,,,0.0,0.0,,,6.9,,4.0,,,,190.5,,1.0,,,5.0,,,,,54.0,95.0,325.0,,,,,,21.9,75.0,77.0,,,,73.7,252.0,569.0,10.5,,15.6,,,2.6,,4.49,28.449,127.73601
Carlos Henderson,WR,184.0,1994-12-19,Louisiana Tech,CUSA,2017,3,2016.0,21.703,0.372,0.26,0.0,0.0,0.065,0.045,,,,15.2,,48.0,,,,,,59.9,,,,0.0,0.0,,,4.7,,4.0,,,,185.3,,0.0,,,7.0,,,,,82.0,97.1,431.0,,,,,,4.7,21.0,137.0,,,,95.0,422.0,785.0,9.6,,18.7,,,3.55,,4.46,27.752,123.77392
Chris Godwin,WR,51.0,1996-02-27,Penn State,Big Ten,2017,3,2015.0,19.51,0.324,0.324,0.0,0.0,0.003,0.003,,,,15.5,,9.0,,,,,,64.1,,,,0.0,0.0,,,7.8,,5.0,,,,45.0,,0.0,,,1.0,,,,,59.0,95.5,425.0,,,,,,1.6,7.0,92.0,,,,98.4,438.0,266.0,4.5,,16.6,,,2.31,,4.42,27.571,121.86382
Kenny Golladay,WR,136.0,1993-11-03,Northern Illinois,MAC,2017,3,2015.0,21.826,0.418,0.293,0.0,0.0,0.045,0.031,,,,13.95,,7.5,,,,,,58.95,,,,0.0,0.0,,,2.9,,2.5,,,,24.6,,1.5,,,2.5,,,,,80.0,96.5,417.0,,,,,,11.8,52.0,135.5,,,,87.95,379.0,349.5,4.5,,14.35,,,2.745,,4.5,26.533,119.3985
Amara Darboh,WR,155.0,1994-02-01,Michigan,Big Ten,2017,3,2014.0,20.58,0.331,0.331,0.0,0.0,0.0,0.0,,,,14.9,,7.0,,,,,,56.4,,,,0.0,0.0,,,9.5,,6.0,,,,,,0.0,,,1.0,,,,,57.0,97.0,352.0,,,,,,9.1,33.0,101.0,,,,90.9,330.0,312.0,5.5,,15.1,,,2.45,,4.45,27.473,122.25485
Dede Westbrook,WR,233.0,1993-11-21,Oklahoma,Big 12,2017,4,2016.0,22.779,0.382,0.363,0.0,0.0,0.016,0.016,,,,11.4,,20.0,,,,,,76.9,,,,0.0,0.0,,,4.8,,4.0,,,,77.6,,1.0,,,2.0,,,,,80.0,94.2,373.0,,,,,,13.9,55.0,104.0,,,,85.6,339.0,778.0,9.7,,19.0,,,4.07,,4.408,24.139,106.404712
Josh Reynolds,WR,216.0,1995-02-16,Texas A&M,SEC,2017,4,2014.0,19.54,0.397,0.397,0.0,0.0,0.0,0.0,,,,14.7,,4.0,,,,,,64.9,,,,0.0,0.0,,,9.0,,6.0,,,,,,0.0,,,4.0,,,,,61.0,95.5,445.0,,,,,,3.6,17.0,94.0,,,,96.4,449.0,300.0,4.9,,17.0,,,2.33,,4.52,24.246,109.59192
Mack Hollins,WR,166.0,1993-09-16,North Carolina,ACC,2017,4,2014.0,20.958,0.231,0.219,0.0,0.0,0.0,0.0,,,,20.1,,0.0,,,,,,58.8,,,,0.0,0.0,,,16.7,,6.0,,,,,,1.0,,,0.0,,,,,30.0,92.6,226.0,,,,,,8.6,21.0,51.0,,,,90.2,220.0,218.0,7.3,,24.8,,,3.3,,4.53,26.898,121.84794
Josh Malone,WR,132.0,1996-03-21,Tennessee,SEC,2017,4,2016.0,20.449,0.353,0.353,0.0,0.0,0.0,0.0,,,,15.9,,7.0,,,,,,67.6,,,,0.0,0.0,,,5.7,,3.0,,,,,,0.0,,,1.0,,,,,50.0,97.1,399.0,,,,,,10.7,44.0,74.0,,,,89.3,367.0,292.0,5.8,,19.4,,,2.44,,4.4,25.995,114.378
Ryan Switzer,WR,198.0,1994-11-04,North Carolina,ACC,2017,4,2016.0,21.826,0.246,0.234,0.0,0.0,0.004,0.004,,,,8.1,,9.0,,,,,,77.0,,,,0.0,0.0,,,3.0,,3.0,,,,0.0,,1.0,,,1.0,,,,,97.0,94.6,404.0,,,,,,86.9,371.0,126.0,,,,12.4,53.0,556.0,5.7,,11.5,,,2.76,,4.51,27.518,124.10618
Jehu Chesson,WR,287.0,1993-12-29,Michigan,Big Ten,2017,4,2015.0,21.673,0.338,0.338,0.0,0.0,0.075,0.075,,,,13.7,,3.0,,,,,,63.3,,,,0.0,0.0,,,9.1,,5.0,,,,81.9,,0.0,,,1.0,,,,,50.0,96.1,365.0,,,,,,29.2,111.0,79.0,,,,66.8,254.0,283.0,5.7,,15.3,,,2.1,,4.47,25.495,113.96265
Chad Hansen,WR,239.0,1995-01-18,California,Pac-12,2017,4,2016.0,21.621,0.294,0.279,0.0,0.0,0.0,0.0,,,,11.6,,7.0,,,,,,63.9,,,,0.0,0.0,,,4.2,,4.0,,,,,,0.0,,,2.0,,,,,92.0,93.4,399.0,,,,,,2.6,11.0,144.0,,,,97.0,414.0,445.0,4.8,,13.6,,,3.13,,4.53,25.932,117.47196
Shelton Gibson,WR,196.0,1994-03-20,West Virginia,Big 12,2017,5,2015.0,21.451,0.302,0.287,0.0,0.0,0.002,0.002,,,,19.9,,9.5,,,,,,52.4,,,,0.0,0.0,,,12.2,,5.5,,,,100.0,,0.0,,,2.0,,,,,40.0,94.75,360.0,,,,,,8.75,33.0,77.0,,,,91.25,347.0,266.0,6.8,,23.05,,,2.555,,4.5,26.636,119.862
Rodney Adams,WR,175.0,1994-09-15,South Florida,American,2017,5,2015.0,20.961,0.286,0.243,0.0,0.0,0.057,0.049,,,,10.45,,13.5,,,,,,66.25,,,,0.0,0.0,,,7.15,,4.0,,,,59.9,,3.0,,,3.5,,,,,57.0,95.35,320.0,,,,,,53.55,179.5,85.0,,,,46.0,154.5,605.0,10.9,,15.3,,,2.585,,4.44,24.933,110.70252
Isaiah McKenzie,WR,272.0,1995-04-09,Georgia,SEC,2017,5,2016.0,21.399,0.345,0.345,0.0,0.0,0.082,0.082,,,,9.1,,11.0,,,,,,67.7,,,,0.0,0.0,,,13.7,,7.0,,,,55.6,,0.0,,,1.0,,,,,44.0,95.2,219.0,,,,,,91.7,211.0,65.0,,,,7.8,18.0,429.0,9.8,,14.4,,,2.89,,4.42,27.093,119.75106
Robert Davis,WR,177.0,1995-04-02,Georgia State,Sun Belt,2017,6,2013.0,18.418,0.224,0.17,0.0,0.0,0.0,0.0,,,,12.4,,6.0,,,,,,63.5,,,,0.0,0.0,,,6.2,,4.0,,,,59.3,,2.0,,,0.0,,,,,61.0,94.3,509.0,,,,,,8.9,48.0,96.0,,,,90.9,491.0,337.0,5.5,,16.1,,,1.93,,4.44,27.37,121.52280000000002
Stacy Coley,WR,368.0,1994-05-13,Miami (FL),ACC,2017,7,2013.0,19.305,0.272,0.259,0.0,0.0,0.0,0.0,,,,12.5,,9.0,,,,,,62.4,,,,0.0,0.0,,,7.4,,5.0,,,,,,0.0,,,3.0,,,,,63.0,96.0,384.0,,,,,,44.5,178.0,101.0,,,,55.5,222.0,325.0,5.2,,12.0,,,1.96,,4.45,25.724,114.4718
Isaiah Ford,WR,251.0,1996-02-09,Virginia Tech,ACC,2017,7,2014.0,18.56,0.345,0.328,0.001,0.001,0.009,0.009,,,,14.1,,8.0,,,,,,58.6,,,,0.0,0.0,,,7.2,,6.0,,,,40.2,,0.5,,,2.5,,,,,77.0,95.05,459.5,,,,,,5.15,24.0,131.5,,,,94.85,459.0,344.0,4.45,,14.65,,,2.47,,4.61,25.592,117.97912
Noah Brown,WR,478.0,1996-01-06,Ohio State,Big Ten,2017,7,2016.0,20.654,0.207,0.207,0.0,0.0,0.0,0.0,,,,12.6,,8.0,,,,,,65.3,,,,0.0,0.0,,,8.6,,3.0,,,,,,0.0,,,0.0,,,,,32.0,93.8,242.0,,,,,,13.2,34.0,49.0,,,,86.4,223.0,98.0,3.1,,12.6,,,1.66,,4.579,28.5,130.5015
Malachi Dupre,WR,254.0,1995-10-12,LSU,SEC,2017,7,2014.0,18.888,0.323,0.323,0.0,0.0,0.0,0.0,,,,14.75,,3.0,,,,,,59.75,,,,0.0,0.0,,,8.5,,4.0,,,,117.0,,0.0,,,3.5,,,,,42.5,95.25,257.5,,,,,,65.3,176.0,71.5,,,,34.1,93.0,179.5,4.2,,15.25,,,2.52,,4.52,25.162,113.73224
D.J. Moore,WR,9.0,1987-03-22,Maryland,Big Ten,2018,1,2016.0,29.448,0.533,0.533,0.004,0.004,0.042,0.042,,,,3.4,,2.0,,,,,,72.7,,,,0.0,0.0,,,11.1,,1.0,,,,,,1.0,,,0.0,,,,,8.0,69.1,56.0,,,,,,19.8,16.0,11.0,,,,7.4,6.0,52.0,6.5,,8.6,,,1.23,,4.42,28.478,125.87276
Calvin Ridley,WR,22.0,1994-12-20,Alabama,SEC,2018,1,2015.0,20.698,0.29,0.29,0.0,0.0,0.001,0.001,,,,10.3,,7.5,,,,,,68.65,,,18.8,1.5,8.0,,,8.65,,7.0,,,,19.3,,0.0,,,1.5,,,,,76.0,95.8,387.0,,,,,,20.9,83.5,110.0,,,,78.0,316.5,479.0,6.3,,13.5,,,2.615,,4.43,25.63,113.5409
Courtland Sutton,WR,138.0,1995-10-10,SMU,American,2018,2,2015.0,19.893,0.369,0.313,0.0,0.0,0.01,0.008,,,,14.95,,13.0,,,,,,56.0,,,46.4,6.5,14.0,,,6.5,,5.0,,,,,,0.0,,,4.5,,,,,72.0,94.25,463.0,,,,,,18.0,88.0,128.5,,,,82.0,403.0,321.0,4.5,,16.15,,,2.53,,4.54,27.245,123.6923
Dante Pettis,WR,143.0,1995-10-23,Washington,Pac-12,2018,2,2016.0,20.86,0.316,0.3,0.006,0.006,0.01,0.01,,,,11.3,,6.0,,,,,,63.3,,,47.4,9.0,19.0,,,4.6,,3.0,,,,,,2.0,,,2.0,,,,,62.0,94.6,295.0,,,,,,15.4,48.0,98.0,,,,84.0,262.0,282.0,4.5,,12.2,,,2.57,,4.44,25.223,111.99012
Christian Kirk,WR,76.0,1996-11-18,Texas A&M,SEC,2018,2,2015.0,18.784,0.368,0.368,0.0,0.0,0.008,0.008,,,,10.2,,8.0,,,,,,63.4,,,42.9,9.0,21.0,,,7.8,,6.0,,,,,,0.0,,,2.0,,,,,71.0,94.8,400.0,,,,,,93.8,396.0,112.0,,,,2.8,12.0,381.0,5.4,,12.9,,,2.3,,4.47,28.837,128.90139
Anthony Miller,WR,164.0,1994-10-09,Tulane,American,2018,2,,,0.099,0.084,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.509,28.031,126.391779
James Washington,WR,123.0,1996-04-02,Oklahoma State,Big 12,2018,2,2011.0,15.414,0.23,0.219,0.0,0.0,0.006,0.005,,,,17.0,,3.0,,,,,,45.9,,,,0.0,0.0,,,6.7,,2.0,,,,10.3,,0.0,,,2.0,,,,,28.0,94.0,296.0,,,,,,5.7,18.0,61.0,,,,94.3,297.0,139.0,5.0,,16.3,,,1.54,,4.54,29.704,134.85616000000002
Michael Gallup,WR,90.0,1996-03-04,Colorado State,MWC,2018,3,2016.0,20.496,0.374,0.284,0.0,0.0,0.001,0.001,,,,12.65,,18.5,,,,,,64.6,,,54.3,9.5,17.5,,,6.2,,6.0,,,,73.1,,1.0,,,0.5,,,,,88.0,95.7,368.5,,,,,,12.8,47.5,137.5,,,,87.05,338.5,622.0,7.15,,15.4,,,3.76,,4.51,27.044,121.96844
Tre'Quan Smith,WR,119.0,1996-01-07,UCF,American,2018,3,2015.0,19.65,0.321,0.273,0.0,0.0,0.009,0.007,,,,14.0,,12.0,,,,,,63.9,,,54.5,6.0,11.0,,,9.2,,6.0,,,,,,0.0,,,1.5,,,,,59.0,95.75,446.0,,,,,,15.8,72.0,93.5,,,,84.2,394.0,337.5,5.7,,17.35,,,2.33,,,,
Keke Coutee,WR,151.0,1997-01-14,Texas Tech,Big 12,2018,4,2017.0,20.63,0.308,0.292,0.0,0.0,0.004,0.004,,,,8.3,,19.0,,,,,,76.9,,,20.0,3.0,15.0,,,7.9,,8.0,,,,,,0.0,,,1.0,,,,,93.0,95.1,462.0,,,,,,94.0,457.0,121.0,,,,5.3,26.0,775.0,8.3,,15.4,,,3.09,,4.43,25.968,115.03824
Antonio Callaway,WR,207.0,1997-01-09,Florida,SEC,2018,4,2015.0,18.642,0.214,0.214,0.013,0.013,0.03,0.03,,,,12.85,,6.0,,,,,,56.4,,,,0.0,0.0,,,9.7,,5.0,,,,11.35,,0.0,,,2.5,,,,,44.5,96.75,365.0,,,,,,18.1,72.0,78.0,,,,80.5,300.0,326.0,7.45,,16.4,,,1.94,,4.41,27.891,122.99931
DaeSean Hamilton,WR,172.0,1995-03-10,Penn State,Big Ten,2018,4,2014.0,19.48,0.254,0.254,0.0,0.0,0.0,0.0,,,,10.8,,14.0,,,,,,64.6,,,61.1,11.0,18.0,,,7.0,,4.0,,,,,,0.0,,,2.0,,,,,53.0,97.1,428.0,,,,,,98.4,434.0,82.0,,,,1.6,7.0,336.0,6.3,,16.3,,,2.02,,,,
Jaleel Scott,WR,487.0,1995-02-23,New Mexico State,Sun Belt,2018,4,2017.0,22.522,0.277,0.211,0.0,0.0,0.0,0.0,,,,14.2,,2.0,,,,,,62.3,,,51.4,18.0,35.0,,,7.3,,6.0,,,,,,1.0,,,3.0,,,,,76.0,96.8,579.0,,,,,,12.4,74.0,122.0,,,,87.6,524.0,201.0,2.6,,14.2,,,1.86,,4.56,25.848,117.86687999999998
J'Mon Moore,WR,197.0,1995-05-23,Missouri,SEC,2018,4,2015.0,20.277,0.276,0.276,0.0,0.0,0.0,0.0,,,,12.9,,11.5,,,,,,58.9,,,57.9,5.5,9.5,,,12.45,,9.0,,,,,,1.5,,,3.0,,,,,63.5,94.65,396.5,,,,,,1.8,7.5,109.5,,,,98.0,410.5,437.0,6.85,,16.35,,,2.63,,,,
Justin Watson,WR,127.0,1975-01-07,Auburn,SEC,2018,5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Lasley,WR,167.0,1996-11-13,UCLA,Pac-12,2018,5,2016.0,19.8,0.286,0.272,0.0,0.0,-0.002,-0.002,,,,12.8,,13.0,,,,,,66.3,,,54.2,13.0,24.0,,,15.9,,13.0,,,,,,0.0,,,3.0,,,,,69.0,96.2,401.0,,,,,,10.6,44.0,104.0,,,,89.2,372.0,505.0,7.3,,18.3,,,3.15,,4.5,26.78,120.51
Marquez Valdes-Scantling,WR,267.0,1994-10-10,South Florida,American,2018,5,2017.0,22.894,0.267,0.227,0.0,0.0,0.034,0.029,,,,15.8,,7.0,,,,,,57.0,,,45.0,9.0,20.0,,,14.5,,9.0,,,,0.0,,0.0,,,1.0,,,,,53.0,95.9,379.0,,,,,,24.8,98.0,93.0,,,,74.9,296.0,325.0,6.1,,16.5,,,2.31,,4.37,25.072,109.56464
Deon Cain,WR,214.0,1996-08-09,Clemson,ACC,2018,6,2017.0,21.062,0.288,0.273,0.0,0.0,0.0,0.0,,,,13.1,,9.0,,,,,,64.4,,,40.0,8.0,20.0,,,7.9,,5.0,,,,,,0.0,,,2.0,,,,,58.0,95.7,354.0,,,,,,3.5,13.0,90.0,,,,96.5,357.0,215.0,3.7,,12.7,,,2.07,,4.43,25.932,114.87876
Ray-Ray McCloud,WR,518.0,1996-10-15,Clemson,ACC,2018,6,,,0.106,0.1,0.0,0.0,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Cantrell,WR,500.0,1994-06-29,Texas Tech,Big 12,2018,6,,,0.194,0.184,0.0,0.0,0.027,0.026,,,,9.8,,12.0,,,,,,63.4,,,44.4,16.0,36.0,,,4.1,,3.0,,,,,,0.0,,,3.0,,,,,71.0,94.8,546.0,,,,,,17.0,98.0,112.0,,,,80.7,465.0,342.0,4.8,,11.5,,,1.49,,4.59,28.245,129.64455
Russell Gage,WR,585.0,1996-01-22,LSU,SEC,2018,6,,,0.142,0.142,0.0,0.0,0.063,0.063,,,,12.0,,0.0,,,,,,53.8,,,33.3,2.0,6.0,,,8.7,,2.0,,,,84.3,,0.0,,,0.0,,,,,21.0,96.0,194.0,,,,,,61.9,125.0,39.0,,,,32.7,66.0,33.0,1.6,,13.6,,,1.47,,,,
Equanimeous St. Brown,WR,158.0,1996-09-30,Notre Dame,Ind,2018,6,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,,0.0,,,,,,100.0,,,,0.0,0.0,,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,1.0,85.7,6.0,,,,,,14.3,1.0,1.0,,,,85.7,6.0,0.0,0.0,,8.0,,,1.33,,,,
Braxton Berrios,WR,527.0,1995-10-06,Miami (FL),ACC,2018,6,2017.0,21.906,0.281,0.267,0.003,0.003,0.0,0.0,,,,10.9,,8.0,,,,,,65.5,,,70.0,7.0,10.0,,,6.8,,4.0,,,,,,0.0,,,1.0,,,,,55.0,95.7,403.0,,,,,,97.1,409.0,84.0,,,,2.9,12.0,261.0,4.7,,12.4,,,1.69,,4.45,27.169,120.90205
Javon Wims,WR,484.0,1994-09-11,Georgia,SEC,2018,7,2017.0,22.973,0.282,0.282,0.0,0.0,0.0,0.0,,,,13.7,,10.0,,,,,,62.2,,,44.0,11.0,25.0,,,13.2,,7.0,,,,,,0.0,,,2.0,,,,,46.0,94.9,282.0,,,,,,17.2,51.0,74.0,,,,82.8,246.0,163.0,3.5,,15.7,,,2.57,,4.53,26.87,121.7211
Marcell Ateman,WR,453.0,1994-09-16,Oklahoma State,Big 12,2018,7,2017.0,22.96,0.222,0.211,0.0,0.0,0.0,0.0,,,,15.6,,5.0,,,,,,66.7,,,55.2,16.0,29.0,,,4.8,,3.0,,,,24.2,,1.0,,,1.0,,,,,60.0,92.4,330.0,,,,,,2.8,10.0,90.0,,,,97.2,347.0,336.0,5.6,,19.3,,,3.52,,4.62,26.289,121.45518
Richie James,WR,308.0,1995-09-05,Middle Tennessee State,CUSA,2018,7,2015.0,19.989,0.346,0.242,0.009,0.007,0.145,0.101,,,,9.6,,24.0,,,,,,65.2,,,,0.0,0.0,,,6.3,,7.0,,,,106.4,,0.0,,,5.0,,,,,105.0,93.2,519.0,,,,,,90.5,504.0,161.0,,,,4.7,26.0,875.0,8.3,,15.5,,,3.13,,4.48,26.255,117.6224
Auden Tate,WR,462.0,1997-02-03,Florida State,ACC,2018,7,2017.0,20.575,0.346,0.328,0.0,0.0,0.0,0.0,,,,13.4,,4.0,,,,,,59.7,,,66.7,12.0,18.0,,,4.8,,2.0,,,,,,0.0,,,5.0,,,,,40.0,95.3,306.0,,,,,,11.5,37.0,67.0,,,,88.2,283.0,124.0,3.1,,13.7,,,1.79,,4.68,27.034,126.51912
Austin Proehl,WR,556.0,1995-10-11,North Carolina,ACC,2018,7,,,0.128,0.122,0.001,0.001,0.0,0.0,,,,13.5,,7.0,,,,,,58.1,,,,0.0,0.0,,,10.4,,5.0,,,,,,0.0,,,1.0,,,,,43.0,94.6,365.0,,,,,,16.8,65.0,74.0,,,,82.1,317.0,159.0,3.7,,13.9,,,1.64,,,,
Trey Quinn,WR,421.0,1995-12-07,SMU,American,2018,7,2017.0,21.736,0.347,0.295,0.004,0.004,0.0,0.0,,,,8.2,,13.0,,,,,,74.0,,,57.1,12.0,21.0,,,1.7,,2.0,,,,,,0.0,,,4.0,,,,,114.0,95.0,472.0,,,,,,34.0,169.0,154.0,,,,65.4,325.0,552.0,4.8,,10.8,,,2.62,,4.55,28.31,128.8105
Marquise Brown,WR,16.0,1997-06-04,Oklahoma,Big 12,2019,1,2018.0,21.243,0.262,0.249,0.0,0.0,0.0,0.0,,,,12.7,,18.0,,,,,,72.8,,,33.3,3.0,9.0,,,8.5,,7.0,,,,23.4,,0.0,,,3.0,,,,,75.0,95.6,370.0,,,,,,23.0,89.0,103.0,,,,75.2,291.0,639.0,8.5,,17.6,,,3.56,,4.373,24.511,107.186603
N'Keal Harry,WR,49.0,1997-12-17,Arizona State,Pac-12,2019,1,2016.0,18.708,0.405,0.385,0.0,0.0,0.021,0.02,,,,10.4,,17.0,,,,,,64.6,,,51.4,19.0,37.0,,,6.4,,5.0,,,,,,1.0,,,1.0,,,,,73.0,94.8,402.0,,,,,,32.1,136.0,113.0,,,,66.5,282.0,515.0,7.1,,14.9,,,2.71,,4.53,29.27,132.5931
Deebo Samuel,WR,79.0,1996-01-15,South Carolina,SEC,2019,2,2018.0,22.628,0.296,0.296,0.017,0.017,0.007,0.007,,,,8.7,,21.0,,,,,,63.3,,,47.6,10.0,21.0,,,6.1,,4.0,,,,,,0.0,,,3.0,,,,,62.0,92.3,358.0,,,,,,19.8,77.0,98.0,,,,79.4,308.0,592.0,9.5,,14.2,,,2.46,,4.48,29.844,133.70112000000003
A.J. Brown,WR,10.0,1997-06-30,Georgia Southern,Sun Belt,2019,2,2017.0,20.172,0.328,0.25,0.0,0.0,0.0,0.0,,,,10.3,,20.0,,,,,,75.55,,,54.4,9.5,18.0,,,7.05,,6.0,,,,,,0.5,,,3.5,,,,,79.5,95.4,413.5,,,,,,78.2,334.5,105.5,,,,20.2,92.0,625.0,7.9,,16.15,,,3.1,,4.49,30.648,137.60952
Mecole Hardman,WR,201.0,1998-03-12,Georgia,SEC,2019,2,,,0.187,0.187,0.0,0.0,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,26.829,116.16957
JJ Arcega-Whiteside,WR,208.0,1996-12-31,Stanford,Pac-12,2019,2,2016.0,19.669,0.391,0.371,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parris Campbell,WR,69.0,1997-07-16,Ohio State,Big Ten,2019,2,2018.0,21.128,0.226,0.226,0.0,0.0,0.005,0.005,,,,4.7,,15.0,,,,,,82.0,,,71.4,5.0,7.0,,,5.2,,5.0,,,,,,0.0,,,1.0,,,,,91.0,93.6,309.0,,,,,,87.3,288.0,111.0,,,,11.5,38.0,809.0,8.9,,11.8,,,3.47,,4.31,27.8,119.818
Andy Isabella,WR,99.0,1996-11-18,Massachusetts,Ind,2019,2,,,0.001,0.001,0.0,0.0,0.008,0.005,,,,3.8,,0.0,,,,,,40.0,,,,0.0,0.0,,,50.0,,2.0,,,,93.3,,0.0,,,0.0,,,,,2.0,100.0,28.0,,,,,,28.6,8.0,5.0,,,,60.7,17.0,1.0,0.5,,3.5,,,0.25,,4.31,27.76,119.6456
