player_name,pos,rank,birth_date,team,conf,draft_year,Draft Capital,breakout_year,Breakout Age,DOM,DOM+,PDOM,PDOM+,RDOM,RDOM+,ADJ%,aimed_passes,attempts,aDOT,ATT,MTF,big_time_throws,breakaway_attempts,Break%,breakaway_yards,BTT%,REC%,Comp%,completions,CC%,contested_receptions,contested_targets,def_gen_pressures,designed_yards,Drop%,dropbacks,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,ELU,10+,FUM,gap_attempts,hit_as_threw,interceptions,passing_snaps,pressure_to_sack_rate,qb_rating,rec_yards,receptions,route_rate,routes,run_plays,sack_percent,sacks,scramble_yards,scrambles,Slot%,slot_snaps,targets,total_touches,turnover_worthy_plays,TWP%,Wide%,wide_snaps,yards_after_catch,YAC/R,yards_after_contact,Y/REC,YCO/A,ypa,Y/RR,zone_attempts,Speed,BMI,SpeedxBMI
C.J. Beathard,QB,134.0,1993-11-16,Iowa,Big Ten,2017,3,2015.0,21.791,0.0,0.0,0.988,0.988,0.086,0.086,72.7,297.5,334.5,7.85,2.8,10.0,13.5,0.5,6.8,28.5,3.9,,58.5,196.5,,,,158.5,66.0,9.35,396.0,19.5,0.0,2.5,51.5,6.4,10.0,5.0,1.5,8.0,7.5,413.5,18.9,87.45,0.0,0.0,,1.0,454.0,7.5,29.5,240.5,32.0,,,0.0,42.5,11.5,2.85,,,,,163.0,,2.085,7.0,0.0,1.0,4.791,28.115,134.69896500000002
Joshua Dobbs,QB,84.0,1995-01-26,Tennessee,SEC,2017,4,2014.0,19.598,0.019,0.019,0.957,0.957,0.349,0.349,72.4,344.0,360.0,8.6,2.8,33.0,16.0,14.0,47.1,485.0,4.3,,62.5,225.0,,,,153.0,780.0,9.6,418.0,24.0,0.0,25.0,467.0,120.3,33.0,10.0,47.0,2.0,12.0,430.0,16.3,99.3,4.0,1.0,,1.0,433.0,6.0,25.0,253.0,29.0,,,1.0,99.0,18.0,4.2,,,,,687.0,,5.41,8.2,4.0,34.0,4.64,26.995,125.2568
Nathan Peterman,QB,113.0,1994-05-04,Pitt,ACC,2017,5,2015.0,21.328,0.002,0.002,0.977,0.929,0.091,0.086,72.0,289.0,311.0,9.7,2.78,14.0,27.0,1.0,11.9,42.0,8.1,,59.5,185.0,,,,97.0,62.0,11.1,363.0,23.0,0.0,2.0,67.0,11.3,10.0,10.0,9.0,2.0,7.0,388.0,11.3,109.5,11.0,1.0,,2.0,478.0,3.0,11.0,291.0,37.0,,,1.0,35.0,18.0,4.6,,,,,184.0,,2.59,9.2,5.5,4.0,4.82,29.014,139.84748000000002
Brad Kaaya,QB,118.0,1995-09-03,Miami (FL),ACC,2017,6,2014.0,18.995,0.0,0.0,0.996,0.946,-0.014,-0.013,71.0,400.0,422.0,9.5,2.48,1.0,20.0,0.0,0.0,0.0,4.6,,61.8,261.0,,,,103.0,-15.0,8.1,452.0,23.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,5.0,7.0,469.0,23.3,102.9,0.0,0.0,,0.0,385.0,5.3,24.0,30.0,5.0,,,0.0,21.0,12.0,2.6,,,,,16.0,,0.62,8.4,,3.0,4.758,26.046,123.926868
Chad Kelly,QB,85.0,1994-03-26,Ole Miss,SEC,2017,7,2015.0,21.435,0.0,0.0,0.812,0.812,0.259,0.259,73.5,370.0,394.0,10.1,2.36,14.5,24.0,2.5,11.3,61.5,5.6,,63.65,251.5,,,,141.5,233.0,7.9,443.0,21.5,0.0,9.0,121.0,38.3,20.0,7.0,21.5,4.5,10.5,469.0,13.7,100.8,0.0,0.0,,1.0,267.0,4.3,19.0,295.5,29.0,,,0.0,49.0,19.5,4.2,,,,,257.5,,3.155,8.6,0.0,13.5,,,
Baker Mayfield,QB,4.0,1995-04-14,Oklahoma,Big 12,2018,1,2015.0,20.383,0.005,0.005,0.929,0.883,0.128,0.121,80.2,369.0,383.0,10.75,2.99,13.0,25.5,4.5,25.8,105.5,6.3,,70.5,270.0,,,,120.0,238.5,8.75,434.0,26.0,0.0,7.5,89.0,58.8,14.5,5.5,15.0,1.0,7.0,453.5,17.3,136.0,1.0,0.5,,2.5,463.0,4.75,21.0,137.0,25.0,,,0.5,52.0,12.5,2.7,,,,,179.5,,2.315,11.2,0.335,15.0,4.84,28.363,137.27692
Sam Darnold,QB,25.0,1997-06-05,USC,Pac-12,2018,1,2016.0,19.242,0.0,0.0,0.995,0.945,0.102,0.097,70.3,455.0,483.0,10.9,2.59,6.0,35.0,1.0,15.8,39.0,7.0,,62.7,303.0,,,,169.0,13.0,5.3,541.0,17.0,0.0,1.0,17.0,1.2,12.0,12.0,3.0,2.0,13.0,559.0,16.6,96.8,0.0,0.0,,1.0,463.0,5.2,28.0,234.0,27.0,,,0.0,38.0,30.0,5.4,,,,,116.0,,1.78,8.6,0.0,7.0,4.85,27.62,133.957
Josh Allen,QB,30.0,1991-10-30,Wyoming,MWC,2018,1,2003.0,11.838,0.074,0.057,0.033,0.025,0.029,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,28.101,133.47975
Josh Rosen,QB,38.0,1997-02-10,UCLA,Pac-12,2018,1,2015.0,18.554,0.0,0.0,0.914,0.868,0.031,0.029,72.4,437.5,471.5,9.15,2.625,1.0,28.5,0.0,0.0,0.0,5.75,,61.05,287.5,,,,159.0,9.0,9.15,502.5,29.0,0.0,0.0,6.0,0.0,4.5,7.5,0.5,2.0,10.5,526.5,13.1,93.95,0.0,0.0,,0.5,338.5,4.0,20.0,102.5,11.0,,,0.0,18.5,25.5,4.8,,,,,32.0,,1.07,7.9,0.0,7.0,4.92,27.507,135.33444
Lamar Jackson,QB,12.0,1997-01-07,Louisville,ACC,2018,1,2015.0,18.648,0.0,0.0,0.936,0.89,0.529,0.502,70.6,390.0,420.0,11.7,3.075,50.5,19.0,27.5,42.0,765.5,4.35,,57.5,241.5,,,,184.5,1327.0,12.35,510.0,34.0,0.0,34.0,567.5,65.5,62.5,10.5,61.5,3.0,9.5,531.0,21.4,98.85,0.0,0.0,,1.0,364.5,7.75,39.5,496.0,50.0,,,0.0,158.0,19.0,3.55,,,,,873.5,,4.21,8.55,0.0,85.5,4.777,27.73,132.46621000000002
