feature,mean_abs_shap,kind
DOM+,0.9667155153951917,base
Y/RR,0.893099862407702,base
YAC/R,0.4120748526399414,base
SpeedxBMI,0.38680600069213505,interaction
Drop Rate,0.2050315993022754,base
aDOT,0.12753369927292146,base
Breakout Age,0.1,base
CC%,0.01698051592186842,base
aYPTPA,0.0,base
EPA/P,0.0,base
