feature,mean_abs_shap,kind
DOM+,0.9262783124185973,base
Y/RR,0.915020418170842,base
SpeedxBMI,0.3862914938232172,interaction
YAC/R,0.36252003322900817,base
Drop Rate,0.2119138322785236,base
aDOT,0.15378605409021645,base
Breakout Age,0.1,base
CC%,0.01997120716349388,base
EPA/P,0.0,base
aYPTPA,0.0,base
