position,seed,n_subsets,subset_idx,model,cvR2_mean,TEST_R2,TEST_MAE,TEST_RMSE,n_features,bases,interactions,max_pred
TE,789,20,17,RF,0.5543627379427539,0.6594464983680497,1.6449706871595262,1.8786121869545693,10,DOM+|Breakout Age|Y/RR|Drop Rate|EPA/P|aYPTPA|YAC/R|aDOT|CC%,SpeedxBMI,11.907333333333384
TE,789,20,5,RF,0.5551184974048627,0.6578059577399099,1.6521040697674416,1.8831316484727372,10,DOM+|Drop Rate|Breakout Age|aYPTPA|CC%|YAC/R|aDOT|EPA/P|Y/RR,SpeedxBMI,11.999425000000038
TE,789,20,19,RF,0.55502874193413,0.6573443459626184,1.647429534883724,1.8844013707343772,10,DOM+|aYPTPA|Y/RR|aDOT|EPA/P|CC%|Drop Rate|YAC/R|Breakout Age,SpeedxBMI,11.981200000000046
TE,789,20,11,RF,0.5505669459279593,0.6572851265396538,1.6566895053506678,1.8845641994217075,10,DOM+|aDOT|Drop Rate|aYPTPA|CC%|YAC/R|Y/RR|Breakout Age|EPA/P,SpeedxBMI,11.875270531809365
TE,789,20,6,RF,0.5584307323952776,0.6558428297386785,1.6582983720930258,1.8885255786662674,10,DOM+|aDOT|aYPTPA|Breakout Age|YAC/R|CC%|Y/RR|EPA/P|Drop Rate,SpeedxBMI,11.85810000000006
TE,789,20,18,RF,0.5546799214422562,0.6527643967253967,1.6661936422319816,1.8969530605673899,9,DOM+|CC%|YAC/R|aDOT|Drop Rate|Y/RR|aYPTPA|Breakout Age,SpeedxBMI,11.891753271127023
TE,789,20,1,RF,0.5376244876107708,0.6505902746175156,1.6353675468871143,1.9028824238379274,6,DOM+|aYPTPA|Breakout Age|Drop Rate|Y/RR,SpeedxBMI,12.1792494525382
TE,789,20,8,RF,0.5386127654451366,0.6470489626013189,1.6442470718745144,1.9125010913929192,7,DOM+|EPA/P|Y/RR|CC%|Drop Rate|Breakout Age,SpeedxBMI,11.945550190056952
TE,789,20,10,RF,0.5409225866631656,0.6315712667660613,1.68224269604541,1.9539849156320928,8,DOM+|YAC/R|aYPTPA|aDOT|Y/RR|Breakout Age|EPA/P,SpeedxBMI,11.4131550253522
TE,789,20,4,Ridge,0.505858004832775,0.6301410283264726,1.6625145090369786,1.957773921643848,9,DOM+|aDOT|EPA/P|CC%|YAC/R|aYPTPA|Drop Rate|Y/RR,SpeedxBMI,13.006035450203857
TE,789,20,12,Ridge,0.5001286973267868,0.6185634144291983,1.6224800596032163,1.9881796917232821,7,DOM+|EPA/P|CC%|aDOT|Y/RR|Drop Rate,SpeedxBMI,12.646981784845106
TE,789,20,14,Ridge,0.5079084085650959,0.6179411739784928,1.6277688265583297,1.9898006973532016,5,DOM+|Y/RR|aYPTPA|Drop Rate,SpeedxBMI,12.625281545776247
TE,789,20,16,RF,0.4973367501589684,0.5659974675084396,1.8277743692572834,2.1207554520403784,8,DOM+|Breakout Age|aDOT|CC%|YAC/R|EPA/P|Drop Rate,SpeedxBMI,11.602202777777853
TE,789,20,3,Ridge,0.45016604969853613,0.5358589350143995,1.7990559110457858,2.1931556627109368,6,DOM+|aDOT|Drop Rate|aYPTPA|YAC/R,SpeedxBMI,13.65603276464864
TE,789,20,7,Ridge,0.4362848879335165,0.4942458440999381,1.8345733964702744,2.289360526521003,3,DOM+|Breakout Age,SpeedxBMI,12.947816789730396
