feature,mean_abs_shap,kind
DOM+,0.9517744370936307,base
Y/RR,0.8902901978700943,base
SpeedxBMI,0.4119910235342275,interaction
YAC/R,0.38408931145560493,base
Drop Rate,0.21500101582450576,base
aDOT,0.1474096508436401,base
Breakout Age,0.1,base
CC%,0.018911384978566065,base
aYPTPA,0.0,base
EPA/P,0.0,base
