Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Michael Crabtree,Texas Tech,Big 12,13.0,134.0,1962.0,14.6,22.0,150.9,0.0,0.0,,0.0,0.0,134.0,1962.0,14.6,22.0,AA
2.0,Jordy Nelson,Kansas State,Big 12,12.0,122.0,1606.0,13.2,11.0,133.8,3.0,-7.0,-2.3,0.0,-0.6,125.0,1599.0,12.8,11.0,AA
3.0,Donnie Avery,Houston,CUSA,13.0,91.0,1456.0,16.0,7.0,112.0,0.0,0.0,,0.0,0.0,91.0,1456.0,16.0,7.0,
4.0,Dante Love,Ball State,MAC,13.0,100.0,1398.0,14.0,10.0,107.5,35.0,192.0,5.5,1.0,14.8,135.0,1590.0,11.8,11.0,
5.0,Ryan Grice-Mullen,Hawaii,WAC,13.0,106.0,1372.0,12.9,13.0,105.5,2.0,2.0,1.0,0.0,0.2,108.0,1374.0,12.7,13.0,
6.0,Casey Fitzgerald,North Texas,Sun Belt,12.0,111.0,1322.0,11.9,12.0,110.2,0.0,0.0,,0.0,0.0,111.0,1322.0,11.9,12.0,
7.0,Davone Bess,Hawaii,WAC,13.0,108.0,1266.0,11.7,12.0,97.4,0.0,0.0,,0.0,0.0,108.0,1266.0,11.7,12.0,
8.0,Devin Thomas,Michigan State,Big Ten,13.0,79.0,1260.0,15.9,8.0,96.9,27.0,177.0,6.6,0.0,13.6,106.0,1437.0,13.6,8.0,
9.0,Danny Amendola,Texas Tech,Big 12,13.0,109.0,1245.0,11.4,6.0,95.8,0.0,0.0,,0.0,0.0,109.0,1245.0,11.4,6.0,
10.0,Brennan Marion,Tulsa,CUSA,14.0,39.0,1244.0,31.9,11.0,88.9,2.0,-8.0,-4.0,0.0,-0.6,41.0,1236.0,30.1,11.0,
11.0,Kenny Britt,Rutgers,Big East,13.0,62.0,1232.0,19.9,8.0,94.8,0.0,0.0,,0.0,0.0,62.0,1232.0,19.9,8.0,
12.0,Kevin Jurovich,San Jose State,WAC,12.0,85.0,1183.0,13.9,9.0,98.6,12.0,56.0,4.7,0.0,4.7,97.0,1239.0,12.8,9.0,
13.0,Brandon Gibson,Washington State,Pac-10,11.0,67.0,1180.0,17.6,9.0,107.3,0.0,0.0,,0.0,0.0,67.0,1180.0,17.6,9.0,
14.0,Jason Rivers,Hawaii,WAC,12.0,92.0,1174.0,12.8,13.0,97.8,0.0,0.0,,0.0,0.0,92.0,1174.0,12.8,13.0,
15.0,Mario Manningham,Michigan,Big Ten,12.0,72.0,1174.0,16.3,12.0,97.8,19.0,119.0,6.3,0.0,9.9,91.0,1293.0,14.2,12.0,
16.0,Jabari Arthur,Akron,MAC,12.0,86.0,1171.0,13.6,10.0,97.6,4.0,3.0,0.8,0.0,0.3,90.0,1174.0,13.0,10.0,
17.0,Stephen Williams,Toledo,MAC,12.0,73.0,1169.0,16.0,7.0,97.4,0.0,0.0,,0.0,0.0,73.0,1169.0,16.0,7.0,
18.0,Harry Douglas,Louisville,Big East,10.0,71.0,1159.0,16.3,7.0,115.9,5.0,11.0,2.2,0.0,1.1,76.0,1170.0,15.4,7.0,
19.0,Bryan Anderson,Central Michigan,MAC,14.0,90.0,1132.0,12.6,10.0,80.9,0.0,0.0,,0.0,0.0,90.0,1132.0,12.6,10.0,
20.0,Marko Mitchell,Nevada,WAC,13.0,53.0,1129.0,21.3,8.0,86.8,1.0,47.0,47.0,0.0,3.6,54.0,1176.0,21.8,8.0,
21.0,James Hardy,Indiana,Big Ten,13.0,79.0,1125.0,14.2,16.0,86.5,0.0,0.0,,0.0,0.0,79.0,1125.0,14.2,16.0,
22.0,Marcus Smith,New Mexico,MWC,13.0,91.0,1125.0,12.4,4.0,86.5,10.0,31.0,3.1,1.0,2.4,101.0,1156.0,11.4,5.0,
23.0,Tiquan Underwood,Rutgers,Big East,13.0,65.0,1100.0,16.9,7.0,84.6,0.0,0.0,,0.0,0.0,65.0,1100.0,16.9,7.0,
24.0,Trae Johnson,Tulsa,CUSA,14.0,70.0,1088.0,15.5,13.0,77.7,0.0,0.0,,0.0,0.0,70.0,1088.0,15.5,13.0,
25.0,Cortez Gent,Florida Atlantic,Sun Belt,12.0,64.0,1082.0,16.9,9.0,90.2,0.0,0.0,,0.0,0.0,64.0,1082.0,16.9,9.0,
26.0,Aaron Kelly,Clemson,ACC,13.0,88.0,1081.0,12.3,11.0,83.2,0.0,0.0,,0.0,0.0,88.0,1081.0,12.3,11.0,
27.0,Jarett Dillard,Rice,CUSA,12.0,79.0,1057.0,13.4,14.0,88.1,0.0,0.0,,0.0,0.0,79.0,1057.0,13.4,14.0,
28.0,Jeremy Maclin,Missouri,Big 12,14.0,80.0,1055.0,13.2,9.0,75.4,51.0,375.0,7.4,4.0,26.8,131.0,1430.0,10.9,13.0,AA
29.0,Jeremy Childs,Boise State,WAC,12.0,82.0,1045.0,12.7,9.0,87.1,0.0,0.0,,0.0,0.0,82.0,1045.0,12.7,9.0,
30.0,Steve Johnson,Kentucky,SEC,13.0,60.0,1041.0,17.4,13.0,80.1,0.0,0.0,,0.0,0.0,60.0,1041.0,17.4,13.0,
31.0,Mike Thomas,Arizona,Pac-10,12.0,83.0,1038.0,12.5,11.0,86.5,10.0,173.0,17.3,1.0,14.4,93.0,1211.0,13.0,12.0,
32.0,Travis Brown,New Mexico,MWC,13.0,76.0,1031.0,13.6,6.0,79.3,6.0,34.0,5.7,1.0,2.6,82.0,1065.0,13.0,7.0,
33.0,Charles Clay,Tulsa,CUSA,14.0,69.0,1024.0,14.8,7.0,73.1,57.0,304.0,5.3,1.0,21.7,126.0,1328.0,10.5,8.0,
34.0,Marcus Henry,Kansas,Big 12,13.0,54.0,1014.0,18.8,10.0,78.0,1.0,23.0,23.0,0.0,1.8,55.0,1037.0,18.9,10.0,
35.0,Kenneth Moore,Wake Forest,ACC,13.0,98.0,1011.0,10.3,5.0,77.8,44.0,316.0,7.2,3.0,24.3,142.0,1327.0,9.3,8.0,
36.0,Adarius Bowman,Oklahoma State,Big 12,11.0,67.0,1006.0,15.0,8.0,91.5,3.0,9.0,3.0,0.0,0.8,70.0,1015.0,14.5,8.0,
37.0,D.J. Hall,Alabama,SEC,13.0,67.0,1005.0,15.0,6.0,77.3,2.0,7.0,3.5,0.0,0.5,69.0,1012.0,14.7,6.0,
38.0,Antonio Brown,Central Michigan,MAC,14.0,102.0,1003.0,9.8,6.0,71.6,10.0,74.0,7.4,1.0,5.3,112.0,1077.0,9.6,7.0,
39.0,Lucas Taylor,Tennessee,SEC,13.0,73.0,1000.0,13.7,5.0,76.9,1.0,1.0,1.0,0.0,0.1,74.0,1001.0,13.5,5.0,
40.0,Travis Beckum,Wisconsin,Big Ten,13.0,75.0,982.0,13.1,6.0,75.5,4.0,6.0,1.5,0.0,0.5,79.0,988.0,12.5,6.0,
41.0,Jamarko Simmons,Western Michigan,MAC,12.0,84.0,980.0,11.7,6.0,81.7,6.0,1.0,0.2,0.0,0.1,90.0,981.0,10.9,6.0,
42.0,Brett Swain,San Diego State,MWC,12.0,58.0,973.0,16.8,5.0,81.1,1.0,3.0,3.0,0.0,0.3,59.0,976.0,16.5,5.0,
43.0,Matt Simon,Northern Illinois,MAC,12.0,52.0,969.0,18.6,5.0,80.8,2.0,17.0,8.5,0.0,1.4,54.0,986.0,18.3,5.0,
44.0,Kenny McKinley,South Carolina,SEC,12.0,77.0,968.0,12.6,9.0,80.7,5.0,15.0,3.0,0.0,1.3,82.0,983.0,12.0,9.0,
45.0,Freddie Barnes,Bowling Green,MAC,13.0,82.0,962.0,11.7,9.0,74.0,3.0,11.0,3.7,0.0,0.8,85.0,973.0,11.4,9.0,
46.0,Hakeem Nicks,North Carolina,ACC,12.0,74.0,958.0,12.9,5.0,79.8,1.0,-1.0,-1.0,0.0,-0.1,75.0,957.0,12.8,5.0,
47.0,Austin Collie,BYU,MWC,13.0,56.0,946.0,16.9,7.0,72.8,1.0,10.0,10.0,0.0,0.8,57.0,956.0,16.8,7.0,
48.0,Dorien Bryant,Purdue,Big Ten,13.0,87.0,936.0,10.8,8.0,72.0,14.0,85.0,6.1,0.0,6.5,101.0,1021.0,10.1,8.0,
49.0,Brian Robiskie,Ohio State,Big Ten,13.0,55.0,935.0,17.0,11.0,71.9,0.0,0.0,,0.0,0.0,55.0,935.0,17.0,11.0,
50.0,Rich Gunnell,Boston College,ACC,14.0,64.0,931.0,14.5,7.0,66.5,0.0,0.0,,0.0,0.0,64.0,931.0,14.5,7.0,
51.0,Darius Hill,Ball State,MAC,13.0,65.0,926.0,14.2,11.0,71.2,0.0,0.0,,0.0,0.0,65.0,926.0,14.2,11.0,
52.0,Jeremy Trimble,Army,Ind,12.0,62.0,912.0,14.7,7.0,76.0,3.0,9.0,3.0,0.0,0.8,65.0,921.0,14.2,7.0,
