Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards
1.0,Graham Harrell,Texas Tech,Big 12,13.0,512.0,713.0,71.8,5705.0,48.0,6.7,14.0,2.0,8.0,8.46,11.1,438.8,157.3,
2.0,Paul Smith,Tulsa,CUSA,14.0,327.0,544.0,60.1,5065.0,47.0,8.6,19.0,3.5,9.3,9.47,15.5,361.8,159.8,
3.0,Matt Ryan,Boston College,ACC,14.0,388.0,654.0,59.3,4507.0,31.0,4.7,19.0,2.9,6.9,6.53,11.6,321.9,127.0,H-7
4.0,Colt Brennan,Hawaii,WAC,12.0,359.0,510.0,70.4,4343.0,38.0,7.5,17.0,3.3,8.5,8.51,12.1,361.9,159.8,H-3
5.0,Chase Daniel,Missouri,Big 12,14.0,384.0,563.0,68.2,4306.0,33.0,5.9,11.0,2.0,7.6,7.94,11.2,307.6,147.9,H-4
6.0,Brian Brohm,Louisville,Big East,12.0,308.0,473.0,65.1,4024.0,30.0,6.3,12.0,2.5,8.5,8.63,13.1,335.3,152.4,
7.0,Chase Holbrook,New Mexico State,WAC,12.0,381.0,543.0,70.2,3866.0,26.0,4.8,18.0,3.3,7.1,6.59,10.1,322.2,139.1,
8.0,Max Hall,BYU,MWC,13.0,298.0,496.0,60.1,3848.0,26.0,5.2,12.0,2.4,7.8,7.72,12.9,296.0,137.7,
9.0,Curtis Painter,Purdue,Big Ten,13.0,356.0,569.0,62.6,3846.0,29.0,5.1,11.0,1.9,6.8,6.91,10.8,295.8,132.3,
10.0,Alex Brink,Washington State,Pac-10,12.0,305.0,503.0,60.6,3818.0,26.0,5.2,15.0,3.0,7.6,7.28,12.5,318.2,135.5,
11.0,Andre Woodson,Kentucky,SEC,13.0,327.0,518.0,63.1,3709.0,40.0,7.7,11.0,2.1,7.2,7.75,11.3,285.3,144.5,
12.0,Rusty Smith,Florida Atlantic,Sun Belt,13.0,281.0,479.0,58.7,3688.0,32.0,6.7,9.0,1.9,7.7,8.19,13.1,283.7,141.6,
13.0,Willie Tuitama,Arizona,Pac-10,12.0,327.0,524.0,62.4,3683.0,28.0,5.3,12.0,2.3,7.0,7.07,11.3,306.9,134.5,
14.0,Nate Davis,Ball State,MAC,13.0,270.0,478.0,56.5,3667.0,30.0,6.3,6.0,1.3,7.7,8.36,13.6,282.1,139.1,
15.0,C.J. Bacher,Northwestern,Big Ten,12.0,318.0,521.0,61.0,3656.0,19.0,3.6,19.0,3.6,7.0,6.11,11.5,304.7,124.7,
16.0,Dan Lefevour,Central Michigan,MAC,14.0,355.0,543.0,65.4,3652.0,27.0,5.0,13.0,2.4,6.7,6.64,10.3,260.9,133.5,
17.0,Erik Ainge,Tennessee,SEC,14.0,325.0,519.0,62.6,3522.0,31.0,6.0,10.0,1.9,6.8,7.11,10.8,251.6,135.5,
18.0,Todd Reesing,Kansas,Big 12,13.0,276.0,446.0,61.9,3486.0,33.0,7.4,7.0,1.6,7.8,8.59,12.6,268.2,148.8,
19.0,Chase Clement,Rice,CUSA,12.0,300.0,508.0,59.1,3377.0,29.0,5.7,16.0,3.1,6.6,6.37,11.3,281.4,127.4,
20.0,Josh Freeman,Kansas State,Big 12,12.0,316.0,499.0,63.3,3353.0,18.0,3.6,11.0,2.2,6.7,6.45,10.6,279.4,127.3,
21.0,Taylor Tharp,Boise State,WAC,13.0,289.0,423.0,68.3,3340.0,30.0,7.1,11.0,2.6,7.9,8.14,11.6,256.9,152.9,
22.0,Colt McCoy,Texas,Big 12,13.0,276.0,424.0,65.1,3303.0,22.0,5.2,18.0,4.2,7.8,6.92,12.0,254.1,139.2,
23.0,Tim Tebow,Florida,SEC,13.0,234.0,350.0,66.9,3286.0,32.0,9.1,6.0,1.7,9.4,10.45,14.0,252.8,172.5,"H-1,Maxwell,AA"
24.0,Tyler Sheehan,Bowling Green,MAC,13.0,303.0,476.0,63.7,3264.0,23.0,4.8,11.0,2.3,6.9,6.78,10.8,251.1,132.6,
25.0,Martin Hankins,Memphis,CUSA,11.0,261.0,428.0,61.0,3220.0,25.0,5.8,12.0,2.8,7.5,7.43,12.3,292.7,137.8,
26.0,Rudy Carpenter,Arizona State,Pac-10,13.0,246.0,398.0,61.8,3202.0,25.0,6.3,10.0,2.5,8.0,8.17,13.0,246.3,145.1,
27.0,Bernard Morris,Marshall,CUSA,12.0,253.0,398.0,63.6,3149.0,17.0,4.3,10.0,2.5,7.9,7.64,12.4,262.4,139.1,
28.0,Mike Teel,Rutgers,Big East,13.0,203.0,349.0,58.2,3147.0,20.0,5.7,13.0,3.7,9.0,8.49,15.5,242.1,145.4,
29.0,Ben Mauk,Cincinnati,Big East,12.0,235.0,386.0,60.9,3121.0,31.0,8.0,9.0,2.3,8.1,8.64,13.3,260.1,150.6,
30.0,Sam Bradford,Oklahoma,Big 12,14.0,237.0,341.0,69.5,3121.0,36.0,10.6,8.0,2.3,9.2,10.21,13.2,222.9,176.5,
31.0,Trevor Vittatoe,UTEP,CUSA,12.0,224.0,407.0,55.0,3101.0,25.0,6.1,7.0,1.7,7.6,8.07,13.8,258.4,135.9,
32.0,Kevin O'Connell,San Diego State,MWC,12.0,257.0,439.0,58.5,3063.0,15.0,3.4,8.0,1.8,7.0,6.84,11.9,255.3,124.8,
33.0,Kellen Lewis,Indiana,Big Ten,13.0,265.0,442.0,60.0,3043.0,28.0,6.3,10.0,2.3,6.9,7.13,11.5,234.1,134.2,
34.0,Adam Tafralis,San Jose State,WAC,12.0,251.0,400.0,62.8,3022.0,18.0,4.5,11.0,2.8,7.6,7.22,12.0,251.8,135.6,
35.0,Tim Hiller,Western Michigan,MAC,12.0,267.0,421.0,63.4,3021.0,20.0,4.8,15.0,3.6,7.2,6.52,11.3,251.8,132.2,
36.0,Cody Hawkins,Colorado,Big 12,13.0,263.0,463.0,56.8,3015.0,22.0,4.8,17.0,3.7,6.5,5.81,11.5,231.9,119.8,
37.0,Donovan Porterie,New Mexico,MWC,13.0,244.0,418.0,58.4,3006.0,15.0,3.6,9.0,2.2,7.2,6.94,12.3,231.2,126.3,
38.0,Cullen Harper,Clemson,ACC,13.0,282.0,433.0,65.1,2991.0,27.0,6.2,6.0,1.4,6.9,7.53,10.6,230.1,141.0,
39.0,Omar Haugabook,Troy,Sun Belt,12.0,291.0,475.0,61.3,2975.0,18.0,3.8,15.0,3.2,6.3,5.6,10.2,247.9,120.1,
40.0,Justin Willis,SMU,CUSA,12.0,242.0,414.0,58.5,2944.0,25.0,6.0,18.0,4.3,7.1,6.36,12.2,245.3,129.4,
41.0,Adam Weber,Minnesota,Big Ten,12.0,258.0,449.0,57.5,2895.0,24.0,5.3,19.0,4.2,6.4,5.61,11.2,241.3,120.8,
42.0,John Parker Wilson,Alabama,SEC,13.0,255.0,462.0,55.2,2846.0,18.0,3.9,12.0,2.6,6.2,5.77,11.2,218.9,114.6,
43.0,Blake Szymanski,Baylor,Big 12,11.0,264.0,461.0,57.3,2844.0,22.0,4.8,18.0,3.9,6.2,5.37,10.8,258.5,117.0,
44.0,Zac Robinson,Oklahoma State,Big 12,13.0,201.0,333.0,60.4,2824.0,23.0,6.9,9.0,2.7,8.5,8.65,14.0,217.2,149.0,
45.0,Brian Hoyer,Michigan State,Big Ten,13.0,223.0,376.0,59.3,2725.0,20.0,5.3,11.0,2.9,7.2,6.99,12.2,209.6,131.9,
46.0,Matt Grothe,South Florida,Big East,13.0,232.0,392.0,59.2,2670.0,14.0,3.6,14.0,3.6,6.8,5.92,11.5,205.4,121.0,
47.0,T.J. Yates,North Carolina,ACC,12.0,218.0,365.0,59.7,2655.0,14.0,3.8,18.0,4.9,7.3,5.82,12.2,221.3,123.6,
48.0,Tom Brandstater,Fresno State,WAC,13.0,211.0,337.0,62.6,2654.0,15.0,4.5,5.0,1.5,7.9,8.1,12.6,204.2,140.5,
49.0,Anthony Morelli,Penn State,Big Ten,13.0,234.0,402.0,58.2,2651.0,19.0,4.7,10.0,2.5,6.6,6.42,11.3,203.9,124.2,
50.0,Tyler Donovan,Wisconsin,Big Ten,13.0,193.0,333.0,58.0,2607.0,17.0,5.1,11.0,3.3,7.8,7.36,13.5,200.5,134.0,
51.0,Nate Longshore,California,Pac-10,12.0,230.0,384.0,59.9,2580.0,16.0,4.2,13.0,3.4,6.7,6.03,11.2,215.0,123.3,
52.0,Drew Willy,Buffalo,MAC,12.0,258.0,377.0,68.4,2572.0,15.0,4.0,6.0,1.6,6.8,6.9,10.0,214.3,135.7,
53.0,Matthew Stafford,Georgia,SEC,13.0,194.0,348.0,55.7,2523.0,19.0,5.5,10.0,2.9,7.3,7.05,13.0,194.1,128.9,
54.0,Andy Dalton,Texas Christian,MWC,13.0,222.0,371.0,59.8,2459.0,10.0,2.7,11.0,3.0,6.6,5.83,11.1,189.2,118.5,
55.0,Caleb Hanie,Colorado State,MWC,12.0,188.0,293.0,64.2,2455.0,18.0,6.1,15.0,5.1,8.4,7.3,13.1,204.6,144.6,
56.0,Daniel Raudabaugh,Miami (OH),MAC,11.0,209.0,382.0,54.7,2431.0,12.0,3.1,12.0,3.1,6.4,5.58,11.6,221.0,112.3,
57.0,Thaddeus Lewis,Duke,ACC,12.0,199.0,360.0,55.3,2430.0,21.0,5.8,10.0,2.8,6.8,6.67,12.2,202.5,125.7,
58.0,Sam Keller,Nebraska,Big 12,9.0,205.0,325.0,63.1,2422.0,14.0,4.3,10.0,3.1,7.5,6.93,11.8,269.1,133.7,
59.0,Matt Flynn,LSU,SEC,12.0,202.0,359.0,56.3,2407.0,21.0,5.8,11.0,3.1,6.7,6.5,11.9,200.6,125.8,
60.0,Giovanni Vizza,North Texas,Sun Belt,10.0,223.0,383.0,58.2,2388.0,17.0,4.4,20.0,5.2,6.2,4.77,10.7,238.8,114.8,
61.0,Todd Boeckman,Ohio State,Big Ten,13.0,191.0,299.0,63.9,2379.0,25.0,8.4,14.0,4.7,8.0,7.52,12.5,183.0,148.9,
62.0,Tyler Lorenzen,Connecticut,Big East,13.0,197.0,347.0,56.8,2367.0,13.0,3.7,6.0,1.7,6.8,6.79,12.0,182.1,123.0,
63.0,John David Booty,USC,Pac-10,10.0,215.0,340.0,63.2,2361.0,23.0,6.8,10.0,2.9,6.9,6.97,11.0,236.1,138.0,
64.0,Stephen McGee,Texas A&M,Big 12,13.0,211.0,364.0,58.0,2311.0,12.0,3.3,8.0,2.2,6.3,6.02,11.0,177.8,117.8,
65.0,Jake Christensen,Iowa,Big Ten,12.0,198.0,370.0,53.5,2269.0,17.0,4.6,6.0,1.6,6.1,6.32,11.5,189.1,116.9,
66.0,Case Keenum,Houston,CUSA,13.0,187.0,273.0,68.5,2259.0,14.0,5.1,10.0,3.7,8.3,7.65,12.1,173.8,147.6,
67.0,Corey Leonard,Arkansas State,Sun Belt,11.0,182.0,349.0,52.1,2235.0,16.0,4.6,15.0,4.3,6.4,5.39,12.3,203.2,112.5,
68.0,Zac Champion,Louisiana Tech,WAC,12.0,227.0,395.0,57.5,2221.0,13.0,3.3,10.0,2.5,5.6,5.14,9.8,185.1,110.5,
69.0,Riley Skinner,Wake Forest,ACC,11.0,236.0,326.0,72.4,2204.0,12.0,3.7,13.0,4.0,6.8,5.7,9.3,200.4,133.4,
70.0,Andrew Robinson,Syracuse,Big East,11.0,154.0,292.0,52.7,2192.0,13.0,4.5,7.0,2.4,7.5,7.32,14.2,199.3,125.7,
71.0,Jameel Sewell,Virginia,ACC,13.0,214.0,364.0,58.8,2176.0,12.0,3.3,9.0,2.5,6.0,5.52,10.2,167.4,114.9,
72.0,Colin Kaepernick,Nevada,WAC,11.0,133.0,247.0,53.8,2175.0,19.0,7.7,3.0,1.2,8.8,9.8,16.4,197.7,150.8,
