Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Kevin Smith,UCF,CUSA,14.0,450.0,2567.0,5.7,29.0,183.4,24.0,242.0,10.1,1.0,17.3,474.0,2809.0,5.9,30.0,"H-8,AA"
2.0,Matt Forte,Tulane,CUSA,12.0,361.0,2127.0,5.9,23.0,177.3,32.0,282.0,8.8,0.0,23.5,393.0,2409.0,6.1,23.0,
3.0,Ray Rice,Rutgers,Big East,13.0,380.0,2012.0,5.3,24.0,154.8,25.0,239.0,9.6,1.0,18.4,405.0,2251.0,5.6,25.0,
4.0,Darren McFadden,Arkansas,SEC,13.0,325.0,1830.0,5.6,16.0,140.8,21.0,164.0,7.8,1.0,12.6,346.0,1994.0,5.8,17.0,"H-2,AA,Camp"
5.0,Jonathan Stewart,Oregon,Pac-10,13.0,280.0,1722.0,6.2,11.0,132.5,22.0,145.0,6.6,2.0,11.2,302.0,1867.0,6.2,13.0,
6.0,Rashard Mendenhall,Illinois,Big Ten,13.0,262.0,1681.0,6.4,17.0,129.3,34.0,318.0,9.4,2.0,24.5,296.0,1999.0,6.8,19.0,
7.0,Eugene Jarvis,Kent State,MAC,12.0,279.0,1669.0,6.0,10.0,139.1,23.0,306.0,13.3,3.0,25.5,302.0,1975.0,6.5,13.0,
8.0,Jamaal Charles,Texas,Big 12,13.0,258.0,1619.0,6.3,18.0,124.5,17.0,199.0,11.7,0.0,15.3,275.0,1818.0,6.6,18.0,
9.0,Chris Wells,Ohio State,Big Ten,13.0,274.0,1609.0,5.9,15.0,123.8,5.0,21.0,4.2,0.0,1.6,279.0,1630.0,5.8,15.0,
10.0,Anthony Alridge,Houston,CUSA,13.0,259.0,1597.0,6.2,14.0,122.8,42.0,428.0,10.2,5.0,32.9,301.0,2025.0,6.7,19.0,
11.0,Damion Fletcher,Southern Mississippi,CUSA,13.0,295.0,1586.0,5.4,15.0,122.0,29.0,227.0,7.8,0.0,17.5,324.0,1813.0,5.6,15.0,
12.0,Justin Forsett,California,Pac-10,13.0,305.0,1546.0,5.1,15.0,118.9,22.0,202.0,9.2,0.0,15.5,327.0,1748.0,5.3,15.0,
13.0,Jalen Parmele,Toledo,MAC,12.0,276.0,1511.0,5.5,14.0,125.9,17.0,157.0,9.2,1.0,13.1,293.0,1668.0,5.7,15.0,
14.0,Chad Hall,Air Force,MWC,13.0,230.0,1478.0,6.4,15.0,113.7,50.0,524.0,10.5,1.0,40.3,280.0,2002.0,7.2,16.0,
15.0,Javon Ringer,Michigan State,Big Ten,13.0,245.0,1447.0,5.9,6.0,111.3,35.0,295.0,8.4,0.0,22.7,280.0,1742.0,6.2,6.0,
16.0,Kalvin McRae,Ohio,MAC,12.0,294.0,1434.0,4.9,19.0,119.5,29.0,275.0,9.5,1.0,22.9,323.0,1709.0,5.3,20.0,
17.0,Chris Johnson,East Carolina,CUSA,13.0,236.0,1423.0,6.0,17.0,109.5,37.0,528.0,14.3,6.0,40.6,273.0,1951.0,7.1,23.0,
18.0,Luke Lippincott,Nevada,WAC,13.0,267.0,1420.0,5.3,15.0,109.2,26.0,295.0,11.3,3.0,22.7,293.0,1715.0,5.9,18.0,
19.0,Calvin Dawson,Louisiana-Monroe,Sun Belt,12.0,281.0,1414.0,5.0,12.0,117.8,29.0,262.0,9.0,0.0,21.8,310.0,1676.0,5.4,12.0,
20.0,Tashard Choice,Georgia Tech,ACC,12.0,261.0,1379.0,5.3,10.0,114.9,14.0,107.0,7.6,0.0,8.9,275.0,1486.0,5.4,10.0,
21.0,Michael Hart,Michigan,Big Ten,10.0,265.0,1361.0,5.1,14.0,136.1,8.0,50.0,6.3,0.0,5.0,273.0,1411.0,5.2,14.0,
22.0,Pat White,West Virginia,Big East,13.0,197.0,1335.0,6.8,14.0,102.7,0.0,0.0,,0.0,0.0,197.0,1335.0,6.8,14.0,H-6
23.0,Knowshon Moreno,Georgia,SEC,13.0,248.0,1334.0,5.4,14.0,102.6,20.0,253.0,12.7,0.0,19.5,268.0,1587.0,5.9,14.0,
24.0,Rodney Kinlaw,Penn State,Big Ten,13.0,243.0,1329.0,5.5,10.0,102.2,21.0,128.0,6.1,0.0,9.8,264.0,1457.0,5.5,10.0,
25.0,LeSean McCoy,Pitt,Big East,12.0,276.0,1328.0,4.8,14.0,110.7,33.0,244.0,7.4,1.0,20.3,309.0,1572.0,5.1,15.0,
