feature,shap_mean_abs,kind
Y/RR,18.575819438559027,base
DOM+,8.494750772638492,base
SpeedxBMI,3.719984974620889,interaction
Y/REC,3.537395726579184,base
MTF,2.5880948892366726,base
Drop%,2.4617209874775856,base
CC%,2.3577094229319817,base
aDOT,2.141025236136327,base
REC%,2.027976213011715,base
Draft Capital,0.1,base
