feature,tree_feature_importance,kind
Y/RR,0.2966134831785128,base
Draft Capital,0.1,base
DOM+,0.08630175525898001,base
SpeedxBMI,0.0727192000617877,interaction
aDOT,0.047896413346283265,base
MTF,0.046026849976381824,base
Y/REC,0.04354106939398046,base
CC%,0.030790156909538135,base
