feature,shap_mean_abs,kind
Y/RR,19.48865360911916,base
DOM+,10.274980306817243,base
SpeedxBMI,3.9441776259030235,interaction
Y/REC,3.5609111832851834,base
YAC/R,3.0712174868151734,base
MTF,2.8556070154361417,base
Drop%,2.2932304014132017,base
aDOT,2.283332208874531,base
CC%,1.5260624207147193,base
Draft Capital,0.1,base
Breakout Age,0.1,base
