feature,tree_feature_importance,kind
Y/RR,0.24905338723429096,base
Draft Capital,0.1,base
SpeedxBMI,0.06809380551211927,interaction
Y/REC,0.05406923650196516,base
CC%,0.04866279377108251,base
DOM+,0.04657839156653452,base
YAC/R,0.03332705947580644,base
REC%,0.024304300715479853,base
aDOT,0.02191043501199602,base
Drop%,0.016850188444147554,base
Breakout Age,0.0142312544243281,base
MTF,0.01358937322856836,base
FUM,0.0007803761483192695,base
