Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Austin Collie,BYU,MWC,13.0,106.0,1538.0,14.5,15.0,118.3,10.0,77.0,7.7,0.0,5.9,116.0,1615.0,13.9,15.0,
2.0,Dez Bryant,Oklahoma State,Big 12,13.0,87.0,1480.0,17.0,19.0,113.8,0.0,0.0,,0.0,0.0,87.0,1480.0,17.0,19.0,AA
3.0,Dezmon Briscoe,Kansas,Big 12,13.0,92.0,1407.0,15.3,15.0,108.2,2.0,18.0,9.0,0.0,1.4,94.0,1425.0,15.2,15.0,
4.0,Naaman Roosevelt,Buffalo,MAC,14.0,104.0,1402.0,13.5,13.0,100.1,3.0,9.0,3.0,0.0,0.6,107.0,1411.0,13.2,13.0,
5.0,Kenny Britt,Rutgers,Big East,12.0,87.0,1371.0,15.8,7.0,114.3,7.0,75.0,10.7,1.0,6.3,94.0,1446.0,15.4,8.0,
6.0,James Casey,Rice,CUSA,13.0,111.0,1329.0,12.0,13.0,102.2,57.0,241.0,4.2,6.0,18.5,168.0,1570.0,9.3,19.0,
7.0,Jarett Dillard,Rice,CUSA,13.0,87.0,1310.0,15.1,20.0,100.8,0.0,0.0,,0.0,0.0,87.0,1310.0,15.1,20.0,
8.0,Jamarko Simmons,Western Michigan,MAC,13.0,104.0,1276.0,12.3,7.0,98.2,1.0,1.0,1.0,0.0,0.1,105.0,1277.0,12.2,7.0,
9.0,Mardy Gilyard,Cincinnati,Big East,14.0,81.0,1276.0,15.8,11.0,91.1,2.0,10.0,5.0,0.0,0.7,83.0,1286.0,15.5,11.0,
10.0,Chris Williams,New Mexico State,WAC,12.0,86.0,1271.0,14.8,9.0,105.9,1.0,0.0,0.0,0.0,0.0,87.0,1271.0,14.6,9.0,
11.0,Jeremy Maclin,Missouri,Big 12,14.0,102.0,1260.0,12.4,13.0,90.0,40.0,293.0,7.3,2.0,20.9,142.0,1553.0,10.9,15.0,AA
12.0,Hakeem Nicks,North Carolina,ACC,13.0,68.0,1222.0,18.0,12.0,94.0,5.0,34.0,6.8,1.0,2.6,73.0,1256.0,17.2,13.0,
13.0,Michael Crabtree,Texas Tech,Big 12,13.0,97.0,1165.0,12.0,19.0,89.6,2.0,1.0,0.5,0.0,0.1,99.0,1166.0,11.8,19.0,"H-5,AA"
14.0,Juaquin Iglesias,Oklahoma,Big 12,14.0,74.0,1150.0,15.5,10.0,82.1,1.0,7.0,7.0,0.0,0.5,75.0,1157.0,15.4,10.0,
15.0,Marko Mitchell,Nevada,WAC,13.0,61.0,1141.0,18.7,10.0,87.8,4.0,45.0,11.3,0.0,3.5,65.0,1186.0,18.2,10.0,
16.0,Quan Cosby,Texas,Big 12,13.0,92.0,1123.0,12.2,10.0,86.4,0.0,0.0,,0.0,0.0,92.0,1123.0,12.2,10.0,
17.0,Casey Fitzgerald,North Texas,Sun Belt,12.0,113.0,1119.0,9.9,6.0,93.3,4.0,47.0,11.8,0.0,3.9,117.0,1166.0,10.0,6.0,
18.0,Deandre Brown,Southern Mississippi,CUSA,13.0,67.0,1117.0,16.7,12.0,85.9,1.0,2.0,2.0,0.0,0.2,68.0,1119.0,16.5,12.0,
19.0,Rashaun Greer,Colorado State,MWC,13.0,63.0,1114.0,17.7,3.0,85.7,1.0,5.0,5.0,0.0,0.4,64.0,1119.0,17.5,3.0,
20.0,Brennan Marion,Tulsa,CUSA,13.0,43.0,1112.0,25.9,8.0,85.5,1.0,-6.0,-6.0,0.0,-0.5,44.0,1106.0,25.1,8.0,
21.0,Dennis Pitta,BYU,MWC,13.0,83.0,1083.0,13.0,6.0,83.3,0.0,0.0,,0.0,0.0,83.0,1083.0,13.0,6.0,
22.0,Golden Tate,Notre Dame,Ind,13.0,58.0,1080.0,18.6,10.0,83.1,5.0,37.0,7.4,1.0,2.8,63.0,1117.0,17.7,11.0,
23.0,Eric Decker,Minnesota,Big Ten,12.0,84.0,1074.0,12.8,7.0,89.5,11.0,87.0,7.9,1.0,7.3,95.0,1161.0,12.2,8.0,
24.0,Jordan Shipley,Texas,Big 12,13.0,89.0,1060.0,11.9,11.0,81.5,4.0,32.0,8.0,0.0,2.5,93.0,1092.0,11.7,11.0,
25.0,Arrelious Benn,Illinois,Big Ten,12.0,67.0,1055.0,15.7,3.0,87.9,23.0,101.0,4.4,2.0,8.4,90.0,1156.0,12.8,5.0,
26.0,Brandon Banks,Kansas State,Big 12,12.0,67.0,1049.0,15.7,9.0,87.4,7.0,126.0,18.0,1.0,10.5,74.0,1175.0,15.9,10.0,
27.0,Aldrick Robinson,SMU,CUSA,10.0,59.0,1047.0,17.7,11.0,104.7,0.0,0.0,,0.0,0.0,59.0,1047.0,17.7,11.0,
28.0,Kerry Meier,Kansas,Big 12,13.0,97.0,1045.0,10.8,8.0,80.4,2.0,-5.0,-2.5,0.0,-0.4,99.0,1040.0,10.5,8.0,
29.0,Ryan Wolfe,Nevada-Las Vegas,MWC,12.0,88.0,1040.0,11.8,6.0,86.7,14.0,91.0,6.5,1.0,7.6,102.0,1131.0,11.1,7.0,
30.0,Sammie Stroughter,Oregon State,Pac-10,13.0,70.0,1040.0,14.9,7.0,80.0,7.0,52.0,7.4,0.0,4.0,77.0,1092.0,14.2,7.0,
