Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards
1.0,Donald Brown,Connecticut,Big East,13.0,367.0,2083.0,5.7,18.0,160.2,21.0,125.0,6.0,0.0,9.6,388.0,2208.0,5.7,18.0,
2.0,Shonn Greene,Iowa,Big Ten,13.0,307.0,1850.0,6.0,20.0,142.3,8.0,49.0,6.1,0.0,3.8,315.0,1899.0,6.0,20.0,"H-6,AA"
3.0,Miquale Lewis,Ball State,MAC,14.0,322.0,1736.0,5.4,22.0,124.0,35.0,325.0,9.3,0.0,23.2,357.0,2061.0,5.8,22.0,
4.0,Javon Ringer,Michigan State,Big Ten,13.0,390.0,1637.0,4.2,22.0,125.9,28.0,190.0,6.8,0.0,14.6,418.0,1827.0,4.4,22.0,"H-10,AA"
5.0,Jahvid Best,California,Pac-10,12.0,194.0,1580.0,8.1,15.0,131.7,27.0,246.0,9.1,1.0,20.5,221.0,1826.0,8.3,16.0,
6.0,Kendall Hunter,Oklahoma State,Big 12,13.0,241.0,1555.0,6.5,16.0,119.6,22.0,198.0,9.0,1.0,15.2,263.0,1753.0,6.7,17.0,
7.0,Tarrion Adams,Tulsa,CUSA,14.0,247.0,1523.0,6.2,14.0,108.8,23.0,213.0,9.3,1.0,15.2,270.0,1736.0,6.4,15.0,
8.0,Vai Taua,Nevada,WAC,13.0,236.0,1521.0,6.4,15.0,117.0,30.0,243.0,8.1,3.0,18.7,266.0,1764.0,6.6,18.0,
9.0,LeSean McCoy,Pitt,Big East,13.0,308.0,1488.0,4.8,21.0,114.5,32.0,305.0,9.5,0.0,23.5,340.0,1793.0,5.3,21.0,
10.0,Gartrell Johnson III,Colorado State,MWC,13.0,278.0,1476.0,5.3,12.0,113.5,32.0,295.0,9.2,0.0,22.7,310.0,1771.0,5.7,12.0,
11.0,Knowshon Moreno,Georgia,SEC,13.0,250.0,1400.0,5.6,16.0,107.7,33.0,392.0,11.9,2.0,30.2,283.0,1792.0,6.3,18.0,
12.0,Jonathan Dwyer,Georgia Tech,ACC,13.0,200.0,1395.0,7.0,12.0,107.3,8.0,209.0,26.1,1.0,16.1,208.0,1604.0,7.7,13.0,
13.0,Glen Coffee,Alabama,SEC,14.0,233.0,1383.0,5.9,10.0,98.8,16.0,118.0,7.4,1.0,8.4,249.0,1501.0,6.0,11.0,
14.0,Tyrell Fenroy,Louisiana,Sun Belt,12.0,226.0,1375.0,6.1,19.0,114.6,24.0,259.0,10.8,0.0,21.6,250.0,1634.0,6.5,19.0,
15.0,Julian Edelman,Kent State,MAC,12.0,215.0,1370.0,6.4,13.0,114.2,1.0,11.0,11.0,0.0,0.9,216.0,1381.0,6.4,13.0,
16.0,Collin Mooney,Army,Ind,12.0,231.0,1339.0,5.8,8.0,111.6,9.0,59.0,6.6,0.0,4.9,240.0,1398.0,5.8,8.0,
17.0,James Starks,Buffalo,MAC,12.0,272.0,1333.0,4.9,16.0,111.1,52.0,361.0,6.9,1.0,30.1,324.0,1694.0,5.2,17.0,
18.0,Dennis Kennedy,Akron,MAC,12.0,239.0,1321.0,5.5,17.0,110.1,31.0,314.0,10.1,1.0,26.2,270.0,1635.0,6.1,18.0,
19.0,Damion Fletcher,Southern Mississippi,CUSA,12.0,219.0,1313.0,6.0,10.0,109.4,33.0,246.0,7.5,1.0,20.5,252.0,1559.0,6.2,11.0,
20.0,Devin Moore,Wyoming,MWC,12.0,249.0,1301.0,5.2,7.0,108.4,14.0,40.0,2.9,0.0,3.3,263.0,1341.0,5.1,7.0,
21.0,Noel Devine,West Virginia,Big East,13.0,206.0,1289.0,6.3,4.0,99.2,35.0,185.0,5.3,0.0,14.2,241.0,1474.0,6.1,4.0,
22.0,Darren Evans,Virginia Tech,ACC,14.0,287.0,1265.0,4.4,11.0,90.4,17.0,117.0,6.9,0.0,8.4,304.0,1382.0,4.5,11.0,
23.0,Jacquizz Rodgers,Oregon State,Pac-10,11.0,259.0,1253.0,4.8,11.0,113.9,29.0,247.0,8.5,1.0,22.5,288.0,1500.0,5.2,12.0,
24.0,Bryce Beall,Houston,CUSA,13.0,198.0,1247.0,6.3,13.0,95.9,34.0,496.0,14.6,4.0,38.2,232.0,1743.0,7.5,17.0,
25.0,Evan Royster,Penn State,Big Ten,13.0,191.0,1236.0,6.5,12.0,95.1,17.0,155.0,9.1,0.0,11.9,208.0,1391.0,6.7,12.0,
26.0,Curtis Steele,Memphis,CUSA,13.0,218.0,1223.0,5.6,7.0,94.1,8.0,187.0,23.4,0.0,14.4,226.0,1410.0,6.2,7.0,
27.0,Chris Brown,Oklahoma,Big 12,14.0,217.0,1220.0,5.6,20.0,87.1,15.0,109.0,7.3,1.0,7.8,232.0,1329.0,5.7,21.0,
28.0,Jeremiah Johnson,Oregon,Pac-10,13.0,168.0,1201.0,7.1,13.0,92.4,8.0,75.0,9.4,0.0,5.8,176.0,1276.0,7.3,13.0,
29.0,Chris Wells,Ohio State,Big Ten,10.0,207.0,1197.0,5.8,8.0,119.7,8.0,47.0,5.9,0.0,4.7,215.0,1244.0,5.8,8.0,
30.0,Charles Scott,LSU,SEC,13.0,217.0,1174.0,5.4,18.0,90.3,8.0,67.0,8.4,0.0,5.2,225.0,1241.0,5.5,18.0,
31.0,Curtis Brinkley,Syracuse,Big East,12.0,237.0,1164.0,4.9,7.0,97.0,14.0,81.0,5.8,0.0,6.8,251.0,1245.0,5.0,7.0,
32.0,Daniel Porter,Louisiana Tech,WAC,13.0,222.0,1164.0,5.2,9.0,89.5,12.0,181.0,15.1,1.0,13.9,234.0,1345.0,5.7,10.0,
33.0,P.J. Hill,Wisconsin,Big Ten,13.0,226.0,1161.0,5.1,13.0,89.3,7.0,72.0,10.3,0.0,5.5,233.0,1233.0,5.3,13.0,
34.0,Nic Grigsby,Arizona,Pac-10,13.0,214.0,1153.0,5.4,13.0,88.7,12.0,62.0,5.2,0.0,4.8,226.0,1215.0,5.4,13.0,
35.0,Toby Gerhart,Stanford,Pac-10,12.0,210.0,1136.0,5.4,15.0,94.7,13.0,114.0,8.8,0.0,9.5,223.0,1250.0,5.6,15.0,
36.0,Da'Rel Scott,Maryland,ACC,12.0,209.0,1133.0,5.4,8.0,94.4,21.0,171.0,8.1,0.0,14.3,230.0,1304.0,5.7,8.0,
37.0,Harvey Unga,BYU,MWC,13.0,240.0,1132.0,4.7,11.0,87.1,42.0,309.0,7.4,4.0,23.8,282.0,1441.0,5.1,15.0,
38.0,Kory Sheets,Purdue,Big Ten,12.0,234.0,1131.0,4.8,16.0,94.3,37.0,253.0,6.8,1.0,21.1,271.0,1384.0,5.1,17.0,
39.0,Colin Kaepernick,Nevada,WAC,13.0,161.0,1130.0,7.0,17.0,86.9,0.0,0.0,,0.0,0.0,161.0,1130.0,7.0,17.0,
40.0,Rodney Ferguson,New Mexico,MWC,11.0,223.0,1105.0,5.0,13.0,100.5,14.0,101.0,7.2,0.0,9.2,237.0,1206.0,5.1,13.0,
41.0,Darius Marshall,Marshall,CUSA,12.0,224.0,1095.0,4.9,5.0,91.3,16.0,98.0,6.1,0.0,8.2,240.0,1193.0,5.0,5.0,
42.0,Shun White,Navy,Ind,13.0,132.0,1092.0,8.3,8.0,84.0,4.0,92.0,23.0,1.0,7.1,136.0,1184.0,8.7,9.0,
43.0,Dujuan Harris,Troy,Sun Belt,13.0,210.0,1077.0,5.1,11.0,82.8,36.0,216.0,6.0,3.0,16.6,246.0,1293.0,5.3,14.0,
44.0,Reggie Arnold,Arkansas State,Sun Belt,12.0,197.0,1074.0,5.5,7.0,89.5,11.0,135.0,12.3,1.0,11.3,208.0,1209.0,5.8,8.0,
45.0,Michael Smith,Arkansas,SEC,10.0,207.0,1072.0,5.2,8.0,107.2,32.0,298.0,9.3,2.0,29.8,239.0,1370.0,5.7,10.0,
46.0,Vic Anderson,Louisville,Big East,12.0,183.0,1047.0,5.7,8.0,87.3,18.0,101.0,5.6,1.0,8.4,201.0,1148.0,5.7,9.0,
47.0,Derrick Washington,Missouri,Big 12,14.0,177.0,1036.0,5.9,17.0,74.0,29.0,277.0,9.6,2.0,19.8,206.0,1313.0,6.4,19.0,
48.0,Michael Desormeaux,Louisiana,Sun Belt,11.0,144.0,1035.0,7.2,5.0,94.1,0.0,0.0,,0.0,0.0,144.0,1035.0,7.2,5.0,
49.0,Brandon West,Western Michigan,MAC,12.0,204.0,1026.0,5.0,8.0,85.5,38.0,280.0,7.4,3.0,23.3,242.0,1306.0,5.4,11.0,
50.0,Joe Webb,UAB,CUSA,12.0,198.0,1021.0,5.2,11.0,85.1,0.0,0.0,,0.0,0.0,198.0,1021.0,5.2,11.0,
51.0,Charles Pierre,Florida Atlantic,Sun Belt,13.0,161.0,1014.0,6.3,8.0,78.0,1.0,5.0,5.0,0.0,0.4,162.0,1019.0,6.3,8.0,
52.0,Morgan Williams,Toledo,MAC,12.0,169.0,1010.0,6.0,6.0,84.2,13.0,76.0,5.8,0.0,6.3,182.0,1086.0,6.0,6.0,
53.0,Demarco Murray,Oklahoma,Big 12,13.0,179.0,1002.0,5.6,14.0,77.1,31.0,395.0,12.7,4.0,30.4,210.0,1397.0,6.7,18.0,
54.0,Legarrette Blount,Oregon,Pac-10,13.0,137.0,1002.0,7.3,17.0,77.1,2.0,2.0,1.0,0.0,0.2,139.0,1004.0,7.2,17.0,
55.0,Eric Kettani,Navy,Ind,13.0,190.0,982.0,5.2,4.0,75.5,3.0,14.0,4.7,0.0,1.1,193.0,996.0,5.2,4.0,
56.0,Pat White,West Virginia,Big East,12.0,191.0,974.0,5.1,8.0,81.2,0.0,0.0,,0.0,0.0,191.0,974.0,5.1,8.0,H-7
57.0,Cam Montgomery,North Texas,Sun Belt,12.0,170.0,928.0,5.5,9.0,77.3,18.0,118.0,6.6,0.0,9.8,188.0,1046.0,5.6,9.0,
58.0,Montel Harris,Boston College,ACC,13.0,179.0,900.0,5.0,5.0,69.2,20.0,160.0,8.0,1.0,12.3,199.0,1060.0,5.3,6.0,
59.0,Tyrell Sutton,Northwestern,Big Ten,9.0,184.0,890.0,4.8,6.0,98.9,35.0,305.0,8.7,2.0,33.9,219.0,1195.0,5.5,8.0,
60.0,John Clay,Wisconsin,Big Ten,13.0,155.0,884.0,5.7,9.0,68.0,1.0,2.0,2.0,0.0,0.2,156.0,886.0,5.7,9.0,
61.0,Anthony Dixon,Mississippi State,SEC,12.0,197.0,869.0,4.4,7.0,72.4,20.0,117.0,5.9,2.0,9.8,217.0,986.0,4.5,9.0,
62.0,Shaun Draughn,North Carolina,ACC,13.0,198.0,866.0,4.4,3.0,66.6,16.0,81.0,5.1,1.0,6.2,214.0,947.0,4.4,4.0,
63.0,Jay Finley,Baylor,Big 12,12.0,149.0,865.0,5.8,7.0,72.1,7.0,141.0,20.1,2.0,11.8,156.0,1006.0,6.4,9.0,
64.0,Andre Anderson,Tulane,CUSA,7.0,174.0,864.0,5.0,7.0,123.4,25.0,202.0,8.1,1.0,28.9,199.0,1066.0,5.4,8.0,
65.0,Jake Sharp,Kansas,Big 12,13.0,186.0,860.0,4.6,12.0,66.2,25.0,283.0,11.3,1.0,21.8,211.0,1143.0,5.4,13.0,
66.0,Robert Griffin III,Baylor,Big 12,12.0,173.0,843.0,4.9,13.0,70.3,1.0,0.0,0.0,0.0,0.0,174.0,843.0,4.8,13.0,
67.0,Graig Cooper,Miami (FL),ACC,13.0,171.0,841.0,4.9,4.0,64.7,29.0,113.0,3.9,1.0,8.7,200.0,954.0,4.8,5.0,
68.0,Anthony Harding,Fresno State,WAC,13.0,147.0,822.0,5.6,6.0,63.2,14.0,123.0,8.8,0.0,9.5,161.0,945.0,5.9,6.0,
69.0,Lonyae Miller,Fresno State,WAC,12.0,120.0,812.0,6.8,7.0,67.7,0.0,0.0,,0.0,0.0,120.0,812.0,6.8,7.0,
70.0,C.J. Ugokwe,Rice,CUSA,13.0,167.0,809.0,4.8,2.0,62.2,11.0,52.0,4.7,0.0,4.0,178.0,861.0,4.8,2.0,
71.0,Roy Helu Jr.,Nebraska,Big 12,13.0,125.0,803.0,6.4,7.0,61.8,25.0,266.0,10.6,0.0,20.5,150.0,1069.0,7.1,7.0,
72.0,Eugene Jarvis,Kent State,MAC,9.0,165.0,801.0,4.9,9.0,89.0,25.0,273.0,10.9,1.0,30.3,190.0,1074.0,5.7,10.0,
73.0,Antone Smith,Florida State,ACC,13.0,177.0,792.0,4.5,15.0,60.9,10.0,101.0,10.1,1.0,7.8,187.0,893.0,4.8,16.0,
74.0,Frank Goodin,Louisiana-Monroe,Sun Belt,11.0,182.0,783.0,4.3,5.0,71.2,25.0,277.0,11.1,2.0,25.2,207.0,1060.0,5.1,7.0,
75.0,Cedric Peerman,Virginia,ACC,11.0,153.0,774.0,5.1,7.0,70.4,44.0,193.0,4.4,0.0,17.5,197.0,967.0,4.9,7.0,
76.0,Andre Brown,North Carolina State,ACC,13.0,175.0,767.0,4.4,7.0,59.0,29.0,309.0,10.7,2.0,23.8,204.0,1076.0,5.3,9.0,
77.0,Ian Johnson,Boise State,WAC,13.0,150.0,766.0,5.1,13.0,58.9,22.0,229.0,10.4,0.0,17.6,172.0,995.0,5.8,13.0,
