feature,tree_feature_importance,kind
Draft Capital,0.1,base
DOM+,0.09517713359031318,base
Y/RR,0.08307858433871164,base
Breakout Age,0.061683386250512846,base
SpeedxBMI,0.041397429507629535,interaction
REC%,0.0203173621529168,base
Drop%,0.010960700164682922,base
YAC/R,0.009389804658848621,base
Y/REC,0.007135570851548808,base
CC%,0.0064340298759049275,base
MTF,0.0051356241437460134,base
aDOT,0.004625266413356369,base
FUM,0.0010050449004959622,base
