feature,tree_feature_importance,kind
Draft Capital,0.1,base
DOM+,0.09517713359031324,base
Y/RR,0.0830785843387116,base
Breakout Age,0.0616833862505128,base
SpeedxBMI,0.04139742950762955,interaction
REC%,0.020317362152916824,base
Drop%,0.010960700164682962,base
YAC/R,0.009389804658848642,base
Y/REC,0.007135570851548837,base
CC%,0.006434029875904918,base
MTF,0.005135624143746009,base
aDOT,0.0046252664133563616,base
FUM,0.0010050449004959557,base
