feature,shap_mean_abs,kind
DOM+,25.889529315360043,base
Y/RR,17.718638609114517,base
YAC/R,10.347964313670495,base
SpeedxBMI,6.309854562794731,interaction
REC%,5.949561809973314,base
Drop%,5.419831809803991,base
aDOT,4.054475507887986,base
MTF,3.8100990623296624,base
FUM,2.4689351473636654,base
Draft Capital,0.1,base
Breakout Age,0.1,base
