feature,tree_feature_importance,kind
DOM+,0.11801865787958774,base
Draft Capital,0.1,base
Y/RR,0.0949910363644889,base
Breakout Age,0.059619149927650154,base
YAC/R,0.02021579824800863,base
Drop%,0.017581793552630533,base
SpeedxBMI,0.015103104672667168,interaction
REC%,0.012081294792600254,base
aDOT,0.009496797889966898,base
MTF,0.007779558611119528,base
FUM,0.0014056819727554437,base
