feature,tree_feature_importance,kind
DOM+,0.11655275764581059,base
Draft Capital,0.1,base
Breakout Age,0.0741615085456185,base
YAC/R,0.03843777014055649,base
SpeedxBMI,0.026188066694535873,interaction
REC%,0.02177835166448389,base
aDOT,0.016603184829560077,base
Y/REC,0.014444568455478915,base
FUM,0.0024236618319576843,base
