feature,tree_feature_importance,kind
DOM+,0.11397233117011485,base
Draft Capital,0.1,base
Y/RR,0.09296745625954242,base
Breakout Age,0.05649939005798105,base
YAC/R,0.018521627691639883,base
Drop%,0.015971499082666287,base
SpeedxBMI,0.01566686344147259,interaction
REC%,0.012166756003084353,base
aDOT,0.008651352062446488,base
Y/REC,0.00794808857557836,base
CC%,0.007336138822491144,base
MTF,0.006745832879653161,base
FUM,0.0017253626861871568,base
