Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2021,Mississippi State,518.0,13.0,7.0,6.0,0.0,0.538,378.0,337.0,41.0,518.0,704.0,186.0,73.6,4918.0,37.0,9.0,5.3,1.3,147.0,7.0,7.46,9.5
2021,Alabama,380.0,15.0,13.0,2.0,0.0,0.867,598.0,302.0,296.0,380.0,571.0,191.0,66.5,5073.0,48.0,7.0,8.4,1.2,166.5,8.9,10.01,13.4
2021,Missouri,301.0,13.0,6.0,7.0,0.0,0.462,378.0,440.0,-62.0,301.0,454.0,153.0,66.3,3036.0,18.0,11.0,4.0,2.4,130.7,6.7,6.39,10.1
2021,Ole Miss,286.0,13.0,10.0,3.0,0.0,0.769,438.0,321.0,117.0,286.0,429.0,143.0,66.7,3573.0,21.0,7.0,4.9,1.6,149.5,8.3,8.57,12.5
2021,Auburn,267.0,13.0,6.0,7.0,0.0,0.462,368.0,283.0,85.0,267.0,453.0,186.0,58.9,3121.0,17.0,4.0,3.8,0.9,127.4,6.9,7.24,11.7
2021,Florida,265.0,13.0,6.0,7.0,0.0,0.462,399.0,348.0,51.0,265.0,416.0,151.0,63.7,3304.0,26.0,18.0,6.3,4.3,142.4,7.9,7.25,12.5
2021,Georgia,264.0,15.0,14.0,1.0,0.0,0.933,579.0,153.0,426.0,264.0,407.0,143.0,64.9,3778.0,39.0,12.0,9.6,2.9,168.6,9.3,9.87,14.3
2021,LSU,262.0,13.0,6.0,7.0,0.0,0.462,345.0,346.0,-1.0,262.0,443.0,181.0,59.1,3308.0,32.0,11.0,7.2,2.5,140.7,7.5,7.79,12.6
2021,Tennessee,243.0,13.0,7.0,6.0,0.0,0.538,511.0,378.0,133.0,243.0,376.0,133.0,64.6,3342.0,33.0,3.0,8.8,0.8,166.7,8.9,10.28,13.8
2021,Kentucky,242.0,13.0,10.0,3.0,0.0,0.769,420.0,282.0,138.0,242.0,366.0,124.0,66.1,2933.0,24.0,13.0,6.6,3.6,148.0,8.0,7.73,12.1
2021,Vanderbilt,226.0,12.0,2.0,10.0,0.0,0.167,189.0,430.0,-241.0,226.0,409.0,183.0,55.3,2272.0,13.0,14.0,3.2,3.4,105.6,5.6,4.65,10.1
2021,South Carolina,211.0,13.0,7.0,6.0,0.0,0.538,294.0,312.0,-18.0,211.0,360.0,149.0,58.6,2615.0,22.0,11.0,6.1,3.1,133.7,7.3,7.11,12.4
2021,Texas A&M,208.0,12.0,8.0,4.0,0.0,0.667,352.0,191.0,161.0,208.0,369.0,161.0,56.4,2503.0,19.0,13.0,5.1,3.5,123.3,6.8,6.23,12.0
2021,Arkansas,205.0,13.0,9.0,4.0,0.0,0.692,402.0,298.0,104.0,205.0,314.0,109.0,65.3,2781.0,22.0,5.0,7.0,1.6,159.6,8.9,9.54,13.6
2021,Purdue,407.0,13.0,9.0,4.0,0.0,0.692,378.0,291.0,87.0,407.0,576.0,169.0,70.7,4620.0,35.0,12.0,6.1,2.1,153.9,8.0,8.3,11.4
2021,Ohio State,349.0,13.0,11.0,2.0,0.0,0.846,594.0,296.0,298.0,349.0,494.0,145.0,70.6,4952.0,46.0,8.0,9.3,1.6,182.3,10.0,11.16,14.2
2021,Maryland,339.0,13.0,7.0,6.0,0.0,0.538,381.0,399.0,-18.0,339.0,489.0,150.0,69.3,3960.0,27.0,12.0,5.5,2.5,150.7,8.1,8.1,11.7
2021,Penn State,291.0,13.0,7.0,6.0,0.0,0.538,325.0,225.0,100.0,291.0,486.0,195.0,59.9,3491.0,25.0,10.0,5.1,2.1,133.1,7.2,7.29,12.0
2021,Michigan,248.0,14.0,12.0,2.0,0.0,0.857,501.0,243.0,258.0,248.0,395.0,147.0,62.8,3202.0,21.0,9.0,5.3,2.3,143.9,8.1,8.14,12.9
2021,Michigan State,243.0,13.0,11.0,2.0,0.0,0.846,414.0,329.0,85.0,243.0,400.0,157.0,60.8,3290.0,27.0,10.0,6.8,2.5,147.1,8.2,8.45,13.5
2021,Rutgers,231.0,13.0,5.0,8.0,0.0,0.385,256.0,333.0,-77.0,231.0,394.0,163.0,58.6,2238.0,9.0,10.0,2.3,2.5,108.8,5.7,4.99,9.7
2021,Iowa,222.0,14.0,10.0,4.0,0.0,0.714,328.0,269.0,59.0,222.0,404.0,182.0,55.0,2521.0,12.0,11.0,3.0,2.7,111.7,6.2,5.61,11.4
2021,Nebraska,215.0,12.0,3.0,9.0,0.0,0.25,335.0,272.0,63.0,215.0,342.0,127.0,62.9,3197.0,14.0,11.0,4.1,3.2,148.5,9.3,8.72,14.9
2021,Northwestern,208.0,12.0,3.0,9.0,0.0,0.25,199.0,348.0,-149.0,208.0,365.0,157.0,57.0,2128.0,13.0,14.0,3.6,3.8,110.0,5.8,4.82,10.2
2021,Indiana,199.0,12.0,2.0,10.0,0.0,0.167,207.0,399.0,-192.0,199.0,390.0,191.0,51.0,2106.0,9.0,15.0,2.3,3.8,96.3,5.4,4.13,10.6
2021,Wisconsin,177.0,13.0,9.0,4.0,0.0,0.692,330.0,210.0,120.0,177.0,300.0,123.0,59.0,2082.0,11.0,13.0,3.7,4.3,120.7,6.9,5.72,11.8
2021,Illinois,165.0,12.0,5.0,7.0,0.0,0.417,242.0,263.0,-21.0,165.0,322.0,157.0,51.2,1874.0,13.0,6.0,4.0,1.9,109.7,5.8,5.79,11.4
2021,Minnesota,152.0,13.0,9.0,4.0,0.0,0.692,331.0,225.0,106.0,152.0,257.0,105.0,59.1,2106.0,12.0,9.0,4.7,3.5,136.4,8.2,7.55,13.9
2021,Iowa State,313.0,13.0,7.0,6.0,0.0,0.538,407.0,267.0,140.0,313.0,446.0,133.0,70.2,3430.0,22.0,9.0,4.9,2.0,147.0,7.7,7.77,11.0
2021,West Virginia,290.0,13.0,6.0,7.0,0.0,0.462,328.0,310.0,18.0,290.0,446.0,156.0,65.0,3223.0,19.0,12.0,4.3,2.7,134.4,7.2,6.87,11.1
2021,Oklahoma,279.0,13.0,11.0,2.0,0.0,0.846,508.0,335.0,173.0,279.0,403.0,124.0,69.2,3425.0,32.0,9.0,7.9,2.2,162.4,8.5,9.08,12.3
2021,Oklahoma State,274.0,14.0,12.0,2.0,0.0,0.857,435.0,253.0,182.0,274.0,448.0,174.0,61.2,3246.0,23.0,13.0,5.1,2.9,133.2,7.2,6.97,11.8
2021,Texas Tech,246.0,13.0,7.0,6.0,0.0,0.538,394.0,392.0,2.0,246.0,389.0,143.0,63.2,3344.0,18.0,11.0,4.6,2.8,145.1,8.6,8.25,13.6
2021,Baylor,237.0,14.0,12.0,2.0,0.0,0.857,443.0,256.0,187.0,237.0,365.0,128.0,64.9,2843.0,24.0,7.0,6.6,1.9,148.2,7.8,8.24,12.0
2021,Texas,217.0,12.0,5.0,7.0,0.0,0.417,423.0,373.0,50.0,217.0,346.0,129.0,62.7,2705.0,29.0,10.0,8.4,2.9,150.3,7.8,8.19,12.5
2021,Kansas State,204.0,13.0,8.0,5.0,0.0,0.615,358.0,273.0,85.0,204.0,311.0,107.0,65.6,2589.0,14.0,7.0,4.5,2.3,145.9,8.3,8.21,12.7
2021,Texas Christian,200.0,12.0,5.0,7.0,0.0,0.417,344.0,419.0,-75.0,200.0,310.0,110.0,64.5,2875.0,19.0,6.0,6.1,1.9,158.8,9.3,9.63,14.4
2021,Kansas,195.0,12.0,2.0,10.0,0.0,0.167,249.0,506.0,-257.0,195.0,317.0,122.0,61.5,2218.0,15.0,10.0,4.7,3.2,129.6,7.0,6.52,11.4
