Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2020,Mississippi State,373.0,11.0,4.0,7.0,0.0,0.364,235.0,309.0,-74.0,373.0,557.0,184.0,67.0,3259.0,17.0,18.0,3.1,3.2,119.7,5.9,5.01,8.7
2020,Alabama,324.0,13.0,13.0,0.0,0.0,1.0,630.0,252.0,378.0,324.0,425.0,101.0,76.2,4656.0,42.0,4.0,9.9,0.9,199.0,11.0,12.51,14.4
2020,Florida,321.0,12.0,8.0,4.0,0.0,0.667,478.0,370.0,108.0,321.0,473.0,152.0,67.9,4543.0,46.0,10.0,9.7,2.1,176.4,9.6,10.6,14.2
2020,LSU,247.0,10.0,5.0,5.0,0.0,0.5,320.0,349.0,-29.0,247.0,421.0,174.0,58.7,3122.0,24.0,9.0,5.7,2.1,135.5,7.4,7.59,12.6
2020,Missouri,246.0,10.0,5.0,5.0,0.0,0.5,267.0,323.0,-56.0,246.0,363.0,117.0,67.8,2668.0,9.0,6.0,2.5,1.7,134.4,7.3,7.1,10.8
2020,Ole Miss,238.0,10.0,5.0,5.0,0.0,0.5,392.0,383.0,9.0,238.0,335.0,97.0,71.0,3449.0,30.0,14.0,9.0,4.2,178.7,10.3,10.21,14.5
2020,Auburn,216.0,11.0,6.0,5.0,0.0,0.545,276.0,272.0,4.0,216.0,362.0,146.0,59.7,2423.0,12.0,7.0,3.3,1.9,123.0,6.7,6.49,11.2
2020,Vanderbilt,192.0,9.0,0.0,9.0,0.0,0.0,133.0,336.0,-203.0,192.0,301.0,109.0,63.8,1979.0,13.0,11.0,4.3,3.7,126.0,6.6,5.79,10.3
2020,Texas A&M,190.0,10.0,9.0,1.0,0.0,0.9,326.0,217.0,109.0,190.0,302.0,112.0,62.9,2341.0,20.0,4.0,6.6,1.3,147.2,7.8,8.48,12.3
2020,Arkansas,183.0,10.0,3.0,7.0,0.0,0.3,257.0,349.0,-92.0,183.0,284.0,101.0,64.4,2402.0,20.0,6.0,7.0,2.1,154.5,8.5,8.92,13.1
2020,Tennessee,179.0,10.0,3.0,7.0,0.0,0.3,215.0,301.0,-86.0,179.0,285.0,106.0,62.8,2047.0,14.0,9.0,4.9,3.2,133.0,7.2,6.74,11.4
2020,Georgia,178.0,10.0,8.0,2.0,0.0,0.8,323.0,200.0,123.0,178.0,306.0,128.0,58.2,2499.0,19.0,11.0,6.2,3.6,140.1,8.2,7.79,14.0
2020,South Carolina,175.0,10.0,2.0,8.0,0.0,0.2,235.0,360.0,-125.0,175.0,295.0,120.0,59.3,1872.0,8.0,9.0,2.7,3.1,115.5,6.3,5.52,10.7
2020,Kentucky,145.0,11.0,5.0,6.0,0.0,0.455,240.0,285.0,-45.0,145.0,243.0,98.0,59.7,1336.0,7.0,5.0,2.9,2.1,111.2,5.5,5.15,9.2
2020,Rutgers,198.0,9.0,3.0,6.0,0.0,0.333,240.0,289.0,-49.0,198.0,316.0,118.0,62.7,1789.0,14.0,9.0,4.4,2.8,119.1,5.7,5.27,9.0
2020,Penn State,185.0,9.0,4.0,5.0,0.0,0.444,268.0,249.0,19.0,185.0,307.0,122.0,60.3,2304.0,17.0,9.0,5.5,2.9,135.7,7.5,7.29,12.5
2020,Purdue,176.0,6.0,2.0,4.0,0.0,0.333,163.0,179.0,-16.0,176.0,261.0,85.0,67.4,1854.0,15.0,4.0,5.7,1.5,143.0,7.1,7.56,10.5
2020,Northwestern,174.0,9.0,7.0,2.0,0.0,0.778,222.0,143.0,79.0,174.0,284.0,110.0,61.3,1781.0,12.0,8.0,4.2,2.8,122.3,6.3,5.85,10.2
2020,Indiana,168.0,8.0,6.0,2.0,0.0,0.75,231.0,162.0,69.0,168.0,292.0,124.0,57.5,2007.0,16.0,5.0,5.5,1.7,129.9,6.9,7.2,11.9
2020,Ohio State,158.0,8.0,7.0,1.0,0.0,0.875,328.0,206.0,122.0,158.0,225.0,67.0,70.2,2100.0,22.0,6.0,9.8,2.7,175.6,9.3,10.09,13.3
2020,Nebraska,156.0,8.0,3.0,5.0,0.0,0.375,185.0,235.0,-50.0,156.0,229.0,73.0,68.1,1521.0,5.0,9.0,2.2,3.9,123.3,6.6,5.31,9.8
2020,Iowa,141.0,8.0,6.0,2.0,0.0,0.75,254.0,128.0,126.0,141.0,248.0,107.0,56.9,1581.0,9.0,5.0,3.6,2.0,118.3,6.4,6.19,11.2
2020,Michigan State,132.0,7.0,2.0,5.0,0.0,0.286,126.0,246.0,-120.0,132.0,242.0,110.0,54.5,1672.0,11.0,12.0,4.5,5.0,117.7,6.9,5.59,12.7
2020,Wisconsin,124.0,7.0,4.0,3.0,0.0,0.571,176.0,122.0,54.0,124.0,202.0,78.0,61.4,1267.0,10.0,7.0,5.0,3.5,123.5,6.3,5.7,10.2
2020,Michigan,123.0,6.0,2.0,4.0,0.0,0.333,170.0,207.0,-37.0,123.0,213.0,90.0,57.7,1502.0,9.0,4.0,4.2,1.9,127.2,7.1,7.05,12.2
2020,Minnesota,107.0,7.0,3.0,4.0,0.0,0.429,191.0,211.0,-20.0,107.0,184.0,77.0,58.2,1394.0,7.0,5.0,3.8,2.7,128.9,7.6,7.11,13.0
2020,Maryland,98.0,5.0,2.0,3.0,0.0,0.4,118.0,160.0,-42.0,98.0,159.0,61.0,61.6,1320.0,9.0,9.0,5.7,5.7,138.7,8.3,6.89,13.5
2020,Illinois,91.0,8.0,2.0,6.0,0.0,0.25,161.0,279.0,-118.0,91.0,194.0,103.0,46.9,1223.0,10.0,4.0,5.2,2.1,112.7,6.3,6.41,13.4
2020,Texas Tech,259.0,10.0,4.0,6.0,0.0,0.4,291.0,367.0,-76.0,259.0,398.0,139.0,65.1,2667.0,18.0,11.0,4.5,2.8,130.8,6.7,6.36,10.3
2020,West Virginia,253.0,10.0,6.0,4.0,0.0,0.6,265.0,205.0,60.0,253.0,401.0,148.0,63.1,2775.0,16.0,4.0,4.0,1.0,132.4,6.9,7.27,11.0
2020,Iowa State,249.0,12.0,9.0,3.0,0.0,0.75,395.0,257.0,138.0,249.0,373.0,124.0,66.8,2896.0,20.0,9.0,5.4,2.4,144.8,7.8,7.75,11.6
2020,Oklahoma,249.0,11.0,9.0,2.0,0.0,0.818,473.0,239.0,234.0,249.0,362.0,113.0,68.8,3465.0,30.0,8.0,8.3,2.2,172.1,9.6,10.23,13.9
2020,Texas,208.0,10.0,7.0,3.0,0.0,0.7,427.0,285.0,142.0,208.0,345.0,137.0,60.3,2801.0,32.0,5.0,9.3,1.4,156.2,8.1,9.32,13.5
2020,Oklahoma State,207.0,11.0,8.0,3.0,0.0,0.727,332.0,258.0,74.0,207.0,341.0,134.0,60.7,2635.0,18.0,10.0,5.3,2.9,137.2,7.7,7.46,12.7
2020,Baylor,205.0,9.0,2.0,7.0,0.0,0.222,210.0,263.0,-53.0,205.0,331.0,126.0,61.9,1979.0,14.0,8.0,4.2,2.4,121.3,6.0,5.74,9.7
2020,Texas Christian,164.0,10.0,6.0,4.0,0.0,0.6,308.0,242.0,66.0,164.0,273.0,109.0,60.1,1963.0,11.0,5.0,4.0,1.8,130.1,7.2,7.17,12.0
2020,Kansas,155.0,9.0,0.0,9.0,0.0,0.0,142.0,414.0,-272.0,155.0,283.0,128.0,54.8,1389.0,7.0,10.0,2.5,3.5,97.1,4.9,3.81,9.0
2020,Kansas State,137.0,10.0,4.0,6.0,0.0,0.4,266.0,322.0,-56.0,137.0,247.0,110.0,55.5,1857.0,12.0,10.0,4.9,4.0,126.6,7.5,6.67,13.6
2020,Clemson,326.0,12.0,10.0,2.0,0.0,0.833,522.0,242.0,280.0,326.0,490.0,164.0,66.5,4182.0,31.0,6.0,6.3,1.2,156.7,8.5,9.25,12.8
2020,North Carolina State,252.0,12.0,8.0,4.0,0.0,0.667,363.0,350.0,13.0,252.0,401.0,149.0,62.8,3154.0,24.0,15.0,6.0,3.7,141.2,7.9,7.38,12.5
2020,Pitt,245.0,11.0,6.0,5.0,0.0,0.545,319.0,270.0,49.0,245.0,425.0,180.0,57.6,2857.0,14.0,12.0,3.3,2.8,119.3,6.7,6.11,11.7
2020,North Carolina,244.0,12.0,8.0,4.0,0.0,0.667,500.0,353.0,147.0,244.0,357.0,113.0,68.3,3617.0,31.0,8.0,8.7,2.2,177.6,10.1,10.86,14.8
2020,Boston College,242.0,11.0,6.0,5.0,0.0,0.545,306.0,312.0,-6.0,242.0,390.0,148.0,62.1,3126.0,23.0,8.0,5.9,2.1,144.7,8.0,8.27,12.9
2020,Miami (FL),239.0,11.0,8.0,3.0,0.0,0.727,374.0,297.0,77.0,239.0,381.0,142.0,62.7,3050.0,26.0,6.0,6.8,1.6,149.3,8.0,8.66,12.8
2020,Notre Dame,231.0,12.0,10.0,2.0,0.0,0.833,401.0,236.0,165.0,231.0,362.0,131.0,63.8,2849.0,15.0,3.0,4.1,0.8,141.9,7.9,8.33,12.3
2020,Virginia,221.0,10.0,5.0,5.0,0.0,0.5,307.0,296.0,11.0,221.0,379.0,158.0,58.3,2606.0,22.0,14.0,5.8,3.7,127.8,6.9,6.37,11.8
2020,Duke,220.0,11.0,2.0,9.0,0.0,0.182,273.0,419.0,-146.0,220.0,391.0,171.0,56.3,2449.0,11.0,19.0,2.8,4.9,108.4,6.3,4.64,11.1
2020,Louisville,202.0,11.0,4.0,7.0,0.0,0.364,325.0,293.0,32.0,202.0,314.0,112.0,64.3,2686.0,20.0,12.0,6.4,3.8,149.6,8.6,8.11,13.3
2020,Wake Forest,175.0,9.0,4.0,5.0,0.0,0.444,324.0,295.0,29.0,175.0,310.0,135.0,56.5,2533.0,14.0,5.0,4.5,1.6,136.8,8.2,8.35,14.5
2020,Syracuse,173.0,11.0,1.0,10.0,0.0,0.091,196.0,360.0,-164.0,173.0,336.0,163.0,51.5,1906.0,15.0,12.0,4.5,3.6,106.7,5.7,4.96,11.0
2020,Florida State,159.0,9.0,3.0,6.0,0.0,0.333,232.0,324.0,-92.0,159.0,292.0,133.0,54.5,1771.0,10.0,13.0,3.4,4.5,107.8,6.1,4.75,11.1
2020,Virginia Tech,158.0,11.0,5.0,6.0,0.0,0.455,342.0,353.0,-11.0,158.0,255.0,97.0,62.0,2207.0,13.0,6.0,5.1,2.4,146.8,8.7,8.62,14.0
2020,Georgia Tech,152.0,10.0,3.0,7.0,0.0,0.3,239.0,368.0,-129.0,152.0,283.0,131.0,53.7,1991.0,14.0,13.0,4.9,4.6,119.9,7.0,5.96,13.1
2020,USC,178.0,6.0,5.0,1.0,0.0,0.833,200.0,156.0,44.0,178.0,265.0,87.0,67.2,1916.0,17.0,7.0,6.4,2.6,143.8,7.2,7.32,10.8
2020,Stanford,145.0,6.0,4.0,2.0,0.0,0.667,176.0,190.0,-14.0,145.0,222.0,77.0,65.3,1724.0,7.0,3.0,3.2,1.4,138.3,7.8,7.79,11.9
2020,Oregon State,134.0,7.0,2.0,5.0,0.0,0.286,202.0,233.0,-31.0,134.0,233.0,99.0,57.5,1479.0,11.0,5.0,4.7,2.1,122.1,6.3,6.33,11.0
2020,UCLA,130.0,7.0,3.0,4.0,0.0,0.429,248.0,215.0,33.0,130.0,200.0,70.0,65.0,1571.0,18.0,6.0,9.0,3.0,154.7,7.9,8.31,12.1
2020,Oregon,121.0,7.0,4.0,3.0,0.0,0.571,219.0,198.0,21.0,121.0,191.0,70.0,63.4,1723.0,15.0,6.0,7.9,3.1,158.8,9.0,9.18,14.2
2020,Arizona,114.0,5.0,0.0,5.0,0.0,0.0,87.0,199.0,-112.0,114.0,189.0,75.0,60.3,1065.0,6.0,7.0,3.2,3.7,110.7,5.6,4.6,9.3
2020,Colorado,98.0,6.0,4.0,2.0,0.0,0.667,171.0,190.0,-19.0,98.0,178.0,80.0,55.1,1209.0,6.0,7.0,3.4,3.9,115.4,6.8,5.7,12.3
2020,Utah,95.0,5.0,3.0,2.0,0.0,0.6,151.0,130.0,21.0,95.0,156.0,61.0,60.9,1079.0,6.0,7.0,3.8,4.5,122.7,6.9,5.67,11.4
2020,Washington State,94.0,4.0,1.0,3.0,0.0,0.25,108.0,154.0,-46.0,94.0,152.0,58.0,61.8,1019.0,6.0,4.0,3.9,2.6,125.9,6.7,6.31,10.8
2020,California,85.0,4.0,1.0,3.0,0.0,0.25,81.0,106.0,-25.0,85.0,138.0,53.0,61.6,771.0,6.0,3.0,4.3,2.2,118.5,5.6,5.48,9.1
2020,Washington,68.0,4.0,3.0,1.0,0.0,0.75,121.0,100.0,21.0,68.0,111.0,43.0,61.3,906.0,4.0,3.0,3.6,2.7,136.3,8.2,7.67,13.3
2020,Arizona State,51.0,4.0,2.0,2.0,0.0,0.5,161.0,93.0,68.0,51.0,87.0,36.0,58.6,777.0,5.0,1.0,5.7,1.1,150.3,8.9,9.56,15.2
2020,Memphis,255.0,11.0,8.0,3.0,0.0,0.727,341.0,307.0,34.0,255.0,423.0,168.0,60.3,3387.0,31.0,10.0,7.3,2.4,147.0,8.0,8.41,13.3
2020,UCF,249.0,10.0,6.0,4.0,0.0,0.6,422.0,332.0,90.0,249.0,415.0,166.0,60.0,3574.0,32.0,4.0,7.7,1.0,155.9,8.6,9.72,14.4
2020,SMU,246.0,10.0,7.0,3.0,0.0,0.7,386.0,309.0,77.0,246.0,376.0,130.0,65.4,3180.0,23.0,6.0,6.1,1.6,153.5,8.5,8.96,12.9
2020,Cincinnati,197.0,10.0,9.0,1.0,0.0,0.9,375.0,168.0,207.0,197.0,295.0,98.0,66.8,2386.0,20.0,6.0,6.8,2.0,153.0,8.1,8.53,12.1
2020,South Florida,187.0,9.0,1.0,8.0,0.0,0.111,208.0,359.0,-151.0,187.0,313.0,126.0,59.7,1949.0,12.0,6.0,3.8,1.9,120.9,6.2,6.13,10.4
2020,East Carolina,176.0,9.0,3.0,6.0,0.0,0.333,272.0,319.0,-47.0,176.0,293.0,117.0,60.1,2066.0,19.0,9.0,6.5,3.1,134.6,7.1,6.97,11.7
