Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2024,Texas,357.0,16.0,13.0,3.0,0.0,0.813,528.0,245.0,283.0,357.0,541.0,184.0,66.0,4460.0,40.0,14.0,7.4,2.6,154.5,8.2,8.56,12.5
2024,LSU,344.0,13.0,9.0,4.0,0.0,0.692,396.0,316.0,80.0,344.0,534.0,190.0,64.4,4097.0,29.0,12.0,5.4,2.2,142.3,7.7,7.75,11.9
2024,Georgia,336.0,14.0,11.0,3.0,0.0,0.786,441.0,288.0,153.0,336.0,513.0,177.0,65.5,3934.0,29.0,13.0,5.7,2.5,143.5,7.7,7.66,11.7
2024,Ole Miss,295.0,13.0,10.0,3.0,0.0,0.769,502.0,187.0,315.0,295.0,434.0,139.0,68.0,4561.0,31.0,7.0,7.1,1.6,176.6,10.5,11.21,15.5
2024,Arkansas,255.0,13.0,7.0,6.0,0.0,0.538,402.0,325.0,77.0,255.0,414.0,159.0,61.6,3571.0,16.0,9.0,3.9,2.2,142.5,8.6,8.42,14.0
2024,Missouri,250.0,13.0,10.0,3.0,0.0,0.769,376.0,265.0,111.0,250.0,404.0,154.0,61.9,2926.0,14.0,5.0,3.5,1.2,131.7,7.2,7.38,11.7
2024,Tennessee,236.0,13.0,10.0,3.0,0.0,0.769,464.0,209.0,255.0,236.0,374.0,138.0,63.1,2875.0,21.0,7.0,5.6,1.9,142.5,7.7,7.97,12.2
2024,Oklahoma,235.0,13.0,6.0,7.0,0.0,0.462,312.0,280.0,32.0,235.0,373.0,138.0,63.0,2286.0,16.0,6.0,4.3,1.6,125.4,6.1,6.26,9.7
2024,Auburn,230.0,12.0,5.0,7.0,0.0,0.417,333.0,256.0,77.0,230.0,369.0,139.0,62.3,3167.0,27.0,13.0,7.3,3.5,151.5,8.6,8.46,13.8
2024,Alabama,226.0,13.0,9.0,4.0,0.0,0.692,439.0,226.0,213.0,226.0,354.0,128.0,63.8,3073.0,17.0,11.0,4.8,3.1,146.4,8.7,8.24,13.6
2024,South Carolina,224.0,13.0,9.0,4.0,0.0,0.692,396.0,235.0,161.0,224.0,342.0,118.0,65.5,2904.0,21.0,7.0,6.1,2.0,153.0,8.5,8.8,13.0
2024,Texas A&M,216.0,13.0,8.0,5.0,0.0,0.615,395.0,289.0,106.0,216.0,361.0,145.0,59.8,2734.0,19.0,11.0,5.3,3.0,134.7,7.6,7.25,12.7
2024,Mississippi State,215.0,12.0,2.0,10.0,0.0,0.167,310.0,409.0,-99.0,215.0,368.0,153.0,58.4,2871.0,19.0,8.0,5.2,2.2,136.6,7.8,7.86,13.4
2024,Florida,208.0,13.0,8.0,5.0,0.0,0.615,368.0,300.0,68.0,208.0,342.0,134.0,60.8,2934.0,18.0,14.0,5.3,4.1,142.1,8.6,7.79,14.1
2024,Vanderbilt,179.0,13.0,7.0,6.0,0.0,0.538,355.0,304.0,51.0,179.0,304.0,125.0,58.9,2322.0,21.0,4.0,6.9,1.3,143.2,7.6,8.43,13.0
2024,Kentucky,167.0,12.0,4.0,8.0,0.0,0.333,247.0,265.0,-18.0,167.0,312.0,145.0,53.5,2218.0,15.0,17.0,4.8,5.4,118.2,7.1,5.62,13.3
2024,Oregon,335.0,14.0,13.0,1.0,0.0,0.929,488.0,272.0,216.0,335.0,460.0,125.0,72.8,3913.0,30.0,6.0,6.5,1.3,163.2,8.5,9.22,11.7
2024,USC,335.0,13.0,7.0,6.0,0.0,0.538,392.0,313.0,79.0,335.0,534.0,199.0,62.7,3795.0,29.0,15.0,5.4,2.8,134.7,7.1,6.93,11.3
2024,Ohio State,325.0,16.0,14.0,2.0,0.0,0.875,571.0,206.0,365.0,325.0,455.0,130.0,71.4,4208.0,37.0,10.0,8.1,2.2,171.6,9.2,9.89,12.9
