Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2004,Florida,243.0,12.0,7.0,5.0,0.0,0.583,382.0,253.0,129.0,243.0,407.0,164.0,59.7,3253.0,29.0,12.0,7.1,2.9,144.5,8.0,8.09,13.4
2004,Auburn,211.0,13.0,13.0,0.0,0.0,1.0,417.0,147.0,270.0,211.0,308.0,97.0,68.5,3086.0,25.0,9.0,8.1,2.9,173.6,10.0,10.33,14.6
2004,Tennessee,210.0,13.0,10.0,3.0,0.0,0.769,378.0,295.0,83.0,210.0,376.0,166.0,55.9,2775.0,27.0,15.0,7.2,4.0,133.6,7.4,7.02,13.2
2004,Georgia,201.0,12.0,10.0,2.0,0.0,0.833,335.0,198.0,137.0,201.0,363.0,162.0,55.4,2972.0,24.0,5.0,6.6,1.4,143.2,8.2,8.89,14.8
2004,Kentucky,193.0,11.0,2.0,9.0,0.0,0.182,173.0,341.0,-168.0,193.0,353.0,160.0,54.7,1845.0,9.0,11.0,2.5,3.1,100.8,5.2,4.33,9.6
2004,LSU,179.0,12.0,9.0,3.0,0.0,0.75,344.0,205.0,139.0,179.0,319.0,140.0,56.1,2421.0,19.0,10.0,6.0,3.1,133.2,7.6,7.37,13.5
2004,Ole Miss,178.0,11.0,4.0,7.0,0.0,0.364,215.0,278.0,-63.0,178.0,350.0,172.0,50.9,2113.0,7.0,13.0,2.0,3.7,100.7,6.0,4.77,11.9
2004,Vanderbilt,169.0,11.0,2.0,9.0,0.0,0.182,212.0,286.0,-74.0,169.0,285.0,116.0,59.3,2049.0,10.0,5.0,3.5,1.8,127.8,7.2,7.1,12.1
2004,Arkansas,162.0,11.0,5.0,6.0,0.0,0.455,328.0,270.0,58.0,162.0,286.0,124.0,56.6,2316.0,19.0,13.0,6.6,4.5,137.5,8.1,7.38,14.3
2004,South Carolina,159.0,11.0,6.0,5.0,0.0,0.545,243.0,229.0,14.0,159.0,280.0,121.0,56.8,2202.0,13.0,15.0,4.6,5.4,127.5,7.9,6.38,13.8
