Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2001,Northwestern,254.0,11.0,4.0,7.0,0.0,0.364,320.0,378.0,-58.0,254.0,443.0,189.0,57.3,2828.0,21.0,11.0,4.7,2.5,121.6,6.4,6.21,11.1
2001,Illinois,211.0,11.0,10.0,2.0,0.0,0.833,356.0,238.0,118.0,211.0,382.0,171.0,55.2,3025.0,24.0,14.0,6.3,3.7,135.2,7.9,7.53,14.3
2001,Michigan State,208.0,11.0,7.0,5.0,0.0,0.583,330.0,276.0,54.0,208.0,355.0,147.0,58.6,3134.0,24.0,10.0,6.8,2.8,149.4,8.8,8.91,15.1
2001,Purdue,206.0,11.0,6.0,6.0,0.0,0.5,223.0,245.0,-22.0,206.0,402.0,196.0,51.2,2246.0,11.0,13.0,2.7,3.2,100.7,5.6,4.68,10.9
2001,Michigan,195.0,11.0,8.0,4.0,0.0,0.667,303.0,192.0,111.0,195.0,364.0,169.0,53.6,2355.0,18.0,13.0,4.9,3.6,117.1,6.5,5.85,12.1
2001,Iowa,191.0,11.0,7.0,5.0,0.0,0.583,372.0,242.0,130.0,191.0,297.0,106.0,64.3,2457.0,20.0,13.0,6.7,4.4,147.3,8.3,7.65,12.9
2001,Penn State,182.0,11.0,5.0,6.0,0.0,0.455,248.0,281.0,-33.0,182.0,361.0,179.0,50.4,2487.0,13.0,18.0,3.6,5.0,110.2,6.9,5.37,13.7
2001,Minnesota,170.0,11.0,4.0,7.0,0.0,0.364,308.0,299.0,9.0,170.0,311.0,141.0,54.7,2250.0,19.0,11.0,6.1,3.5,128.5,7.2,6.86,13.2
2001,Wisconsin,166.0,12.0,5.0,7.0,0.0,0.417,313.0,346.0,-33.0,166.0,329.0,163.0,50.5,2556.0,17.0,13.0,5.2,4.0,124.9,7.8,7.02,15.4
2001,Indiana,137.0,11.0,5.0,6.0,0.0,0.455,305.0,298.0,7.0,137.0,264.0,127.0,51.9,1824.0,10.0,5.0,3.8,1.9,118.6,6.9,6.81,13.3
2001,Ohio State,126.0,11.0,7.0,5.0,0.0,0.583,284.0,213.0,71.0,126.0,249.0,123.0,50.6,1966.0,10.0,10.0,4.0,4.0,122.1,7.9,6.89,15.6
2001,Texas Tech,391.0,11.0,7.0,5.0,0.0,0.583,386.0,262.0,124.0,391.0,570.0,179.0,68.6,3710.0,27.0,11.0,4.7,1.9,135.0,6.5,6.59,9.5
2001,Oklahoma,299.0,12.0,11.0,2.0,0.0,0.846,387.0,166.0,221.0,299.0,500.0,201.0,59.8,2967.0,21.0,16.0,4.2,3.2,117.1,5.9,5.33,9.9
2001,Texas,244.0,12.0,11.0,2.0,0.0,0.846,470.0,164.0,306.0,244.0,410.0,166.0,59.5,3003.0,26.0,12.0,6.3,2.9,136.1,7.3,7.28,12.3
2001,Baylor,234.0,11.0,3.0,8.0,0.0,0.273,205.0,357.0,-152.0,234.0,437.0,203.0,53.5,2362.0,13.0,22.0,3.0,5.0,98.7,5.4,3.73,10.1
2001,Oklahoma State,215.0,11.0,4.0,7.0,0.0,0.364,242.0,281.0,-39.0,215.0,367.0,152.0,58.6,2343.0,14.0,10.0,3.8,2.7,119.3,6.4,5.92,10.9
2001,Texas A&M,206.0,11.0,8.0,4.0,0.0,0.667,220.0,204.0,16.0,206.0,353.0,147.0,58.4,2109.0,9.0,9.0,2.5,2.5,111.9,6.0,5.34,10.2
2001,Colorado,186.0,12.0,10.0,3.0,0.0,0.769,396.0,280.0,116.0,186.0,311.0,125.0,59.8,2471.0,15.0,11.0,4.8,3.5,135.4,7.9,7.32,13.3
2001,Iowa State,184.0,11.0,7.0,5.0,0.0,0.583,296.0,231.0,65.0,184.0,303.0,119.0,60.7,2225.0,12.0,12.0,4.0,4.0,127.6,7.3,6.35,12.1
2001,Missouri,174.0,11.0,4.0,7.0,0.0,0.364,240.0,330.0,-90.0,174.0,370.0,196.0,47.0,1895.0,16.0,9.0,4.3,2.4,99.5,5.1,4.89,10.9
2001,Kansas,132.0,11.0,3.0,8.0,0.0,0.273,182.0,398.0,-216.0,132.0,295.0,163.0,44.7,1680.0,10.0,15.0,3.4,5.1,93.6,5.7,4.08,12.7
2001,Nebraska,111.0,12.0,11.0,2.0,0.0,0.846,449.0,189.0,260.0,111.0,199.0,88.0,55.8,1638.0,8.0,11.0,4.0,5.5,127.1,8.2,6.55,14.8
2001,Kansas State,110.0,11.0,6.0,6.0,0.0,0.5,327.0,179.0,148.0,110.0,250.0,140.0,44.0,1497.0,8.0,16.0,3.2,6.4,92.1,6.0,3.75,13.6
2001,Georgia Tech,264.0,12.0,8.0,5.0,0.0,0.615,381.0,267.0,114.0,264.0,413.0,149.0,63.9,3347.0,19.0,14.0,4.6,3.4,140.4,8.1,7.5,12.7
2001,Virginia,263.0,12.0,5.0,7.0,0.0,0.417,249.0,331.0,-82.0,263.0,451.0,188.0,58.3,2868.0,24.0,14.0,5.3,3.1,123.1,6.4,6.03,10.9
2001,North Carolina State,248.0,11.0,7.0,5.0,0.0,0.583,300.0,223.0,77.0,248.0,385.0,137.0,64.4,2712.0,18.0,7.0,4.7,1.8,135.4,7.0,7.16,10.9
2001,Clemson,210.0,11.0,7.0,5.0,0.0,0.583,320.0,315.0,5.0,210.0,366.0,156.0,57.4,2609.0,18.0,14.0,4.9,3.8,125.8,7.1,6.39,12.4
2001,North Carolina,205.0,12.0,8.0,5.0,0.0,0.615,321.0,261.0,60.0,205.0,363.0,158.0,56.5,2872.0,25.0,16.0,6.9,4.4,136.8,7.9,7.31,14.0
2001,Maryland,203.0,11.0,10.0,2.0,0.0,0.833,390.0,210.0,180.0,203.0,346.0,143.0,58.7,2409.0,13.0,9.0,3.8,2.6,124.4,7.0,6.54,11.9
2001,Duke,195.0,11.0,0.0,11.0,0.0,0.0,212.0,491.0,-279.0,195.0,406.0,211.0,48.0,2543.0,12.0,19.0,3.0,4.7,101.0,6.3,4.75,13.0
2001,Florida State,184.0,11.0,8.0,4.0,0.0,0.667,373.0,287.0,86.0,184.0,325.0,141.0,56.6,2931.0,26.0,13.0,8.0,4.0,150.8,9.0,8.82,15.9
2001,Wake Forest,131.0,11.0,6.0,5.0,0.0,0.545,292.0,311.0,-19.0,131.0,252.0,121.0,52.0,1854.0,7.0,14.0,2.8,5.6,111.8,7.4,5.41,14.2
2001,Washington,214.0,11.0,8.0,4.0,0.0,0.667,310.0,323.0,-13.0,214.0,389.0,175.0,55.0,3074.0,15.0,16.0,3.9,4.1,125.9,7.9,6.82,14.4
2001,Washington State,214.0,11.0,10.0,2.0,0.0,0.833,387.0,242.0,145.0,214.0,393.0,179.0,54.5,3310.0,30.0,12.0,7.6,3.1,144.3,8.4,8.58,15.5
2001,USC,207.0,11.0,6.0,6.0,0.0,0.5,292.0,197.0,95.0,207.0,353.0,146.0,58.6,2572.0,13.0,12.0,3.7,3.4,125.2,7.3,6.49,12.4
2001,California,204.0,11.0,1.0,10.0,0.0,0.091,201.0,431.0,-230.0,204.0,427.0,223.0,47.8,2514.0,15.0,17.0,3.5,4.0,100.9,5.9,4.8,12.3
2001,Arizona,200.0,11.0,5.0,6.0,0.0,0.455,320.0,377.0,-57.0,200.0,368.0,168.0,54.3,2753.0,21.0,17.0,5.7,4.6,126.8,7.5,6.54,13.8
2001,Oregon State,199.0,11.0,5.0,6.0,0.0,0.455,287.0,259.0,28.0,199.0,366.0,167.0,54.4,2719.0,15.0,13.0,4.1,3.6,123.2,7.4,6.65,13.7
2001,Oregon,194.0,11.0,11.0,1.0,0.0,0.917,374.0,240.0,134.0,194.0,335.0,141.0,57.9,2570.0,24.0,5.0,7.2,1.5,143.0,7.7,8.43,13.2
2001,Arizona State,178.0,11.0,4.0,7.0,0.0,0.364,374.0,361.0,13.0,178.0,348.0,170.0,51.1,2852.0,24.0,15.0,6.9,4.3,134.1,8.2,7.64,16.0
2001,Stanford,176.0,11.0,9.0,3.0,0.0,0.75,408.0,315.0,93.0,176.0,332.0,156.0,53.0,2756.0,25.0,12.0,7.5,3.6,140.4,8.3,8.18,15.7
2001,UCLA,153.0,11.0,7.0,4.0,0.0,0.636,317.0,225.0,92.0,153.0,292.0,139.0,52.4,2399.0,13.0,13.0,4.5,4.5,127.2,8.2,7.1,15.7
2001,BYU,315.0,13.0,12.0,2.0,0.0,0.857,608.0,396.0,212.0,315.0,486.0,171.0,64.8,4225.0,39.0,9.0,8.0,1.9,160.6,8.7,9.47,13.4
2001,Wyoming,228.0,11.0,2.0,9.0,0.0,0.182,229.0,368.0,-139.0,228.0,438.0,210.0,52.1,3106.0,9.0,20.0,2.1,4.6,109.3,7.1,5.45,13.6
2001,Utah,180.0,11.0,8.0,4.0,0.0,0.667,319.0,204.0,115.0,180.0,328.0,148.0,54.9,2308.0,18.0,11.0,5.5,3.4,125.4,7.0,6.63,12.8
2001,San Diego State,160.0,11.0,3.0,8.0,0.0,0.273,184.0,290.0,-106.0,160.0,333.0,173.0,48.0,1927.0,5.0,15.0,1.5,4.5,92.6,5.8,4.06,12.0
2001,New Mexico,141.0,11.0,6.0,5.0,0.0,0.545,304.0,243.0,61.0,141.0,331.0,190.0,42.6,2051.0,11.0,17.0,3.3,5.1,95.3,6.2,4.55,14.5
2001,Colorado State,125.0,11.0,7.0,5.0,0.0,0.583,253.0,254.0,-1.0,125.0,261.0,136.0,47.9,1690.0,11.0,14.0,4.2,5.4,105.5,6.5,4.9,13.5
2001,Air Force,112.0,12.0,6.0,6.0,0.0,0.5,337.0,386.0,-49.0,112.0,234.0,122.0,47.9,1427.0,6.0,10.0,2.6,4.3,99.0,6.1,4.69,12.7
2001,Nevada-Las Vegas,101.0,11.0,4.0,7.0,0.0,0.364,284.0,270.0,14.0,101.0,233.0,132.0,43.3,1582.0,11.0,13.0,4.7,5.6,104.8,6.8,5.22,15.7
2001,Idaho,309.0,11.0,1.0,10.0,0.0,0.091,313.0,495.0,-182.0,309.0,497.0,188.0,62.2,3826.0,28.0,15.0,5.6,3.0,139.4,7.7,7.47,12.4
2001,Louisiana,245.0,11.0,3.0,8.0,0.0,0.273,234.0,365.0,-131.0,245.0,449.0,204.0,54.6,2686.0,14.0,11.0,3.1,2.4,110.2,6.0,5.5,11.0
2001,Middle Tennessee State,214.0,11.0,8.0,3.0,0.0,0.727,408.0,286.0,122.0,214.0,310.0,96.0,69.0,2681.0,21.0,6.0,6.8,1.9,160.2,8.6,9.13,12.5
2001,Louisiana-Monroe,177.0,11.0,2.0,9.0,0.0,0.182,148.0,351.0,-203.0,177.0,351.0,174.0,50.4,1882.0,7.0,14.0,2.0,4.0,94.1,5.4,3.97,10.6
2001,New Mexico State,142.0,12.0,5.0,7.0,0.0,0.417,286.0,400.0,-114.0,142.0,275.0,133.0,51.6,1831.0,7.0,8.0,2.5,2.9,110.1,6.7,5.86,12.9
2001,Arkansas State,125.0,11.0,2.0,9.0,0.0,0.182,177.0,357.0,-180.0,125.0,275.0,150.0,45.5,1505.0,9.0,15.0,3.3,5.5,91.3,5.5,3.67,12.0
2001,North Texas,114.0,11.0,5.0,7.0,0.0,0.417,255.0,248.0,7.0,114.0,225.0,111.0,50.7,1560.0,18.0,14.0,8.0,6.2,122.9,6.9,5.73,13.7
2001,Marshall,319.0,12.0,11.0,2.0,0.0,0.846,448.0,308.0,140.0,319.0,477.0,158.0,66.9,4201.0,40.0,7.0,8.4,1.5,165.6,8.8,9.82,13.2
2001,Miami (OH),246.0,12.0,7.0,5.0,0.0,0.583,319.0,309.0,10.0,246.0,392.0,146.0,62.8,3185.0,25.0,13.0,6.4,3.3,145.4,8.1,7.91,12.9
2001,Western Michigan,238.0,11.0,5.0,6.0,0.0,0.455,277.0,266.0,11.0,238.0,421.0,183.0,56.5,2836.0,23.0,12.0,5.5,2.9,125.4,6.7,6.55,11.9
2001,Toledo,219.0,11.0,10.0,2.0,0.0,0.833,384.0,281.0,103.0,219.0,327.0,108.0,67.0,2541.0,18.0,8.0,5.5,2.4,145.5,7.8,7.77,11.6
2001,Bowling Green,207.0,11.0,8.0,3.0,0.0,0.727,333.0,215.0,118.0,207.0,340.0,133.0,60.9,2387.0,21.0,13.0,6.2,3.8,132.6,7.0,6.54,11.5
2001,Buffalo,202.0,11.0,3.0,8.0,0.0,0.273,205.0,286.0,-81.0,202.0,407.0,205.0,49.6,2230.0,10.0,15.0,2.5,3.7,96.4,5.5,4.31,11.0
2001,Eastern Michigan,202.0,11.0,2.0,9.0,0.0,0.182,197.0,356.0,-159.0,202.0,404.0,202.0,50.0,2111.0,15.0,14.0,3.7,3.5,99.2,5.2,4.41,10.5
2001,Central Michigan,190.0,11.0,3.0,8.0,0.0,0.273,251.0,346.0,-95.0,190.0,364.0,174.0,52.2,1987.0,12.0,14.0,3.3,3.8,101.2,5.5,4.39,10.5
2001,Akron,178.0,11.0,4.0,7.0,0.0,0.364,281.0,360.0,-79.0,178.0,306.0,128.0,58.2,2133.0,9.0,8.0,2.9,2.6,121.2,7.0,6.38,12.0
2001,Northern Illinois,171.0,11.0,6.0,5.0,0.0,0.545,303.0,292.0,11.0,171.0,342.0,171.0,50.0,2157.0,14.0,9.0,4.1,2.6,111.2,6.3,5.94,12.6
2001,Ball State,159.0,11.0,5.0,6.0,0.0,0.455,268.0,296.0,-28.0,159.0,305.0,146.0,52.1,1953.0,13.0,15.0,4.3,4.9,110.1,6.4,5.04,12.3
2001,Kent State,140.0,11.0,6.0,5.0,0.0,0.545,248.0,281.0,-33.0,140.0,270.0,130.0,51.9,1610.0,11.0,6.0,4.1,2.2,110.9,6.0,5.78,11.5
2001,Ohio,67.0,11.0,1.0,10.0,0.0,0.091,198.0,323.0,-125.0,67.0,144.0,77.0,46.5,819.0,5.0,4.0,3.5,2.8,100.2,5.7,5.13,12.2
2001,Tulane,294.0,12.0,3.0,9.0,0.0,0.25,344.0,495.0,-151.0,294.0,511.0,217.0,57.5,3498.0,27.0,14.0,5.3,2.7,127.0,6.8,6.67,11.9
2001,Houston,251.0,11.0,0.0,11.0,0.0,0.0,190.0,432.0,-242.0,251.0,454.0,203.0,55.3,2741.0,15.0,14.0,3.3,3.1,110.7,6.0,5.31,10.9
2001,Louisville,234.0,12.0,11.0,2.0,0.0,0.846,366.0,213.0,153.0,234.0,393.0,159.0,59.5,3119.0,23.0,7.0,5.9,1.8,142.0,7.9,8.31,13.3
2001,Southern Mississippi,222.0,11.0,6.0,5.0,0.0,0.545,278.0,186.0,92.0,222.0,378.0,156.0,58.7,2692.0,17.0,11.0,4.5,2.9,127.6,7.1,6.71,12.1
2001,Cincinnati,216.0,11.0,7.0,5.0,0.0,0.583,320.0,267.0,53.0,216.0,374.0,158.0,57.8,2968.0,19.0,12.0,5.1,3.2,134.8,7.9,7.51,13.7
2001,Army,196.0,11.0,3.0,8.0,0.0,0.273,229.0,365.0,-136.0,196.0,361.0,165.0,54.3,2218.0,10.0,21.0,2.8,5.8,103.4,6.1,4.08,11.3
2001,Texas Christian,184.0,11.0,6.0,6.0,0.0,0.5,280.0,257.0,23.0,184.0,329.0,145.0,55.9,2369.0,16.0,12.0,4.9,3.6,125.2,7.2,6.53,12.9
2001,Memphis,177.0,11.0,5.0,6.0,0.0,0.455,294.0,281.0,13.0,177.0,318.0,141.0,55.7,2087.0,21.0,6.0,6.6,1.9,128.8,6.6,7.03,11.8
2001,East Carolina,167.0,11.0,6.0,6.0,0.0,0.5,360.0,296.0,64.0,167.0,298.0,131.0,56.0,2357.0,15.0,10.0,5.0,3.4,132.4,7.9,7.41,14.1
2001,UAB,128.0,11.0,6.0,5.0,0.0,0.545,265.0,206.0,59.0,128.0,265.0,137.0,48.3,1566.0,8.0,11.0,3.0,4.2,99.6,5.9,4.65,12.2
