Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2022,Mississippi State,428.0,13.0,9.0,4.0,0.0,0.692,411.0,300.0,111.0,428.0,634.0,206.0,67.5,4046.0,36.0,9.0,5.7,1.4,137.0,6.4,6.88,9.5
2022,Georgia,336.0,15.0,15.0,0.0,0.0,1.0,616.0,214.0,402.0,336.0,493.0,157.0,68.2,4438.0,31.0,7.0,6.3,1.4,161.7,9.0,9.62,13.2
2022,LSU,322.0,14.0,10.0,4.0,0.0,0.714,483.0,315.0,168.0,322.0,480.0,158.0,67.1,3770.0,23.0,7.0,4.8,1.5,146.0,7.9,8.16,11.7
2022,Tennessee,290.0,13.0,11.0,2.0,0.0,0.846,599.0,296.0,303.0,290.0,422.0,132.0,68.7,4239.0,38.0,3.0,9.0,0.7,181.4,10.0,11.53,14.6
2022,South Carolina,281.0,13.0,8.0,5.0,0.0,0.615,418.0,375.0,43.0,281.0,421.0,140.0,66.7,3380.0,23.0,14.0,5.5,3.3,145.6,8.0,7.62,12.0
2022,Alabama,280.0,13.0,11.0,2.0,0.0,0.846,534.0,236.0,298.0,280.0,438.0,158.0,63.9,3660.0,37.0,8.0,8.4,1.8,158.3,8.4,9.22,13.1
2022,Missouri,251.0,13.0,6.0,7.0,0.0,0.462,323.0,327.0,-4.0,251.0,396.0,145.0,63.4,2783.0,14.0,9.0,3.5,2.3,129.5,7.0,6.71,11.1
2022,Ole Miss,239.0,13.0,8.0,5.0,0.0,0.615,435.0,332.0,103.0,239.0,387.0,148.0,61.8,3117.0,22.0,12.0,5.7,3.1,142.0,8.1,7.8,13.0
2022,Arkansas,231.0,13.0,7.0,6.0,0.0,0.538,423.0,398.0,25.0,231.0,357.0,126.0,64.7,3039.0,26.0,7.0,7.3,2.0,156.3,8.5,9.09,13.2
2022,Kentucky,224.0,13.0,7.0,6.0,0.0,0.538,265.0,250.0,15.0,224.0,349.0,125.0,64.2,2710.0,21.0,13.0,6.0,3.7,141.8,7.8,7.29,12.1
