Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2005,Vanderbilt,274.0,11.0,5.0,6.0,0.0,0.455,299.0,321.0,-22.0,274.0,467.0,193.0,58.7,3086.0,21.0,9.0,4.5,1.9,125.2,6.6,6.64,11.3
2005,Florida,241.0,12.0,9.0,3.0,0.0,0.75,343.0,226.0,117.0,241.0,385.0,144.0,62.6,2720.0,20.0,7.0,5.2,1.8,135.4,7.1,7.29,11.3
2005,LSU,216.0,13.0,11.0,2.0,0.0,0.846,383.0,185.0,198.0,216.0,360.0,144.0,60.0,2912.0,22.0,10.0,6.1,2.8,142.6,8.1,8.06,13.5
2005,South Carolina,213.0,12.0,7.0,5.0,0.0,0.583,284.0,279.0,5.0,213.0,355.0,142.0,60.0,2649.0,21.0,12.0,5.9,3.4,135.4,7.5,7.12,12.4
2005,Alabama,209.0,12.0,10.0,2.0,0.0,0.833,263.0,128.0,135.0,209.0,351.0,142.0,59.5,2597.0,16.0,4.0,4.6,1.1,134.5,7.4,7.8,12.4
2005,Georgia,201.0,13.0,10.0,3.0,0.0,0.769,384.0,213.0,171.0,201.0,363.0,162.0,55.4,2977.0,26.0,7.0,7.2,1.9,144.0,8.2,8.77,14.8
2005,Ole Miss,197.0,11.0,3.0,8.0,0.0,0.273,148.0,245.0,-97.0,197.0,371.0,174.0,53.1,2293.0,9.0,18.0,2.4,4.9,103.3,6.2,4.48,11.6
2005,Auburn,195.0,12.0,9.0,3.0,0.0,0.75,386.0,186.0,200.0,195.0,339.0,144.0,57.5,2589.0,19.0,8.0,5.6,2.4,135.5,7.6,7.7,13.3
2005,Tennessee,186.0,11.0,5.0,6.0,0.0,0.455,205.0,205.0,0.0,186.0,356.0,170.0,52.2,2178.0,11.0,13.0,3.1,3.7,106.5,6.1,5.09,11.7
2005,Kentucky,178.0,11.0,3.0,8.0,0.0,0.273,239.0,375.0,-136.0,178.0,304.0,126.0,58.6,1857.0,6.0,9.0,2.0,3.0,110.5,6.1,5.17,10.4
2005,Arkansas,150.0,11.0,4.0,7.0,0.0,0.364,283.0,271.0,12.0,150.0,280.0,130.0,53.6,1581.0,13.0,12.0,4.6,4.3,107.8,5.6,4.65,10.5
2005,Mississippi State,146.0,11.0,3.0,8.0,0.0,0.273,153.0,259.0,-106.0,146.0,302.0,156.0,48.3,1524.0,10.0,10.0,3.3,3.3,95.0,5.0,4.22,10.4
2005,Northwestern,320.0,12.0,7.0,5.0,0.0,0.583,388.0,407.0,-19.0,320.0,512.0,192.0,62.5,3681.0,22.0,9.0,4.3,1.8,133.6,7.2,7.26,11.5
2005,Michigan State,252.0,11.0,5.0,6.0,0.0,0.455,372.0,316.0,56.0,252.0,381.0,129.0,66.1,3250.0,24.0,13.0,6.3,3.4,151.8,8.5,8.25,12.9
2005,Iowa,245.0,12.0,7.0,5.0,0.0,0.583,360.0,240.0,120.0,245.0,404.0,159.0,60.6,3093.0,23.0,8.0,5.7,2.0,139.8,7.7,7.9,12.6
2005,Purdue,241.0,11.0,5.0,6.0,0.0,0.455,330.0,309.0,21.0,241.0,428.0,187.0,56.3,2659.0,10.0,13.0,2.3,3.0,110.1,6.2,5.31,11.0
2005,Michigan,238.0,12.0,7.0,5.0,0.0,0.583,345.0,244.0,101.0,238.0,409.0,171.0,58.2,2672.0,23.0,8.0,5.6,2.0,127.7,6.5,6.78,11.2
2005,Indiana,223.0,11.0,4.0,7.0,0.0,0.364,248.0,361.0,-113.0,223.0,403.0,180.0,55.3,2416.0,24.0,16.0,6.0,4.0,117.4,6.0,5.4,10.8
2005,Illinois,222.0,11.0,2.0,9.0,0.0,0.182,187.0,435.0,-248.0,222.0,371.0,149.0,59.8,2161.0,12.0,14.0,3.2,3.8,111.9,5.8,4.77,9.7
2005,Wisconsin,200.0,13.0,10.0,3.0,0.0,0.769,446.0,309.0,137.0,200.0,337.0,137.0,59.3,2969.0,22.0,9.0,6.5,2.7,149.6,8.8,8.91,14.8
2005,Ohio State,196.0,12.0,10.0,2.0,0.0,0.833,392.0,183.0,209.0,196.0,302.0,106.0,64.9,2708.0,18.0,5.0,6.0,1.7,156.6,9.0,9.41,13.8
2005,Minnesota,185.0,12.0,7.0,5.0,0.0,0.583,429.0,348.0,81.0,185.0,323.0,138.0,57.3,2660.0,20.0,10.0,6.2,3.1,140.7,8.2,8.08,14.4
2005,Penn State,175.0,12.0,11.0,1.0,0.0,0.917,413.0,204.0,209.0,175.0,331.0,156.0,52.9,2505.0,18.0,10.0,5.4,3.0,128.3,7.6,7.3,14.3
2005,Texas Tech,391.0,12.0,9.0,3.0,0.0,0.75,473.0,226.0,247.0,391.0,588.0,197.0,66.5,4666.0,34.0,12.0,5.8,2.0,148.2,7.9,8.17,11.9
2005,Missouri,277.0,12.0,7.0,5.0,0.0,0.583,369.0,350.0,19.0,277.0,469.0,192.0,59.1,2694.0,15.0,11.0,3.2,2.3,113.2,5.7,5.33,9.7
2005,Colorado,265.0,13.0,7.0,6.0,0.0,0.538,305.0,307.0,-2.0,265.0,453.0,188.0,58.5,2896.0,15.0,8.0,3.3,1.8,119.6,6.4,6.26,10.9
2005,Nebraska,239.0,12.0,8.0,4.0,0.0,0.667,296.0,252.0,44.0,239.0,444.0,205.0,53.8,2692.0,20.0,13.0,4.5,2.9,113.8,6.1,5.65,11.3
2005,Iowa State,227.0,12.0,7.0,5.0,0.0,0.583,339.0,230.0,109.0,227.0,368.0,141.0,61.7,2876.0,19.0,10.0,5.2,2.7,138.9,7.8,7.63,12.7
2005,Baylor,222.0,11.0,5.0,6.0,0.0,0.455,236.0,291.0,-55.0,222.0,392.0,170.0,56.6,2288.0,13.0,12.0,3.3,3.1,110.5,5.8,5.12,10.3
2005,Texas,218.0,13.0,13.0,0.0,0.0,1.0,652.0,213.0,439.0,218.0,336.0,118.0,64.9,3083.0,26.0,11.0,7.7,3.3,160.9,9.2,9.25,14.1
2005,Kansas,211.0,12.0,7.0,5.0,0.0,0.583,269.0,264.0,5.0,211.0,396.0,185.0,53.3,2348.0,13.0,19.0,3.3,4.8,104.3,5.9,4.43,11.1
2005,Oklahoma,179.0,12.0,8.0,4.0,0.0,0.667,323.0,277.0,46.0,179.0,336.0,157.0,53.3,2131.0,10.0,11.0,3.0,3.3,109.8,6.3,5.46,11.9
2005,Texas A&M,166.0,11.0,5.0,6.0,0.0,0.455,352.0,343.0,9.0,166.0,321.0,155.0,51.7,2281.0,19.0,10.0,5.9,3.1,124.7,7.1,6.89,13.7
2005,Kansas State,164.0,11.0,5.0,6.0,0.0,0.455,289.0,305.0,-16.0,164.0,318.0,154.0,51.6,2215.0,15.0,12.0,4.7,3.8,118.1,7.0,6.21,13.5
2005,Oklahoma State,159.0,11.0,4.0,7.0,0.0,0.364,222.0,344.0,-122.0,159.0,322.0,163.0,49.4,1880.0,11.0,17.0,3.4,5.3,99.1,5.8,4.15,11.8
2005,Florida State,303.0,13.0,8.0,5.0,0.0,0.615,376.0,286.0,90.0,303.0,526.0,223.0,57.6,3674.0,21.0,19.0,4.0,3.6,122.2,7.0,6.16,12.1
2005,Boston College,260.0,12.0,9.0,3.0,0.0,0.75,310.0,191.0,119.0,260.0,416.0,156.0,62.5,2913.0,17.0,12.0,4.1,2.9,129.0,7.0,6.52,11.2
2005,Clemson,248.0,12.0,8.0,4.0,0.0,0.667,316.0,211.0,105.0,248.0,377.0,129.0,65.8,2779.0,14.0,10.0,3.7,2.7,134.7,7.4,6.92,11.2
2005,Virginia,224.0,12.0,7.0,5.0,0.0,0.583,320.0,279.0,41.0,224.0,363.0,139.0,61.7,2684.0,15.0,13.0,4.1,3.6,130.3,7.4,6.61,12.0
2005,Maryland,210.0,11.0,5.0,6.0,0.0,0.455,270.0,275.0,-5.0,210.0,351.0,141.0,59.8,2740.0,15.0,17.0,4.3,4.8,129.8,7.8,6.48,13.0
2005,Georgia Tech,197.0,12.0,7.0,5.0,0.0,0.583,222.0,241.0,-19.0,197.0,418.0,221.0,47.1,2343.0,12.0,12.0,2.9,2.9,97.9,5.6,4.89,11.9
2005,Miami (FL),195.0,12.0,9.0,3.0,0.0,0.75,325.0,171.0,154.0,195.0,340.0,145.0,57.4,2586.0,20.0,12.0,5.9,3.5,133.6,7.6,7.19,13.3
2005,North Carolina,183.0,11.0,5.0,6.0,0.0,0.455,198.0,288.0,-90.0,183.0,356.0,173.0,51.4,2357.0,9.0,12.0,2.5,3.4,108.6,6.6,5.61,12.9
2005,North Carolina State,183.0,12.0,7.0,5.0,0.0,0.583,249.0,212.0,37.0,183.0,335.0,152.0,54.6,2282.0,14.0,14.0,4.2,4.2,117.3,6.8,5.77,12.5
2005,Virginia Tech,181.0,13.0,11.0,2.0,0.0,0.846,440.0,168.0,272.0,181.0,301.0,120.0,60.1,2473.0,18.0,10.0,6.0,3.3,142.2,8.2,7.92,13.7
2005,Wake Forest,172.0,11.0,4.0,7.0,0.0,0.364,269.0,316.0,-47.0,172.0,293.0,121.0,58.7,1774.0,7.0,10.0,2.4,3.4,110.6,6.1,5.0,10.3
2005,Duke,134.0,11.0,1.0,10.0,0.0,0.091,177.0,408.0,-231.0,134.0,284.0,150.0,47.2,1331.0,5.0,17.0,1.8,6.0,80.4,4.7,2.35,9.9
2005,Arizona State,312.0,12.0,7.0,5.0,0.0,0.583,442.0,359.0,83.0,312.0,493.0,181.0,63.3,4481.0,38.0,11.0,7.7,2.2,160.6,9.1,9.63,14.4
2005,USC,312.0,13.0,12.0,1.0,0.0,0.923,638.0,297.0,341.0,312.0,481.0,169.0,64.9,4157.0,32.0,10.0,6.7,2.1,155.3,8.6,9.04,13.3
2005,Oregon,303.0,12.0,10.0,2.0,0.0,0.833,414.0,278.0,136.0,303.0,482.0,179.0,62.9,3654.0,28.0,10.0,5.8,2.1,141.6,7.6,7.81,12.1
2005,Oregon State,267.0,11.0,5.0,6.0,0.0,0.455,293.0,365.0,-72.0,267.0,459.0,192.0,58.2,3261.0,13.0,23.0,2.8,5.0,117.2,7.1,5.42,12.2
2005,UCLA,247.0,12.0,10.0,2.0,0.0,0.833,469.0,410.0,59.0,247.0,389.0,142.0,63.5,3244.0,34.0,6.0,8.7,1.5,159.3,8.3,9.39,13.1
2005,Washington State,216.0,11.0,4.0,7.0,0.0,0.364,368.0,346.0,22.0,216.0,381.0,165.0,56.7,3050.0,25.0,13.0,6.6,3.4,138.8,8.0,7.78,14.1
2005,Arizona,211.0,11.0,3.0,8.0,0.0,0.273,252.0,290.0,-38.0,211.0,368.0,157.0,57.3,2522.0,19.0,16.0,5.2,4.3,123.2,6.9,5.93,12.0
2005,Stanford,207.0,11.0,5.0,6.0,0.0,0.455,269.0,337.0,-68.0,207.0,337.0,130.0,61.4,2463.0,18.0,8.0,5.3,2.4,135.7,7.3,7.31,11.9
2005,Washington,170.0,11.0,2.0,9.0,0.0,0.182,237.0,337.0,-100.0,170.0,324.0,154.0,52.5,2451.0,12.0,8.0,3.7,2.5,123.3,7.6,7.19,14.4
2005,California,167.0,12.0,8.0,4.0,0.0,0.667,395.0,254.0,141.0,167.0,321.0,154.0,52.0,2312.0,22.0,17.0,6.9,5.3,124.6,7.2,6.19,13.8
2005,BYU,332.0,12.0,6.0,6.0,0.0,0.5,396.0,351.0,45.0,332.0,516.0,184.0,64.3,3721.0,27.0,13.0,5.2,2.5,137.1,7.2,7.12,11.2
2005,Utah,258.0,12.0,7.0,5.0,0.0,0.583,360.0,289.0,71.0,258.0,415.0,157.0,62.2,3534.0,26.0,10.0,6.3,2.4,149.6,8.5,8.68,13.7
2005,Colorado State,248.0,12.0,6.0,6.0,0.0,0.5,321.0,369.0,-48.0,248.0,402.0,154.0,61.7,3436.0,25.0,15.0,6.2,3.7,146.5,8.5,8.11,13.9
2005,San Diego State,246.0,12.0,5.0,7.0,0.0,0.417,323.0,325.0,-2.0,246.0,401.0,155.0,61.3,2779.0,20.0,14.0,5.0,3.5,129.0,6.9,6.36,11.3
2005,Wyoming,223.0,11.0,4.0,7.0,0.0,0.364,271.0,297.0,-26.0,223.0,377.0,154.0,59.2,2703.0,18.0,19.0,4.8,5.0,125.1,7.2,5.86,12.1
2005,Nevada-Las Vegas,215.0,11.0,2.0,9.0,0.0,0.182,207.0,381.0,-174.0,215.0,394.0,179.0,54.6,2389.0,15.0,17.0,3.8,4.3,109.4,6.1,4.88,11.1
2005,Texas Christian,209.0,12.0,11.0,1.0,0.0,0.917,398.0,223.0,175.0,209.0,378.0,169.0,55.3,2493.0,15.0,11.0,4.0,2.9,118.0,6.6,6.08,11.9
2005,New Mexico,187.0,11.0,6.0,5.0,0.0,0.545,326.0,327.0,-1.0,187.0,311.0,124.0,60.1,2171.0,16.0,13.0,5.1,4.2,127.4,7.0,6.13,11.6
2005,Air Force,121.0,11.0,4.0,7.0,0.0,0.364,330.0,349.0,-19.0,121.0,205.0,84.0,59.0,1878.0,14.0,10.0,6.8,4.9,148.8,9.2,8.33,15.5
2005,Florida International,232.0,11.0,5.0,6.0,0.0,0.455,257.0,323.0,-66.0,232.0,384.0,152.0,60.4,2595.0,14.0,12.0,3.6,3.1,123.0,6.8,6.08,11.2
2005,Louisiana-Monroe,217.0,11.0,5.0,6.0,0.0,0.455,239.0,339.0,-100.0,217.0,405.0,188.0,53.6,2312.0,13.0,11.0,3.2,2.7,106.7,5.7,5.13,10.7
2005,Middle Tennessee State,208.0,11.0,4.0,7.0,0.0,0.364,210.0,206.0,4.0,208.0,316.0,108.0,65.8,2183.0,9.0,7.0,2.8,2.2,128.8,6.9,6.48,10.5
2005,Arkansas State,162.0,12.0,6.0,6.0,0.0,0.5,294.0,303.0,-9.0,162.0,299.0,137.0,54.2,2123.0,13.0,10.0,4.3,3.3,121.5,7.1,6.46,13.1
2005,Florida Atlantic,156.0,11.0,2.0,9.0,0.0,0.182,148.0,339.0,-191.0,156.0,297.0,141.0,52.5,1956.0,13.0,17.0,4.4,5.7,110.8,6.6,4.89,12.5
2005,Troy,150.0,11.0,4.0,7.0,0.0,0.364,175.0,255.0,-80.0,150.0,298.0,148.0,50.3,1836.0,12.0,14.0,4.0,4.7,106.0,6.2,4.85,12.2
