Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2014,Texas A&M,332.0,13.0,8.0,5.0,0.0,0.615,458.0,365.0,93.0,332.0,514.0,182.0,64.6,3971.0,39.0,15.0,7.6,2.9,148.7,7.7,7.93,12.0
2014,Alabama,290.0,14.0,12.0,2.0,0.0,0.857,517.0,258.0,259.0,290.0,451.0,161.0,64.3,3890.0,32.0,10.0,7.1,2.2,155.7,8.6,9.05,13.4
2014,Tennessee,281.0,13.0,7.0,6.0,0.0,0.538,376.0,315.0,61.0,281.0,453.0,172.0,62.0,2914.0,23.0,14.0,5.1,3.1,126.6,6.4,6.06,10.4
2014,South Carolina,277.0,13.0,7.0,6.0,0.0,0.538,424.0,395.0,29.0,277.0,468.0,191.0,59.2,3671.0,28.0,11.0,6.0,2.4,140.1,7.8,7.98,13.3
2014,Mississippi State,261.0,13.0,10.0,3.0,0.0,0.769,480.0,282.0,198.0,261.0,423.0,162.0,61.7,3649.0,31.0,12.0,7.3,2.8,152.7,8.6,8.82,14.0
2014,Ole Miss,258.0,13.0,9.0,4.0,0.0,0.692,368.0,208.0,160.0,258.0,428.0,170.0,60.3,3427.0,24.0,15.0,5.6,3.5,139.0,8.0,7.55,13.3
2014,Kentucky,228.0,12.0,5.0,7.0,0.0,0.417,350.0,375.0,-25.0,228.0,405.0,177.0,56.3,2774.0,14.0,11.0,3.5,2.7,119.8,6.8,6.32,12.2
2014,Missouri,221.0,14.0,11.0,3.0,0.0,0.786,389.0,295.0,94.0,221.0,415.0,194.0,53.3,2648.0,25.0,13.0,6.0,3.1,120.5,6.4,6.18,12.0
2014,Georgia,217.0,13.0,10.0,3.0,0.0,0.769,537.0,269.0,268.0,217.0,322.0,105.0,67.4,2599.0,24.0,6.0,7.5,1.9,156.1,8.1,8.72,12.0
2014,Auburn,208.0,13.0,8.0,5.0,0.0,0.615,461.0,347.0,114.0,208.0,332.0,124.0,62.7,2984.0,23.0,7.0,6.9,2.1,156.8,9.0,9.42,14.3
2014,Arkansas,199.0,13.0,7.0,6.0,0.0,0.538,415.0,250.0,165.0,199.0,359.0,160.0,55.4,2444.0,21.0,6.0,5.8,1.7,128.6,6.8,7.23,12.3
2014,Vanderbilt,180.0,12.0,3.0,9.0,0.0,0.25,206.0,399.0,-193.0,180.0,357.0,177.0,50.4,2149.0,13.0,19.0,3.6,5.3,102.4,6.0,4.35,11.9
2014,Florida,169.0,12.0,7.0,5.0,0.0,0.583,363.0,253.0,110.0,169.0,324.0,155.0,52.2,2159.0,18.0,14.0,5.6,4.3,117.8,6.7,5.83,12.8
2014,LSU,138.0,13.0,8.0,5.0,0.0,0.615,359.0,228.0,131.0,138.0,275.0,137.0,50.2,2118.0,17.0,9.0,6.2,3.3,128.7,7.7,7.47,15.3
2014,Illinois,287.0,13.0,6.0,7.0,0.0,0.462,337.0,442.0,-105.0,287.0,470.0,183.0,61.1,3247.0,25.0,12.0,5.3,2.6,131.5,6.9,6.82,11.3
2014,Penn State,276.0,13.0,7.0,6.0,0.0,0.538,268.0,242.0,26.0,276.0,497.0,221.0,55.5,3034.0,13.0,15.0,2.6,3.0,109.4,6.1,5.27,11.0
2014,Iowa,265.0,13.0,7.0,6.0,0.0,0.538,367.0,333.0,34.0,265.0,437.0,172.0,60.6,3081.0,21.0,7.0,4.8,1.6,132.5,7.1,7.29,11.6
2014,Northwestern,261.0,12.0,5.0,7.0,0.0,0.417,276.0,302.0,-26.0,261.0,454.0,193.0,57.5,2598.0,10.0,14.0,2.2,3.1,106.7,5.7,4.78,10.0
2014,Ohio State,260.0,15.0,14.0,1.0,0.0,0.933,672.0,330.0,342.0,260.0,409.0,149.0,63.6,3707.0,42.0,12.0,10.3,2.9,167.7,9.1,9.8,14.3
2014,Michigan State,236.0,13.0,11.0,2.0,0.0,0.846,559.0,280.0,279.0,236.0,400.0,164.0,59.0,3453.0,26.0,9.0,6.5,2.3,148.5,8.6,8.92,14.6
2014,Purdue,233.0,12.0,3.0,9.0,0.0,0.25,286.0,380.0,-94.0,233.0,434.0,201.0,53.7,2249.0,16.0,16.0,3.7,3.7,102.0,5.2,4.26,9.7
2014,Maryland,228.0,13.0,7.0,6.0,0.0,0.538,370.0,392.0,-22.0,228.0,418.0,190.0,54.5,2863.0,19.0,14.0,4.5,3.3,120.4,6.8,6.25,12.6
2014,Rutgers,199.0,13.0,8.0,5.0,0.0,0.615,347.0,392.0,-45.0,199.0,357.0,158.0,55.7,2956.0,22.0,13.0,6.2,3.6,138.3,8.3,7.87,14.9
2014,Nebraska,190.0,12.0,9.0,4.0,0.0,0.692,491.0,343.0,148.0,190.0,359.0,169.0,52.9,2757.0,24.0,12.0,6.7,3.3,132.8,7.7,7.51,14.5
2014,Michigan,189.0,12.0,5.0,7.0,0.0,0.417,251.0,269.0,-18.0,189.0,326.0,137.0,58.0,2042.0,10.0,18.0,3.1,5.5,109.7,6.3,4.39,10.8
2014,Wisconsin,177.0,14.0,11.0,3.0,0.0,0.786,484.0,291.0,193.0,177.0,322.0,145.0,55.0,2082.0,15.0,16.0,4.7,5.0,114.7,6.5,5.16,11.8
2014,Indiana,168.0,12.0,4.0,8.0,0.0,0.333,301.0,394.0,-93.0,168.0,313.0,145.0,53.7,1697.0,7.0,9.0,2.2,2.9,100.8,5.4,4.58,10.1
2014,Minnesota,127.0,13.0,8.0,5.0,0.0,0.615,369.0,314.0,55.0,127.0,254.0,127.0,50.0,1844.0,12.0,9.0,4.7,3.5,119.5,7.3,6.61,14.5
2014,West Virginia,340.0,13.0,7.0,6.0,0.0,0.538,435.0,359.0,76.0,340.0,534.0,194.0,63.7,4121.0,26.0,10.0,4.9,1.9,140.8,7.7,7.85,12.1
2014,Texas Tech,332.0,12.0,4.0,8.0,0.0,0.333,366.0,495.0,-129.0,332.0,559.0,227.0,59.4,4213.0,40.0,18.0,7.2,3.2,139.9,7.5,7.52,12.7
2014,Texas Christian,325.0,13.0,12.0,1.0,0.0,0.923,604.0,247.0,357.0,325.0,529.0,204.0,61.4,4240.0,37.0,11.0,7.0,2.1,147.7,8.0,8.48,13.0
2014,Baylor,323.0,13.0,11.0,2.0,0.0,0.846,627.0,332.0,295.0,323.0,519.0,196.0,62.2,4757.0,38.0,8.0,7.3,1.5,160.3,9.2,9.94,14.7
2014,Iowa State,282.0,12.0,2.0,10.0,0.0,0.167,278.0,466.0,-188.0,282.0,510.0,228.0,55.3,2981.0,21.0,11.0,4.1,2.2,113.7,5.8,5.7,10.6
2014,Kansas State,271.0,13.0,9.0,4.0,0.0,0.692,465.0,301.0,164.0,271.0,415.0,144.0,65.3,3736.0,23.0,8.0,5.5,1.9,155.4,9.0,9.24,13.8
2014,Texas,243.0,13.0,6.0,7.0,0.0,0.462,278.0,310.0,-32.0,243.0,418.0,175.0,58.1,2599.0,14.0,11.0,3.3,2.6,116.2,6.2,5.7,10.7
2014,Oklahoma State,222.0,13.0,7.0,6.0,0.0,0.538,359.0,406.0,-47.0,222.0,401.0,179.0,55.4,3149.0,19.0,17.0,4.7,4.2,128.5,7.9,6.89,14.2
2014,Oklahoma,210.0,13.0,8.0,5.0,0.0,0.615,473.0,337.0,136.0,210.0,386.0,176.0,54.4,2646.0,17.0,17.0,4.4,4.4,117.7,6.9,5.75,12.6
