Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp.1,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2000,Kentucky,322.0,11.0,2.0,9.0,0.0,0.182,254.0,383.0,-129.0,322.0,564.0,242.0,57.1,3689.0,19.0,21.0,3.4,3.7,115.7,6.5,5.54,11.5
2000,Florida,265.0,12.0,10.0,3.0,0.0,0.769,448.0,236.0,212.0,265.0,466.0,201.0,56.9,3698.0,34.0,12.0,7.3,2.6,142.5,7.9,8.24,14.0
2000,Tennessee,212.0,11.0,8.0,4.0,0.0,0.667,359.0,212.0,147.0,212.0,354.0,142.0,59.9,2315.0,21.0,11.0,5.9,3.1,128.2,6.5,6.33,10.9
2000,Auburn,208.0,12.0,9.0,4.0,0.0,0.692,288.0,235.0,53.0,208.0,354.0,146.0,58.8,2320.0,14.0,12.0,4.0,3.4,120.1,6.6,5.82,11.2
2000,Vanderbilt,194.0,11.0,3.0,8.0,0.0,0.273,193.0,273.0,-80.0,194.0,373.0,179.0,52.0,2466.0,13.0,15.0,3.5,4.0,111.0,6.6,5.5,12.7
2000,LSU,183.0,11.0,8.0,4.0,0.0,0.667,292.0,221.0,71.0,183.0,353.0,170.0,51.8,2698.0,24.0,16.0,6.8,4.5,129.4,7.6,6.96,14.7
2000,Georgia,181.0,11.0,8.0,4.0,0.0,0.667,294.0,198.0,96.0,181.0,344.0,163.0,52.6,2365.0,14.0,16.0,4.1,4.7,114.5,6.9,5.6,13.1
2000,South Carolina,180.0,11.0,8.0,4.0,0.0,0.667,259.0,174.0,85.0,180.0,335.0,155.0,53.7,2320.0,8.0,11.0,2.4,3.3,113.2,6.9,5.93,12.9
2000,Arkansas,178.0,11.0,6.0,6.0,0.0,0.5,264.0,258.0,6.0,178.0,352.0,174.0,50.6,1916.0,14.0,15.0,4.0,4.3,100.9,5.4,4.32,10.8
2000,Ole Miss,178.0,11.0,7.0,5.0,0.0,0.583,314.0,280.0,34.0,178.0,329.0,151.0,54.1,2202.0,19.0,13.0,5.8,4.0,121.5,6.7,6.07,12.4
2000,Mississippi State,156.0,11.0,8.0,4.0,0.0,0.667,347.0,265.0,82.0,156.0,281.0,125.0,55.5,2118.0,9.0,9.0,3.2,3.2,123.0,7.5,6.74,13.6
2000,Alabama,153.0,11.0,3.0,8.0,0.0,0.273,228.0,246.0,-18.0,153.0,311.0,158.0,49.2,1889.0,7.0,16.0,2.3,5.1,97.4,6.1,4.21,12.3
2000,Purdue,292.0,11.0,8.0,4.0,0.0,0.667,357.0,232.0,125.0,292.0,489.0,197.0,59.7,3438.0,26.0,12.0,5.3,2.5,131.4,7.0,6.99,11.8
2000,Iowa,230.0,12.0,3.0,9.0,0.0,0.25,203.0,330.0,-127.0,230.0,404.0,174.0,56.9,2580.0,16.0,11.0,4.0,2.7,118.2,6.4,5.95,11.2
2000,Illinois,207.0,11.0,5.0,6.0,0.0,0.455,294.0,286.0,8.0,207.0,361.0,154.0,57.3,2389.0,22.0,10.0,6.1,2.8,127.5,6.6,6.59,11.5
2000,Northwestern,202.0,11.0,8.0,4.0,0.0,0.667,424.0,334.0,90.0,202.0,346.0,144.0,58.4,2402.0,19.0,7.0,5.5,2.0,130.8,6.9,7.13,11.9
2000,Minnesota,186.0,11.0,6.0,6.0,0.0,0.5,345.0,280.0,65.0,186.0,322.0,136.0,57.8,2584.0,20.0,8.0,6.2,2.5,140.7,8.0,8.15,13.9
2000,Penn State,183.0,12.0,5.0,7.0,0.0,0.417,264.0,293.0,-29.0,183.0,355.0,172.0,51.5,2201.0,15.0,9.0,4.2,2.5,112.5,6.2,5.9,12.0
2000,Michigan,175.0,11.0,9.0,3.0,0.0,0.75,373.0,201.0,172.0,175.0,300.0,125.0,58.3,2478.0,24.0,5.0,8.0,1.7,150.8,8.3,9.11,14.2
2000,Michigan State,173.0,11.0,5.0,6.0,0.0,0.455,197.0,233.0,-36.0,173.0,320.0,147.0,54.1,2161.0,10.0,16.0,3.1,5.0,111.1,6.8,5.13,12.5
2000,Ohio State,158.0,11.0,8.0,4.0,0.0,0.667,324.0,198.0,126.0,158.0,305.0,147.0,51.8,2292.0,14.0,12.0,4.6,3.9,122.2,7.5,6.66,14.5
2000,Wisconsin,147.0,12.0,9.0,4.0,0.0,0.692,307.0,245.0,62.0,147.0,263.0,116.0,55.9,1977.0,14.0,9.0,5.3,3.4,129.8,7.5,7.04,13.4
2000,Indiana,141.0,11.0,3.0,8.0,0.0,0.273,337.0,427.0,-90.0,141.0,298.0,157.0,47.3,1900.0,11.0,15.0,3.7,5.0,103.0,6.4,4.85,13.5
2000,Texas Tech,373.0,12.0,7.0,6.0,0.0,0.538,303.0,238.0,65.0,373.0,614.0,241.0,60.7,3554.0,21.0,18.0,3.4,2.9,114.8,5.8,5.15,9.5
2000,Oklahoma,289.0,12.0,13.0,0.0,0.0,1.0,468.0,192.0,276.0,289.0,450.0,161.0,64.2,3536.0,22.0,17.0,4.9,3.8,138.8,7.9,7.14,12.2
2000,Texas,220.0,11.0,9.0,3.0,0.0,0.75,425.0,197.0,228.0,220.0,397.0,177.0,55.4,3229.0,26.0,14.0,6.5,3.5,138.3,8.1,7.86,14.7
2000,Colorado,215.0,11.0,3.0,8.0,0.0,0.273,252.0,284.0,-32.0,215.0,368.0,153.0,58.4,2640.0,13.0,9.0,3.5,2.4,125.5,7.2,6.78,12.3
2000,Texas A&M,211.0,11.0,7.0,5.0,0.0,0.583,307.0,196.0,111.0,211.0,355.0,144.0,59.4,2588.0,10.0,9.0,2.8,2.5,124.9,7.3,6.71,12.3
2000,Oklahoma State,189.0,11.0,3.0,8.0,0.0,0.273,202.0,303.0,-101.0,189.0,354.0,165.0,53.4,2184.0,9.0,14.0,2.5,4.0,105.7,6.2,4.9,11.6
2000,Iowa State,176.0,11.0,9.0,3.0,0.0,0.75,306.0,293.0,13.0,176.0,342.0,166.0,51.5,2370.0,9.0,13.0,2.6,3.8,110.8,6.9,5.75,13.5
2000,Kansas State,166.0,13.0,11.0,3.0,0.0,0.786,514.0,240.0,274.0,166.0,338.0,172.0,49.1,2755.0,19.0,13.0,5.6,3.8,128.4,8.2,7.54,16.6
2000,Missouri,157.0,11.0,3.0,8.0,0.0,0.273,255.0,348.0,-93.0,157.0,335.0,178.0,46.9,2165.0,12.0,19.0,3.6,5.7,101.6,6.5,4.63,13.8
2000,Baylor,145.0,11.0,2.0,9.0,0.0,0.182,139.0,397.0,-258.0,145.0,359.0,214.0,40.4,1638.0,10.0,20.0,2.8,5.6,76.8,4.6,2.61,11.3
2000,Kansas,145.0,11.0,4.0,7.0,0.0,0.364,261.0,359.0,-98.0,145.0,321.0,176.0,45.2,2023.0,10.0,11.0,3.1,3.4,101.5,6.3,5.38,14.0
2000,Nebraska,84.0,11.0,10.0,2.0,0.0,0.833,456.0,213.0,243.0,84.0,172.0,88.0,48.8,1217.0,11.0,8.0,6.4,4.7,120.1,7.1,6.26,14.5
2000,Florida State,290.0,12.0,11.0,2.0,0.0,0.846,509.0,123.0,386.0,290.0,469.0,179.0,61.8,4608.0,36.0,14.0,7.7,3.0,163.7,9.8,10.02,15.9
2000,North Carolina State,242.0,11.0,8.0,4.0,0.0,0.667,341.0,308.0,33.0,242.0,455.0,213.0,53.2,3218.0,28.0,11.0,6.2,2.4,128.1,7.1,7.22,13.3
2000,Georgia Tech,231.0,11.0,9.0,3.0,0.0,0.75,372.0,209.0,163.0,231.0,374.0,143.0,61.8,2982.0,23.0,6.0,6.1,1.6,145.8,8.0,8.48,12.9
2000,Duke,195.0,11.0,0.0,11.0,0.0,0.0,155.0,430.0,-275.0,195.0,401.0,206.0,48.6,2183.0,8.0,22.0,2.0,5.5,90.0,5.4,3.37,11.2
2000,Maryland,181.0,11.0,5.0,6.0,0.0,0.455,247.0,284.0,-37.0,181.0,332.0,151.0,54.5,2322.0,11.0,14.0,3.3,4.2,115.8,7.0,5.76,12.8
2000,North Carolina,170.0,11.0,6.0,5.0,0.0,0.545,269.0,284.0,-15.0,170.0,318.0,148.0,53.5,2449.0,11.0,12.0,3.5,3.8,122.0,7.7,6.69,14.4
2000,Wake Forest,167.0,11.0,2.0,9.0,0.0,0.182,181.0,362.0,-181.0,167.0,318.0,151.0,52.5,1934.0,6.0,10.0,1.9,3.1,103.5,6.1,5.04,11.6
2000,Clemson,159.0,11.0,9.0,3.0,0.0,0.75,396.0,212.0,184.0,159.0,296.0,137.0,53.7,2311.0,17.0,9.0,5.7,3.0,132.2,7.8,7.59,14.5
2000,Virginia,149.0,11.0,6.0,6.0,0.0,0.5,228.0,255.0,-27.0,149.0,280.0,131.0,53.2,2150.0,8.0,7.0,2.9,2.5,122.1,7.7,7.13,14.4
2000,USC,245.0,12.0,5.0,7.0,0.0,0.417,309.0,337.0,-28.0,245.0,446.0,201.0,54.9,3148.0,19.0,18.0,4.3,4.0,120.2,7.1,6.09,12.8
2000,Oregon,202.0,11.0,10.0,2.0,0.0,0.833,316.0,219.0,97.0,202.0,392.0,190.0,51.5,2835.0,20.0,13.0,5.1,3.3,122.5,7.2,6.76,14.0
2000,UCLA,196.0,11.0,6.0,6.0,0.0,0.5,333.0,347.0,-14.0,196.0,363.0,167.0,54.0,2904.0,23.0,11.0,6.3,3.0,136.0,8.0,7.9,14.8
2000,Arizona State,191.0,11.0,6.0,6.0,0.0,0.5,296.0,272.0,24.0,191.0,407.0,216.0,46.9,2935.0,21.0,12.0,5.2,2.9,118.6,7.2,6.92,15.4
