feature,tree_feature_importance,kind
Draft Capital,0.1,base
ELU,0.09871494023847595,base
DOM+,0.09424465413107466,base
RDOM+,0.05365362217621536,base
MTF/A,0.04411298041281154,base
Breakout Age,0.04384128898566011,base
YCO/A,0.032926135610072356,base
YPC,0.02552544303399846,base
SpeedxBMI,0.009875043816924674,interaction
